Občina,Leto,Gross income - TOTAL,Income from work,"Parental, family and social benefits",Pensions,"Property, capital and other income",Labour migration index,Labour migration index - men,Labour migration index - women,Persons in employment [excluding farmers] whose workplace is in the municipality of their residence,Persons in employment [excluding farmers] whose workplace is in the municipality of their residence - men,Persons in employment [excluding farmers] whose workplace is in the municipality of their residence - women,Persons in employment [excluding farmers] whose workplace is not in the municipality of their residence,Persons in employment [excluding farmers] whose workplace is not in the municipality of their residence - men,Persons in employment [excluding farmers] whose workplace is not in the municipality of their residence - women,Basic or less,Education - TOTAL,Tertiary,Upper secondary,Active,Inactive,Population aged 15+ years  - TOTAL,Emigrants to abroad - Men,Emigrants to abroad - Total,Emigrants to abroad - Women,Emigrants to abroad per 1000 population,Emigrants to other municipalities - Men,Emigrants to other municipalities - Total,Emigrants to other municipalities - Women,Emigrants to other municipalities per 1000 population,Immigrants from abroad - Men,Immigrants from abroad - Total,Immigrants from abroad - Women,Immigrants from abroad per 1000 population,Immigrants from other municipalities - Men,Immigrants from other municipalities - Total,Immigrants from other municipalities - Women,Immigrants from other municipalities per 1000 population,Net migration between municipalities - Men,Net migration between municipalities - Total,Net migration between municipalities - Women,Net migration between municipalities per 1000 population,Net migration from abroad - Men,Net migration from abroad - Total,Net migration from abroad - Women,Net migration from abroad per 1000 population,Total net migration - Men,Total net migration - Total,Total net migration - Women,Total net migration per 1000 population,Employment rate,Employment rate for men,Employment rate for men.1,Employment rate for men.2,Employment rate for women,Employment rate for women.1,Employment rate for women.2,Employment rate.1,Employment rate.2,Natural increase,Natural increase ,Net migration between municipalities,Net migration from abroad,Total increase,Total increase per 1000 population,Total increase per 1000 population 
ilirska bistrica,2003,0.0,0.0,0.0,0.0,0.0,67.7,68.2,66.9,58.7,57.7,60.2,41.3,42.3,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,31.0,17.0,2.2,24.0,62.0,38.0,4.4,39.0,67.0,28.0,4.7,23.0,47.0,24.0,3.3,-1.0,-15.0,-14.0,-1.1,25.0,36.0,11.0,2.5,24.0,21.0,-3.0,1.5,53.9,62.0,0.0,0.0,45.1,0.0,0.0,0.0,0.0,0.0,-86.0,-15.0,36.0,-65.0,0.0,-4.6
ilirska bistrica,2013,0.0,0.0,0.0,0.0,0.0,66.3,67.7,64.3,53.5,52.7,54.6,46.5,47.3,45.4,3338.5,11848.5,2149.0,6361.0,5452.0,7113.666666666667,6718.666666666667,46.0,66.0,20.0,4.8,189.0,397.0,208.0,28.6,56.0,97.0,41.0,7.0,157.0,331.0,174.0,23.9,-32.0,-66.0,-34.0,-4.8,10.0,31.0,21.0,2.2,-22.0,-35.0,-13.0,-2.5,0.0,0.0,63.8,0.0,0.0,51.0,0.0,57.8,0.0,-27.0,0.0,-66.0,31.0,-62.0,-4.5,0.0
ilirska bistrica,2014,7960.778,8478.2775,1049.25,3788.69,262.7375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ilirska bistrica,2023,13180.053999999998,13223.3,1214.9225000000001,5324.637500000001,672.6525,58.7,59.7,57.3,46.4,44.7,48.7,53.6,55.3,51.3,3338.5,11848.5,2149.0,6361.0,5452.0,7113.666666666667,6718.666666666667,75.0,113.0,38.0,8.5,194.0,349.0,155.0,26.1,107.0,162.0,55.0,12.1,182.0,327.0,145.0,24.5,-12.0,-22.0,-10.0,-1.6,32.0,49.0,17.0,3.7,20.0,27.0,7.0,2.0,0.0,0.0,0.0,80.2,0.0,0.0,66.7,0.0,73.9,-67.0,0.0,-22.0,49.0,-40.0,-3.0,0.0
ilirska bistrica,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5452.0,7113.666666666667,6718.666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ivančna gorica,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,33.0,96.0,63.0,0.0,2.0,4.0,2.0,0.0,86.0,174.0,88.0,0.0,53.0,78.0,25.0,0.0,0.0,0.0,0.0,0.0,53.0,78.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,78.0,0.0,122.0,0.0,0.0
ivančna gorica,2000,0.0,0.0,0.0,0.0,0.0,48.7,50.2,46.9,32.1,31.8,32.5,67.9,68.2,67.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ivančna gorica,2003,0.0,0.0,0.0,0.0,0.0,51.8,55.6,47.0,31.4,31.8,30.8,68.6,68.2,69.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,19.0,11.0,1.4,53.0,121.0,68.0,8.8,13.0,21.0,8.0,1.5,112.0,225.0,113.0,16.3,59.0,104.0,45.0,7.5,5.0,2.0,-3.0,0.1,64.0,106.0,42.0,7.7,59.9,65.2,0.0,0.0,54.1,0.0,0.0,0.0,0.0,0.0,6.0,104.0,2.0,112.0,0.0,8.1
ivančna gorica,2013,0.0,0.0,0.0,0.0,0.0,56.6,64.8,46.4,29.1,31.8,25.9,70.9,68.2,74.1,3171.0,13801.0,3067.5,7562.5,6487.666666666667,7903.0,8147.333333333333,30.0,40.0,10.0,2.5,321.0,649.0,328.0,40.8,34.0,50.0,16.0,3.1,352.0,691.0,339.0,43.4,31.0,42.0,11.0,2.6,4.0,10.0,6.0,0.6,35.0,52.0,17.0,3.3,0.0,0.0,68.2,0.0,0.0,57.7,0.0,63.2,0.0,98.0,0.0,42.0,10.0,150.0,9.4,0.0
ivančna gorica,2014,8868.772,9259.0925,1106.49,3788.6825,405.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ivančna gorica,2023,14904.453999999998,14859.7375,1317.3725,5372.325,1074.4825,68.2,77.0,57.4,27.7,28.2,27.0,72.3,71.8,73.0,3171.0,13801.0,3067.5,7562.5,6487.666666666667,7903.0,8147.333333333333,91.0,121.0,30.0,6.7,343.0,638.0,295.0,35.4,152.0,217.0,65.0,12.0,477.0,834.0,357.0,46.3,134.0,196.0,62.0,10.9,61.0,96.0,35.0,5.3,195.0,292.0,97.0,16.2,0.0,0.0,0.0,86.0,0.0,0.0,72.3,0.0,79.5,84.0,0.0,196.0,96.0,376.0,20.9,0.0
ivančna gorica,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6487.666666666667,7903.0,8147.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
izola/isola,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,66.0,159.0,93.0,0.0,14.0,20.0,6.0,0.0,72.0,156.0,84.0,0.0,6.0,-3.0,-9.0,0.0,12.0,16.0,4.0,0.0,18.0,13.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,-3.0,16.0,45.0,0.0,0.0
izola/isola,2000,0.0,0.0,0.0,0.0,0.0,85.9,74.5,99.4,45.6,41.4,50.7,54.4,58.6,49.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
izola/isola,2003,0.0,0.0,0.0,0.0,0.0,87.4,74.4,103.0,43.0,39.4,47.3,57.0,60.6,52.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,106.0,48.0,7.1,72.0,158.0,86.0,10.6,112.0,176.0,64.0,11.8,85.0,198.0,113.0,13.3,13.0,40.0,27.0,2.7,54.0,70.0,16.0,4.7,67.0,110.0,43.0,7.4,54.6,58.1,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,-4.0,40.0,70.0,106.0,0.0,7.1
izola/isola,2013,0.0,0.0,0.0,0.0,0.0,86.1,78.0,95.5,38.2,38.7,37.7,61.8,61.3,62.3,3673.0,14048.0,3233.0,7142.0,6845.666666666667,8163.666666666667,8284.0,130.0,185.0,55.0,11.6,499.0,937.0,438.0,59.0,98.0,177.0,79.0,11.1,411.0,822.0,411.0,51.8,-88.0,-115.0,-27.0,-7.2,-32.0,-8.0,24.0,-0.5,-120.0,-123.0,-3.0,-7.7,0.0,0.0,58.0,0.0,0.0,53.2,0.0,55.7,0.0,2.0,0.0,-115.0,-8.0,-121.0,-7.6,0.0
izola/isola,2014,8318.768,8714.91,1105.345,4191.4925,621.2225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
izola/isola,2023,13564.49,13594.625,1310.355,5931.98,1769.1025,91.5,85.0,99.8,35.5,35.8,35.2,64.5,64.2,64.8,3673.0,14048.0,3233.0,7142.0,6845.666666666667,8163.666666666667,8284.0,159.0,275.0,116.0,16.7,510.0,989.0,479.0,60.2,221.0,360.0,139.0,21.9,482.0,905.0,423.0,55.1,-28.0,-84.0,-56.0,-5.1,62.0,85.0,23.0,5.2,34.0,1.0,-33.0,0.1,0.0,0.0,0.0,74.3,0.0,0.0,64.8,0.0,69.8,-87.0,0.0,-84.0,85.0,-86.0,-5.2,0.0
izola/isola,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6845.666666666667,8163.666666666667,8284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jesenice,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,34.0,17.0,0.0,65.0,140.0,75.0,0.0,12.0,18.0,6.0,0.0,52.0,126.0,74.0,0.0,-13.0,-14.0,-1.0,0.0,-5.0,-16.0,-11.0,0.0,-18.0,-30.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.0,0.0,-14.0,-16.0,-51.0,0.0,0.0
jesenice,2000,0.0,0.0,0.0,0.0,0.0,93.0,96.9,88.2,61.2,63.3,58.6,38.8,36.7,41.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jesenice,2003,0.0,0.0,0.0,0.0,0.0,90.4,92.8,87.4,58.9,61.2,56.0,41.1,38.8,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,87.0,45.0,4.0,93.0,200.0,107.0,9.1,49.0,72.0,23.0,3.3,74.0,152.0,78.0,6.9,-19.0,-48.0,-29.0,-2.2,7.0,-15.0,-22.0,-0.7,-12.0,-63.0,-51.0,-2.9,53.4,58.9,0.0,0.0,47.6,0.0,0.0,0.0,0.0,0.0,22.0,-48.0,-15.0,-41.0,0.0,-1.9
jesenice,2013,0.0,0.0,0.0,0.0,0.0,83.3,81.6,85.3,49.8,50.7,48.9,50.2,49.3,51.1,5380.5,18527.5,2544.5,10602.5,8552.333333333334,11319.0,10443.0,153.0,277.0,124.0,13.0,395.0,749.0,354.0,35.1,94.0,173.0,79.0,8.1,392.0,745.0,353.0,35.0,-3.0,-4.0,-1.0,-0.2,-59.0,-104.0,-45.0,-4.9,-62.0,-108.0,-46.0,-5.1,0.0,0.0,57.6,0.0,0.0,50.4,0.0,54.1,0.0,-19.0,0.0,-4.0,-104.0,-127.0,-6.0,0.0
jesenice,2014,7953.33,8726.8925,1010.5524999999999,3842.7949999999996,334.03999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jesenice,2023,13115.85,14329.8,1225.585,5264.415,514.45,74.1,71.9,76.8,45.2,45.7,44.6,54.8,54.3,55.4,5380.5,18527.5,2544.5,10602.5,8552.333333333334,11319.0,10443.0,204.0,306.0,102.0,14.0,445.0,783.0,338.0,35.7,381.0,557.0,176.0,25.4,343.0,625.0,282.0,28.5,-102.0,-158.0,-56.0,-7.2,177.0,251.0,74.0,11.4,75.0,93.0,18.0,4.2,0.0,0.0,0.0,72.4,0.0,0.0,65.5,0.0,69.2,-25.0,0.0,-158.0,251.0,68.0,3.1,0.0
jesenice,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8552.333333333334,11319.0,10443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jezersko,2000,0.0,0.0,0.0,0.0,0.0,42.5,47.2,36.2,13.8,12.7,15.2,86.2,87.3,84.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jezersko,2003,0.0,0.0,0.0,0.0,0.0,53.4,54.5,51.9,11.9,12.1,11.5,88.1,87.9,88.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.9,6.0,12.0,6.0,17.6,6.0,12.0,6.0,17.6,1.0,2.0,1.0,2.9,7.0,14.0,7.0,20.6,52.4,56.2,0.0,0.0,48.3,0.0,0.0,0.0,0.0,0.0,1.0,12.0,2.0,15.0,0.0,22.0
jezersko,2013,0.0,0.0,0.0,0.0,0.0,36.9,29.4,45.3,13.3,14.3,12.3,86.7,85.7,87.7,118.5,550.5,133.0,299.0,258.3333333333333,316.3333333333333,322.3333333333333,2.0,2.0,0.0,3.1,10.0,28.0,18.0,43.8,0.0,2.0,2.0,3.1,19.0,39.0,20.0,60.9,9.0,11.0,2.0,17.2,-2.0,0.0,2.0,0.0,7.0,11.0,4.0,17.2,0.0,0.0,59.6,0.0,0.0,54.6,0.0,57.2,0.0,7.0,0.0,11.0,0.0,18.0,28.1,0.0
jezersko,2014,9158.351999999999,9170.7825,1054.05,4383.9675,343.7025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jezersko,2023,14627.98,14744.39,1654.66,6094.1,336.3,40.6,34.2,48.1,21.9,22.4,21.4,78.1,77.6,78.6,118.5,550.5,133.0,299.0,258.3333333333333,316.3333333333333,322.3333333333333,2.0,2.0,0.0,3.1,11.0,32.0,21.0,48.9,3.0,4.0,1.0,6.1,5.0,18.0,13.0,27.5,-6.0,-14.0,-8.0,-21.4,1.0,2.0,1.0,3.1,-5.0,-12.0,-7.0,-18.3,0.0,0.0,0.0,78.7,0.0,0.0,70.6,0.0,74.8,3.0,0.0,-14.0,2.0,-9.0,-13.7,0.0
jezersko,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.3333333333333,316.3333333333333,322.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
juršinci,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,38.0,19.0,0.0,0.0,1.0,1.0,0.0,14.0,25.0,11.0,0.0,-5.0,-13.0,-8.0,0.0,0.0,1.0,1.0,0.0,-5.0,-12.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,-13.0,1.0,-5.0,0.0,0.0
juršinci,2000,0.0,0.0,0.0,0.0,0.0,20.5,18.9,23.1,12.9,14.3,10.6,87.1,85.7,89.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
juršinci,2003,0.0,0.0,0.0,0.0,0.0,20.0,16.5,25.5,12.7,11.4,14.6,87.3,88.6,85.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,6.0,6.0,1.0,1.0,0.0,0.4,13.0,23.0,10.0,9.8,5.0,9.0,4.0,3.9,1.0,1.0,0.0,0.4,6.0,10.0,4.0,4.3,42.0,48.2,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,-15.0,9.0,1.0,-5.0,0.0,-2.1
juršinci,2013,0.0,0.0,0.0,0.0,0.0,26.0,23.4,29.5,15.7,13.6,18.5,84.3,86.4,81.5,772.0,2079.0,235.5,1071.5,952.3333333333334,1262.0,1073.0,14.0,19.0,5.0,8.0,42.0,93.0,51.0,39.0,3.0,5.0,2.0,2.1,58.0,118.0,60.0,49.5,16.0,25.0,9.0,10.5,-11.0,-14.0,-3.0,-5.9,5.0,11.0,6.0,4.6,0.0,0.0,57.6,0.0,0.0,46.2,0.0,52.3,0.0,-8.0,0.0,25.0,-14.0,3.0,1.3,0.0
juršinci,2014,6514.39,7352.4925,1092.46,2684.95,206.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
juršinci,2023,11675.39,12294.4925,1341.925,4692.827499999999,649.4174999999999,26.2,23.5,29.5,13.9,12.8,15.4,86.1,87.2,84.6,772.0,2079.0,235.5,1071.5,952.3333333333334,1262.0,1073.0,11.0,17.0,6.0,7.0,67.0,127.0,60.0,52.0,11.0,18.0,7.0,7.4,76.0,141.0,65.0,57.7,9.0,14.0,5.0,5.7,0.0,1.0,1.0,0.4,9.0,15.0,6.0,6.1,0.0,0.0,0.0,62.1,0.0,0.0,61.6,0.0,61.9,-37.0,0.0,14.0,1.0,-22.0,-9.0,0.0
juršinci,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,952.3333333333334,1262.0,1073.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kamnik,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,0.0,102.0,253.0,151.0,0.0,17.0,26.0,9.0,0.0,138.0,306.0,168.0,0.0,36.0,53.0,17.0,0.0,15.0,18.0,3.0,0.0,51.0,71.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,53.0,18.0,159.0,0.0,0.0
kamnik,2000,0.0,0.0,0.0,0.0,0.0,75.1,74.1,76.1,53.2,52.7,53.7,46.8,47.3,46.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kamnik,2003,0.0,0.0,0.0,0.0,0.0,70.5,68.4,72.8,48.6,47.9,49.3,51.4,52.1,50.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,93.0,49.0,3.5,119.0,267.0,148.0,10.0,81.0,132.0,51.0,4.9,173.0,371.0,198.0,13.9,54.0,104.0,50.0,3.9,37.0,39.0,2.0,1.5,91.0,143.0,52.0,5.3,58.7,63.0,0.0,0.0,54.3,0.0,0.0,0.0,0.0,0.0,53.0,104.0,39.0,196.0,0.0,7.3
kamnik,2013,0.0,0.0,0.0,0.0,0.0,62.0,62.2,61.9,39.2,40.0,38.3,60.8,60.0,61.7,6286.0,24669.0,5419.5,12963.5,11809.333333333334,14400.333333333334,14536.0,72.0,109.0,37.0,3.7,479.0,968.0,489.0,33.1,111.0,179.0,68.0,6.1,474.0,904.0,430.0,30.9,-5.0,-64.0,-59.0,-2.2,39.0,70.0,31.0,2.4,34.0,6.0,-28.0,0.2,0.0,0.0,63.9,0.0,0.0,56.4,0.0,60.2,0.0,123.0,0.0,-64.0,70.0,129.0,4.4,0.0
kamnik,2014,8678.566,9265.6,1106.865,4103.945,335.3025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kamnik,2023,14273.258000000002,14761.4575,1312.045,5696.4625,1009.6525,68.4,73.6,62.3,36.5,38.6,34.0,63.5,61.4,66.0,6286.0,24669.0,5419.5,12963.5,11809.333333333334,14400.333333333334,14536.0,190.0,285.0,95.0,9.5,565.0,1075.0,510.0,35.7,258.0,386.0,128.0,12.8,564.0,1048.0,484.0,34.8,-1.0,-27.0,-26.0,-0.9,68.0,101.0,33.0,3.4,67.0,74.0,7.0,2.5,0.0,0.0,0.0,76.4,0.0,0.0,68.1,0.0,72.4,-27.0,0.0,-27.0,101.0,47.0,1.6,0.0
kamnik,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11809.333333333334,14400.333333333334,14536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kanal,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,42.0,28.0,0.0,1.0,3.0,2.0,0.0,9.0,15.0,6.0,0.0,-5.0,-27.0,-22.0,0.0,1.0,3.0,2.0,0.0,-4.0,-24.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.0,0.0,-27.0,3.0,-67.0,0.0,0.0
