obcina,leto,Labour migration index,Labour migration index - men,Labour migration index - women,Persons in employment [excluding farmers] whose workplace is in the municipality of their residence,Persons in employment [excluding farmers] whose workplace is in the municipality of their residence - men,Persons in employment [excluding farmers] whose workplace is in the municipality of their residence - women,Persons in employment [excluding farmers] whose workplace is not in the municipality of their residence,Persons in employment [excluding farmers] whose workplace is not in the municipality of their residence - men,Persons in employment [excluding farmers] whose workplace is not in the municipality of their residence - women
brda,2010,38.2,40.4,35.9,27.2,29.4,25,72.8,70.6,75
brda,2011,39.8,42.9,36.7,27.2,29.6,24.9,72.8,70.4,75.1
brda,2012,37.9,40.4,35.4,26.5,28.7,24.3,73.5,71.3,75.7
brda,2013,38.7,41.6,35.8,27.7,29.7,25.6,72.3,70.3,74.4
brda,2014,40.1,42,38.1,29.2,30.7,27.6,70.8,69.3,72.4
brda,2015,40.7,42.6,38.6,28.8,30.2,27.3,71.2,69.8,72.7
brda,2016,41.6,43.7,39.4,29,30.9,27,71,69.1,73
brda,2017,40.6,44.2,37,28,30.7,25.2,72,69.3,74.8
brda,2018,41.7,45,38.2,28.7,31.6,25.6,71.3,68.4,74.4
brda,2019,42.9,46.1,39.3,29.1,31.4,26.6,70.9,68.6,73.4
brda,2020,43,46,39.9,28,30.2,25.6,72,69.8,74.4
brda,2021,43.5,46.4,40.5,28.1,30.3,25.7,71.9,69.7,74.3
brda,2022,44.4,45.7,43,29.4,30.8,28,70.6,69.2,72
brda,2023,44.6,46.4,42.7,29.6,31.3,27.8,70.4,68.7,72.2
brda,2024,44.5,46.4,42.6,29.4,31.6,27.1,70.6,68.4,72.9
brezovica,2000,38.3,44.7,30.8,21.5,24.4,18,78.5,75.6,82
brezovica,2001,37.8,43.9,30.8,21.4,24.4,17.9,78.6,75.6,82.1
brezovica,2002,40.2,48.1,31,21.6,25.3,17.3,78.4,74.7,82.7
brezovica,2003,42.5,49.5,34,22.6,25.2,19.5,77.4,74.8,80.5
brezovica,2004,42.2,49.6,33.6,22,25,18.5,78,75,81.5
brezovica,2005,42.9,50.2,34.3,21.5,23.7,18.8,78.5,76.3,81.2
brezovica,2006,45.8,54.4,35.5,21.6,24.2,18.6,78.4,75.8,81.4
brezovica,2007,48.4,57.7,37.3,22.1,25.3,18.2,77.9,74.7,81.8
brezovica,2008,47.9,56.9,37.1,21.9,25.1,18,78.1,74.9,82
brezovica,2009,48,57.8,36.4,22.5,25.9,18.5,77.5,74.1,81.5
brezovica,2010,46.8,55.1,37.2,22.2,25.2,18.6,77.8,74.8,81.4
brezovica,2011,47.5,55.8,38.2,21.9,24.8,18.6,78.1,75.2,81.4
brezovica,2012,47.5,55.5,38.3,21.7,24.6,18.5,78.3,75.4,81.5
brezovica,2013,50.8,58,42.7,23.1,25.8,20,76.9,74.2,80
brezovica,2014,51.4,58.7,43.2,23.4,26.6,19.8,76.6,73.4,80.2
brezovica,2015,52.2,57.8,45.8,23.8,26.7,20.6,76.2,73.3,79.4
brezovica,2016,51.4,56.1,46.1,23.5,25.8,20.7,76.5,74.2,79.3
brezovica,2017,57,63.1,50.3,22.5,24.8,19.8,77.5,75.2,80.2
brezovica,2018,60.5,64.7,55.7,23.1,25.6,20.2,76.9,74.4,79.8
brezovica,2019,60,63,56.4,23.1,25.8,20.1,76.9,74.2,79.9
brezovica,2020,61.6,63.7,59.2,22.7,25.1,20,77.3,74.9,80
brezovica,2021,64.3,67.9,60.1,22.9,24.9,20.6,77.1,75.1,79.4
brezovica,2022,67,70.8,62.7,23.3,25,21.2,76.7,75,78.8
brezovica,2023,66.8,69.8,63.3,23.1,24.9,21,76.9,75.1,79
brezovica,2024,64.3,67.9,60.2,22.7,24.7,20.5,77.3,75.3,79.5
brežice,2000,81.8,78.6,85.6,66.2,61.7,71.5,33.8,38.3,28.5
brežice,2001,81.4,77.2,86.5,65.8,60.7,71.8,34.2,39.3,28.2
brežice,2002,81.1,75.6,88.1,65.5,59.8,72.6,34.5,40.2,27.4
brežice,2003,78.8,73.1,86.2,63.1,57.3,70.8,36.9,42.7,29.2
brežice,2004,78.9,74,85.5,61.6,56.2,68.7,38.4,43.8,31.3
brežice,2005,79.9,75.1,86.2,61.8,56.8,68.4,38.2,43.2,31.6
brežice,2006,79.9,75.7,85.3,61.5,56.7,67.9,38.5,43.3,32.1
brežice,2007,78.6,75.5,82.5,59.8,55.9,64.9,40.2,44.1,35.1
brežice,2008,77.8,74.5,82,59.2,55.6,63.8,40.8,44.4,36.2
brežice,2009,77.1,73.1,82,58.6,54.8,63.5,41.4,45.2,36.5
brežice,2010,77.9,73.2,83.7,58.1,54.2,62.9,41.9,45.8,37.1
brežice,2011,76,71.3,81.8,57.1,53.4,61.6,42.9,46.6,38.4
brežice,2012,75.7,71,81.5,57.1,53.4,61.7,42.9,46.6,38.3
brežice,2013,74.4,70,80,56.2,52.5,60.9,43.8,47.5,39.1
brežice,2014,73.8,69.3,79.3,55,51,59.9,45,49,40.1
brežice,2015,73.3,68.2,79.7,54,50,59.1,46,50,40.9
brežice,2016,72.7,68.6,77.7,52.6,48.6,57.5,47.4,51.4,42.5
brežice,2017,72.8,69.7,76.6,51.8,48.2,56.3,48.2,51.8,43.7
brežice,2018,71.4,67.8,75.7,50.4,46.8,54.8,49.6,53.2,45.2
brežice,2019,71.6,68.4,75.5,49.6,46.1,53.8,50.4,53.9,46.2
brežice,2020,70.5,68.7,72.7,46.7,43.5,50.7,53.3,56.5,49.3
brežice,2021,71.8,68.6,75.7,46.5,43.3,50.4,53.5,56.7,49.6
brežice,2022,74.4,72.9,76.2,46.4,43.6,49.7,53.6,56.4,50.3
brežice,2023,72.4,69.9,75.4,45.4,41.8,49.8,54.6,58.2,50.2
brežice,2024,71.8,70.1,73.9,45.7,42.4,49.6,54.3,57.6,50.4
cankova,2000,44.7,54.6,33.5,25,28.6,20.8,75,71.4,79.2
cankova,2001,44,52.3,34.7,24.2,26.9,21.2,75.8,73.1,78.8
cankova,2002,44.2,51.4,35.8,24.8,28.8,20.3,75.2,71.2,79.7
cankova,2003,43.4,50,35.9,23.9,27.2,20.2,76.1,72.8,79.8
cankova,2004,48.7,57.1,38.3,25.8,29.7,20.9,74.2,70.3,79.1
cankova,2005,49.5,56.2,40.8,26.1,29.8,21.3,73.9,70.2,78.8
cankova,2006,49.8,56.7,40.8,26.9,30.9,21.6,73.1,69.1,78.4
cankova,2007,47.2,54.5,38.7,24.8,28.7,20.3,75.2,71.3,79.7
cankova,2008,45.7,51.3,39.1,25.1,28.9,20.7,74.9,71.1,79.3
cankova,2009,49.5,53.2,44.9,26.9,30.6,22.5,73.1,69.4,77.5
cankova,2010,53.6,61.2,45,27.8,31.9,23.1,72.2,68.1,76.9
cankova,2011,48.6,51.8,44.8,25.3,26.8,23.5,74.7,73.2,76.5
cankova,2012,48.3,50.9,45.3,27.2,29.5,24.6,72.8,70.5,75.4
cankova,2013,47.3,47.1,47.5,26.3,26.2,26.5,73.7,73.8,73.5
cankova,2014,50.3,50.8,49.8,27.9,29.1,26.5,72.1,70.9,73.5
cankova,2015,51.8,53.1,50.2,27.2,28.7,25.6,72.8,71.3,74.4
cankova,2016,51.7,53,50.2,25.7,25.8,25.5,74.3,74.2,74.5
cankova,2017,47.9,49,46.6,24.2,26.4,21.8,75.8,73.6,78.2
cankova,2018,49,49.8,48.1,26,26.7,25.3,74,73.3,74.7
cankova,2019,49.1,51.6,46.5,25.2,27.6,22.6,74.8,72.4,77.4
cankova,2020,47.4,48.2,46.6,23.1,24.5,21.6,76.9,75.5,78.4
cankova,2021,48,49.6,46.2,23.7,24.5,22.9,76.3,75.5,77.1
cankova,2022,46.3,48.8,43.6,22.1,23.7,20.4,77.9,76.3,79.6
cankova,2023,48.3,49.3,47.2,23.4,24.3,22.4,76.6,75.7,77.6
cankova,2024,48.6,53.1,44,23.9,26,21.8,76.1,74,78.2
celje,2000,153.8,160.9,145.9,76.1,73.8,78.8,23.9,26.2,21.2
celje,2001,151.4,157.1,144.9,75.2,72.7,78,24.8,27.3,22
celje,2002,151.3,154.9,147.1,74.2,71.9,76.9,25.8,28.1,23.1
celje,2003,152.2,154.5,149.6,73,70.7,75.8,27,29.3,24.2
celje,2004,158.9,164.7,152.1,72,70.1,74.3,28,29.9,25.7
celje,2005,159.1,164.1,153.1,71.1,69,73.6,28.9,31,26.4
celje,2006,151.5,152.6,150.1,69,66.7,71.7,31,33.3,28.3
celje,2007,150.5,150.4,150.5,68,66.3,70.2,32,33.7,29.8
celje,2008,151.2,150.7,151.8,68,66.6,69.8,32,33.4,30.2
celje,2009,156.7,157,156.2,67.5,66.6,68.6,32.5,33.4,31.4
celje,2010,158.4,159.1,157.5,66.2,65.2,67.6,33.8,34.8,32.4
celje,2011,155.3,154.8,156,64.5,63,66.4,35.5,37,33.6
celje,2012,153.5,152.6,154.7,62.6,60.3,65.4,37.4,39.7,34.6
celje,2013,151.5,150.6,152.5,61.8,59.6,64.4,38.2,40.4,35.6
celje,2014,149.3,148.3,150.5,60.8,58.7,63.3,39.2,41.3,36.7
celje,2015,149,147.2,151.2,60.2,58.3,62.6,39.8,41.7,37.4
celje,2016,146.9,143.7,150.8,59,56.9,61.6,41,43.1,38.4
celje,2017,143.1,137.8,149.9,57.7,55.3,60.9,42.3,44.7,39.1
celje,2018,142.3,136.4,150,56.7,54.2,60,43.3,45.8,40
celje,2019,143.2,137.6,150.7,55.8,53.2,59.2,44.2,46.8,40.8
celje,2020,148.7,146.5,151.5,55,52.8,57.7,45,47.2,42.3
celje,2021,148.7,148.3,149.2,54.7,53,56.8,45.3,47,43.2
celje,2022,146.9,147.3,146.5,54.1,52.3,56.4,45.9,47.7,43.6
celje,2023,147,146.1,148.1,54.1,52,56.8,45.9,48,43.2
celje,2024,144.5,142.4,147.1,52.8,50.5,55.8,47.2,49.5,44.2
cerklje na gorenjskem,2000,76.9,91.4,59.3,23.1,27.6,17.6,76.9,72.4,82.4
cerklje na gorenjskem,2001,79.6,95.2,61,24.5,28.5,19.8,75.5,71.5,80.2
cerklje na gorenjskem,2002,80.8,96.5,62.1,25,29.7,19.4,75,70.3,80.6
cerklje na gorenjskem,2003,82.1,96.2,65.2,25.4,30.1,19.8,74.6,69.9,80.2
cerklje na gorenjskem,2004,83.9,99.3,65.2,25.8,30.2,20.5,74.2,69.8,79.5
cerklje na gorenjskem,2005,84.4,98.4,66.9,26.1,30,21.1,73.9,70,78.9
cerklje na gorenjskem,2006,84.6,99.3,65.3,25.8,30.2,19.9,74.2,69.8,80.1
cerklje na gorenjskem,2007,91.3,108.3,69.3,27.4,31.7,21.9,72.6,68.3,78.1
cerklje na gorenjskem,2008,95.7,112.3,73.9,28.3,32.7,22.6,71.7,67.3,77.4
cerklje na gorenjskem,2009,93.7,110.7,71.4,28.6,33.5,22.1,71.4,66.5,77.9
cerklje na gorenjskem,2010,96.9,111.3,78.5,29,33.6,23.1,71,66.4,76.9
cerklje na gorenjskem,2011,95.7,112.3,76.1,28.6,33.1,23.3,71.4,66.9,76.7
cerklje na gorenjskem,2012,93,109.1,74.1,28.9,33.2,23.9,71.1,66.8,76.1
cerklje na gorenjskem,2013,100.1,122.2,74.7,28.2,33.4,22.3,71.8,66.6,77.7
cerklje na gorenjskem,2014,105.3,125.8,81.2,30.1,35,24.4,69.9,65,75.6
cerklje na gorenjskem,2015,103.6,123.3,80.7,30.4,35.1,25,69.6,64.9,75
cerklje na gorenjskem,2016,102.1,121.8,79.5,30.6,35.3,25.1,69.4,64.7,74.9
cerklje na gorenjskem,2017,106.2,129.3,79.9,31,36.3,25,69,63.7,75
cerklje na gorenjskem,2018,114.7,141,85,30.7,36,24.8,69.3,64,75.2
cerklje na gorenjskem,2019,104.2,130.3,74.5,29.7,34.8,23.8,70.3,65.2,76.2
cerklje na gorenjskem,2020,99.1,124.7,69.6,28.8,33.5,23.3,71.2,66.5,76.7
cerklje na gorenjskem,2021,114.3,138.3,87.4,28.7,33.4,23.4,71.3,66.6,76.6
cerklje na gorenjskem,2022,119,142.2,93,29.7,35,23.8,70.3,65,76.2
cerklje na gorenjskem,2023,137.7,160.8,111.4,30.4,36.2,23.8,69.6,63.8,76.2
cerklje na gorenjskem,2024,142.7,169,113,30.5,35.8,24.4,69.5,64.2,75.6
cerknica,2000,72.5,71.4,74,54.4,52,57.2,45.6,48,42.8
cerknica,2001,71.6,71.2,72.1,52.2,49.9,55,47.8,50.1,45
cerknica,2002,71.2,70.4,72,50.1,49,51.4,49.9,51,48.6
cerknica,2003,70.4,69.3,71.6,49.7,48.9,50.7,50.3,51.1,49.3
cerknica,2004,70.3,67.7,73.5,48.9,47.8,50.2,51.1,52.2,49.8
cerknica,2005,70.8,67.1,75.3,48.4,47.5,49.5,51.6,52.5,50.5
cerknica,2006,73.6,68.3,80.4,49.1,47.9,50.6,50.9,52.1,49.4
cerknica,2007,71.3,64.2,80.4,47.2,45.1,50,52.8,54.9,50
cerknica,2008,71.9,65.3,80.5,47.6,45.9,49.9,52.4,54.1,50.1
cerknica,2009,75.3,71.3,80.4,47,45.5,48.9,53,54.5,51.1
cerknica,2010,73.1,68.1,79.3,46.9,46,48.1,53.1,54,51.9
cerknica,2011,71.8,67.5,77.1,45.9,45.1,46.8,54.1,54.9,53.2
cerknica,2012,78.2,74.9,82.2,47.5,48,46.8,52.5,52,53.2
cerknica,2013,79.5,76.2,83.6,48.6,49.6,47.4,51.4,50.4,52.6
cerknica,2014,78.1,76.2,80.4,48.5,50.1,46.5,51.5,49.9,53.5
cerknica,2015,77.9,75.5,80.8,48.2,49.5,46.5,51.8,50.5,53.5
cerknica,2016,76.9,74.1,80.3,47.9,48.8,46.8,52.1,51.2,53.2
cerknica,2017,72.8,70.2,75.9,46,45.9,46.1,54,54.1,53.9
cerknica,2018,71.5,68.7,74.9,45.2,45.1,45.4,54.8,54.9,54.6
cerknica,2019,70.7,68.3,73.6,45.9,45.8,46,54.1,54.2,54
cerknica,2020,70.5,68.1,73.4,44.8,44.6,45,55.2,55.4,55
cerknica,2021,70.9,68.2,74.3,43.8,43.3,44.4,56.2,56.7,55.6
cerknica,2022,71.5,68.6,75.1,43.4,42.7,44.3,56.6,57.3,55.7
cerknica,2023,68.3,64.9,72.5,41.8,41,42.8,58.2,59,57.2
cerknica,2024,68,66.3,69.9,41.5,41.9,41.1,58.5,58.1,58.9
cerkno,2000,88.3,81.6,97.1,69.6,65.4,75.1,30.4,34.6,24.9
cerkno,2001,86.7,80.8,94.1,68.6,64.3,74,31.4,35.7,26
cerkno,2002,88.7,82.6,96.5,68.6,64.4,74,31.4,35.6,26
cerkno,2003,86.7,80.1,95.1,66.8,62.8,72,33.2,37.2,28
cerkno,2004,85.2,78.7,93.7,65.6,61.7,70.7,34.4,38.3,29.3
cerkno,2005,81.9,75.9,89.5,63,59.6,67.4,37,40.4,32.6
cerkno,2006,78.5,73.7,84.7,60.2,57.2,64,39.8,42.8,36
cerkno,2007,78.3,74.7,82.8,58.8,56.4,61.9,41.2,43.6,38.1
cerkno,2008,74.4,70.5,79.5,55.8,53.2,59.1,44.2,46.8,40.9
cerkno,2009,75.1,71.3,80,55.7,54,58,44.3,46,42
cerkno,2010,75.3,72,79.6,54.7,53.3,56.5,45.3,46.7,43.5
cerkno,2011,73.3,70,77.9,53,52.4,54,47,47.6,46
cerkno,2012,72,68.3,76.9,52.3,51.3,53.5,47.7,48.7,46.5
cerkno,2013,71.7,66.9,78,52.2,50.7,54.2,47.8,49.3,45.8
cerkno,2014,72.6,68.6,77.6,52.4,51.5,53.7,47.6,48.5,46.3
cerkno,2015,71.6,66.9,77.5,50.6,49,52.6,49.4,51,47.4
cerkno,2016,75.3,68.5,83.9,49.4,47.1,52.3,50.6,52.9,47.7
cerkno,2017,79,69.9,90.2,49.1,46.8,51.8,50.9,53.2,48.2
cerkno,2018,75.7,68.6,84.5,47,46.6,47.6,53,53.4,52.4
cerkno,2019,74.3,69.4,80.5,46.9,47.8,45.9,53.1,52.2,54.1
cerkno,2020,74.6,69.6,81,45.5,46.4,44.5,54.5,53.6,55.5
cerkno,2021,78.6,72.8,85.8,46.3,47.1,45.2,53.7,52.9,54.8
cerkno,2022,70.3,68.3,72.9,44.5,46.1,42.4,55.5,53.9,57.6
cerkno,2023,66.2,63.9,69.2,42.4,44.3,40,57.6,55.7,60
cerkno,2024,64.2,60.7,68.6,40.9,41.8,39.8,59.1,58.2,60.2
cerkvenjak,2000,23.3,22.3,24.6,13.4,12.1,15.2,86.6,87.9,84.8
cerkvenjak,2001,23.4,22.6,24.5,13.8,12.9,14.9,86.2,87.1,85.1
cerkvenjak,2002,26.1,24,28.7,13.2,12.7,13.9,86.8,87.3,86.1
cerkvenjak,2003,27.1,25.6,29.1,13,12.3,13.9,87,87.7,86.1
cerkvenjak,2004,27.5,24.5,31.7,13.7,12.7,15.1,86.3,87.3,84.9
cerkvenjak,2005,29.7,25.7,35.5,14.6,13.7,16,85.4,86.3,84
cerkvenjak,2006,31,25.9,38.1,14,12.4,16.2,86,87.6,83.8
cerkvenjak,2007,31.4,27.8,36.5,14.9,14.4,15.7,85.1,85.6,84.3
cerkvenjak,2008,32.4,29.3,37.2,15.2,15.1,15.4,84.8,84.9,84.6
cerkvenjak,2009,33.1,29.6,38.7,15.6,15.3,16.2,84.4,84.7,83.8
cerkvenjak,2010,32.8,31,35.3,15.8,16.6,14.7,84.2,83.4,85.3
cerkvenjak,2011,35.3,33.3,37.9,16,16,15.9,84,84,84.1
cerkvenjak,2012,35.2,34,36.7,15.7,16.8,14.3,84.3,83.2,85.7
cerkvenjak,2013,36.3,34.9,38.2,16.3,17.2,14.9,83.7,82.8,85.1
cerkvenjak,2014,36.9,35.7,38.7,16.2,16.7,15.4,83.8,83.3,84.6
cerkvenjak,2015,35.4,33.4,38.5,16.6,17.5,15.4,83.4,82.5,84.6
cerkvenjak,2016,37.6,36,40.2,17,17,17,83,83,83
cerkvenjak,2017,40.5,39.5,42,16.2,17.1,15,83.8,82.9,85
cerkvenjak,2018,46.7,45.7,48.1,17.5,18,16.7,82.5,82,83.3
cerkvenjak,2019,46.3,46.5,46,15.5,16,14.8,84.5,84,85.2
cerkvenjak,2020,40.3,44.4,34.2,16,16.6,15.1,84,83.4,84.9
cerkvenjak,2021,38,40.9,33.9,15.5,16.2,14.5,84.5,83.8,85.5
cerkvenjak,2022,39.1,41.8,35.4,15.8,16.6,14.6,84.2,83.4,85.4
cerkvenjak,2023,40.5,42.6,37.9,17.3,18.1,16.2,82.7,81.9,83.8
cerkvenjak,2024,36.3,38.1,33.9,16.1,17.5,14.3,83.9,82.5,85.7
cirkulane,2000,-,-,-,-,-,-,-,-,-
cirkulane,2001,-,-,-,-,-,-,-,-,-
cirkulane,2002,-,-,-,-,-,-,-,-,-
cirkulane,2003,-,-,-,-,-,-,-,-,-
cirkulane,2004,-,-,-,-,-,-,-,-,-
cirkulane,2005,-,-,-,-,-,-,-,-,-
cirkulane,2006,-,-,-,-,-,-,-,-,-
cirkulane,2007,28.1,23,36.1,14.9,13.7,16.8,85.1,86.3,83.2
cirkulane,2008,27.3,21.3,36.6,14.5,12.7,17.5,85.5,87.3,82.5
cirkulane,2009,28.8,23.5,37.3,15.2,13,18.7,84.8,87,81.3
cirkulane,2010,27,21.7,34.8,14.7,13.5,16.5,85.3,86.5,83.5
cirkulane,2011,28,23.5,34.4,15.6,15.1,16.4,84.4,84.9,83.6
cirkulane,2012,29.2,25.5,34.5,16.7,16,17.7,83.3,84,82.3
cirkulane,2013,29.6,26.8,33.6,16.4,15.4,17.7,83.6,84.6,82.3
cirkulane,2014,31.5,29.8,34,16.6,16.1,17.4,83.4,83.9,82.6
cirkulane,2015,33.6,31.8,36.2,16.7,16.7,16.6,83.3,83.3,83.4
cirkulane,2016,30.3,27.6,34.2,15.1,14.2,16.4,84.9,85.8,83.6
cirkulane,2017,26.6,22.8,32.4,13.4,12.9,14.3,86.6,87.1,85.7
cirkulane,2018,24.5,20.4,31.3,13.5,12.8,14.7,86.5,87.2,85.3
cirkulane,2019,32.2,30.1,35.6,15.7,15.6,15.8,84.3,84.4,84.2
cirkulane,2020,38,36.7,40.1,16,15.5,16.8,84,84.5,83.2
cirkulane,2021,40.7,38.3,44.4,15.1,15.6,14.3,84.9,84.4,85.7
cirkulane,2022,39.4,34.5,46.8,14.3,13.1,16.2,85.7,86.9,83.8
cirkulane,2023,44.8,40.4,51.2,15.7,14.7,17.3,84.3,85.3,82.7
cirkulane,2024,37.6,40.1,33.8,16,16.1,15.8,84,83.9,84.2
destrnik,2000,22.2,20.5,24.3,11.7,11.6,11.7,88.3,88.4,88.3
destrnik,2001,24.5,21.4,28.6,12.7,12.3,13.1,87.3,87.7,86.9
destrnik,2002,24.9,21.9,28.8,12.2,12,12.4,87.8,88,87.6
destrnik,2003,25.4,24.8,26.3,12,11.6,12.5,88,88.4,87.5
destrnik,2004,23.4,21.7,25.6,11,11,11.1,89,89,88.9
destrnik,2005,22.5,22.2,22.9,10.3,10.5,10.1,89.7,89.5,89.9
destrnik,2006,22.1,20.9,23.7,10.4,11,9.6,89.6,89,90.4
destrnik,2007,21.3,19.9,23.2,9.7,10,9.3,90.3,90,90.7
destrnik,2008,21.9,22,21.7,9.7,10.5,8.8,90.3,89.5,91.2
destrnik,2009,24.8,25.6,23.9,12.7,15.1,9.8,87.3,84.9,90.2
destrnik,2010,26,27.2,24.6,12.9,15.6,9.9,87.1,84.4,90.1
destrnik,2011,27.3,27.3,27.3,13.2,15.3,10.8,86.8,84.7,89.2
destrnik,2012,28.2,27.7,28.8,13.3,14.5,11.9,86.7,85.5,88.1
destrnik,2013,29.4,27.7,31.3,13.9,14.4,13.3,86.1,85.6,86.7
destrnik,2014,29.1,28.5,29.8,13.4,14.3,12.5,86.6,85.7,87.5
destrnik,2015,29,26.8,31.5,12.6,12.8,12.4,87.4,87.2,87.6
destrnik,2016,28.4,27.7,29.3,12,13.7,10.1,88,86.3,89.9
destrnik,2017,29.2,27.8,30.8,12.1,13.5,10.5,87.9,86.5,89.5
destrnik,2018,28.8,29.1,28.5,11.7,13.6,9.6,88.3,86.4,90.4
destrnik,2019,24.6,24.6,24.6,10.8,12.6,8.8,89.2,87.4,91.2
destrnik,2020,25.9,28.4,23.1,10.2,12.9,7,89.8,87.1,93
destrnik,2021,26.3,30.5,21.5,11.2,13.8,8.1,88.8,86.2,91.9
destrnik,2022,22.6,24.3,20.5,10.8,13,8.3,89.2,87,91.7
destrnik,2023,23.7,25.6,21.6,12,14.3,9.3,88,85.7,90.7
destrnik,2024,23,24.2,21.6,11.6,14.1,8.7,88.4,85.9,91.3
divača,2000,73.2,86.5,53.3,35.3,37,32.6,64.7,63,67.4
divača,2001,81.3,102.8,47.8,35.1,39.6,28,64.9,60.4,72
divača,2002,81.1,99,51.7,36.5,39.8,31.1,63.5,60.2,68.9
divača,2003,80.2,97.8,51.4,35.6,38.6,30.6,64.4,61.4,69.4
divača,2004,81.8,100.8,51.4,35.6,39.1,30,64.4,60.9,70
divača,2005,87.3,109.6,52,35.2,40,27.6,64.8,60,72.4
divača,2006,77.9,94.3,50.5,31.5,34.8,26,68.5,65.2,74
divača,2007,80.1,96.5,52.8,31.6,34.6,26.5,68.4,65.4,73.5
divača,2008,82.2,103.8,48.7,30.9,35.1,24.4,69.1,64.9,75.6
divača,2009,85.5,112.5,46.2,32.1,37.6,24,67.9,62.4,76
divača,2010,83,110.3,43.5,29.7,35.4,21.4,70.3,64.6,78.6
divača,2011,61.2,76.1,40.1,25.1,27.7,21.4,74.9,72.3,78.6
divača,2012,63.3,77.8,43.4,26.3,28.9,22.7,73.7,71.1,77.3
divača,2013,66.3,80.9,45.9,26.2,28.4,23.2,73.8,71.6,76.8
divača,2014,65.2,81,43.2,26.2,28.7,22.8,73.8,71.3,77.2
divača,2015,62.4,74.7,45.3,25.5,27.4,23,74.5,72.6,77
divača,2016,62,74.1,46.3,25,26.8,22.6,75,73.2,77.4
divača,2017,55.9,64.1,45.4,22.2,22.7,21.4,77.8,77.3,78.6
divača,2018,56.4,64.5,46.1,21.7,21.9,21.4,78.3,78.1,78.6
divača,2019,55.4,62.3,46.3,21.1,21.3,20.9,78.9,78.7,79.1
divača,2020,53.3,59.8,44.9,19.5,19.5,19.4,80.5,80.5,80.6
divača,2021,48.4,52,43.6,18.2,18,18.5,81.8,82,81.5
divača,2022,47.8,47.9,47.8,17.5,16.6,18.9,82.5,83.4,81.1
divača,2023,47.6,46.8,48.7,17,16.1,18.4,83,83.9,81.6
divača,2024,48.2,47.1,49.6,17.9,17.5,18.4,82.1,82.5,81.6
dobje,2000,33.2,28,41.3,15.4,16.6,13.5,84.6,83.4,86.5
dobje,2001,36.2,28.8,48.2,15.4,16.8,13.2,84.6,83.2,86.8
dobje,2002,43,32.6,59.8,16.3,15.8,17.1,83.7,84.2,82.9
dobje,2003,43.8,37.2,54.2,14.7,13.3,16.9,85.3,86.7,83.1
dobje,2004,41.6,35.7,51.3,16.5,15.8,17.6,83.5,84.2,82.4
dobje,2005,41.1,36.3,49.2,15.6,14.9,16.7,84.4,85.1,83.3
dobje,2006,31.9,29.8,35.2,14.1,13.6,14.8,85.9,86.4,85.2
dobje,2007,29.4,29.5,29.2,13.8,14.3,13.1,86.2,85.7,86.9
dobje,2008,30.4,27,35.7,14,12.6,16.1,86,87.4,83.9
dobje,2009,30.1,27.1,34.5,14.2,11.6,18,85.8,88.4,82
dobje,2010,30.9,27.5,36,15.1,12.3,19.4,84.9,87.7,80.6
dobje,2011,31.9,29.2,35.6,15.1,11.9,19.5,84.9,88.1,80.5
dobje,2012,32.9,30.1,36.9,15.7,13.3,19.1,84.3,86.7,80.9
dobje,2013,35.1,33,37.8,15.9,13.6,18.9,84.1,86.4,81.1
dobje,2014,34.7,34.2,35.3,16,15,17.3,84,85,82.7
dobje,2015,34.2,32.2,36.8,16.4,15.1,18.1,83.6,84.9,81.9
dobje,2016,37.4,36,39.4,15.3,14.7,16.1,84.7,85.3,83.9
dobje,2017,38.3,36.9,40.1,14.7,14.4,15,85.3,85.6,85
dobje,2018,36.9,34.5,39.9,13.9,13.3,14.6,86.1,86.7,85.4
dobje,2019,38,35.8,40.7,13.9,13.3,14.7,86.1,86.7,85.3
dobje,2020,37.3,34.9,40.2,14,13,15.2,86,87,84.8
dobje,2021,47.2,44.2,50.5,17.5,14.9,20.5,82.5,85.1,79.5
dobje,2022,45.1,43.4,47.1,17.4,16.4,18.6,82.6,83.6,81.4
dobje,2023,48.8,45.9,52.1,17.8,16.7,19.1,82.2,83.3,80.9
dobje,2024,51.1,47.1,55.3,19.1,18.1,20.1,80.9,81.9,79.9
dobrepolje,2000,56.4,53.8,59.9,37,35.5,39,63,64.5,61
dobrepolje,2001,59.2,54.1,65.8,36.1,34.7,37.8,63.9,65.3,62.2
dobrepolje,2002,56.9,54.1,60.5,35.1,33.4,37.3,64.9,66.6,62.7
dobrepolje,2003,58.5,53.3,65.7,34.5,32.5,37.3,65.5,67.5,62.7
dobrepolje,2004,62.1,53.4,73.8,33.6,31.1,36.9,66.4,68.9,63.1
dobrepolje,2005,63,50.3,79.8,33.9,31.9,36.5,66.1,68.1,63.5
dobrepolje,2006,55.8,45.8,69.2,28.5,28.8,28.1,71.5,71.2,71.9
dobrepolje,2007,57.9,46.1,73.2,28.7,28.7,28.7,71.3,71.3,71.3
dobrepolje,2008,56.7,46.7,70.1,28.4,29,27.7,71.6,71,72.3
dobrepolje,2009,56.4,46.2,69.6,28,28.6,27.2,72,71.4,72.8
dobrepolje,2010,58.5,48.7,70.7,28.3,29.5,26.9,71.7,70.5,73.1
dobrepolje,2011,63.3,54.5,74.3,30.5,30.9,30,69.5,69.1,70
dobrepolje,2012,60.5,52.1,71.4,30.6,30.3,31,69.4,69.7,69
