obcina,leto,Natural increase,Net migration between municipalities,Net migration from abroad,Total increase,Total increase per 1000 population
lenart,2015,-49,107,-19,39,4.7
lenart,2016,-45,33,-14,-26,-3.1
lenart,2017,-36,68,2,34,4.1
lenart,2018,-60,158,46,144,17.3
lenart,2019,-37,73,38,74,8.8
lenart,2020,-88,67,57,36,4.2
lenart,2021,-80,82,23,25,2.9
lenart,2022,-97,154,18,75,8.7
lenart,2023,-92,6,30,-56,-6.5
lendava/lendva,1995,-85,20,20,-45,...
lendava/lendva,1996,-48,-3,22,-29,...
lendava/lendva,1997,-79,-7,6,-80,-6
lendava/lendva,1998,-94,-17,19,-92,-6.9
lendava/lendva,1999,-79,-6,11,-74,-6.3
lendava/lendva,2000,-50,6,18,-26,-2.2
lendava/lendva,2001,-60,-28,2,-86,-7.3
lendava/lendva,2002,-56,-8,-10,-74,-6.4
lendava/lendva,2003,-64,-15,-7,-86,-7.4
lendava/lendva,2004,-60,-17,0,-77,-6.7
lendava/lendva,2005,-71,-8,7,-72,-6.3
lendava/lendva,2006,-40,5,45,10,0.9
lendava/lendva,2007,-44,0,11,-33,-2.9
lendava/lendva,2008,-62,-107,-16,-185,-16.4
lendava/lendva,2009,-39,-117,14,-142,-12.7
lendava/lendva,2010,-67,-15,-3,-85,-7.7
lendava/lendva,2011,-67,44,0,-23,-2.1
lendava/lendva,2012,-47,-16,-217,-280,-25.7
lendava/lendva,2013,-57,-7,-49,-113,-10.6
lendava/lendva,2014,-80,43,4,-33,-3.1
lendava/lendva,2015,-47,9,0,-38,-3.6
lendava/lendva,2016,-49,40,-24,-33,-3.1
lendava/lendva,2017,-25,-21,-52,-98,-9.4
lendava/lendva,2018,-48,37,15,4,0.4
lendava/lendva,2019,-90,61,43,14,1.3
lendava/lendva,2020,-86,77,61,52,5
lendava/lendva,2021,-76,-21,-65,-162,-15.6
lendava/lendva,2022,-63,-10,-26,-99,-9.6
lendava/lendva,2023,-36,12,-10,-34,-3.3
litija,1995,14,3,12,29,...
litija,1996,17,48,2,67,...
litija,1997,33,94,3,130,6.8
litija,1998,34,114,-11,137,7.2
litija,1999,24,25,9,58,3
litija,2000,15,91,1,107,5.6
litija,2001,30,115,6,151,7.8
litija,2002,20,52,-9,63,3.2
litija,2003,-20,18,3,1,0.1
litija,2004,-35,96,-10,51,3.5
litija,2005,23,-25,15,13,0.9
litija,2006,42,30,21,93,6.4
litija,2007,29,-3,34,60,4.1
litija,2008,81,41,25,147,10.2
litija,2009,79,44,43,166,11.3
litija,2010,72,50,-3,119,8
litija,2011,100,-71,1,30,2
litija,2012,66,28,22,116,7.8
litija,2013,76,-52,11,35,2.3
litija,2014,50,-23,-17,10,0.7
litija,2015,63,-35,2,30,2
litija,2016,64,64,-11,117,7.7
litija,2017,37,58,4,99,6.5
litija,2018,9,-53,78,34,2.2
litija,2019,-5,47,104,146,9.5
litija,2020,-11,75,160,224,14.4
litija,2021,-31,-32,44,-19,-1.2
litija,2022,-17,-11,51,23,1.5
litija,2023,-10,-20,108,78,4.9
ljubljana,1995,48,-1223,290,-885,...
ljubljana,1996,-51,-1446,166,-1331,...
ljubljana,1997,-38,-1687,72,-1653,-6
ljubljana,1998,-119,-1925,-680,-2724,-10
ljubljana,1999,-287,-1933,593,-1627,-6
ljubljana,2000,30,-1930,809,-1091,-4
ljubljana,2001,-161,-1415,1113,-463,-1.7
ljubljana,2002,-92,-1620,423,-1289,-4.8
ljubljana,2003,-230,-1426,686,-970,-3.6
ljubljana,2004,-3,-1345,982,-366,-1.4
ljubljana,2005,101,-1513,1610,198,0.7
ljubljana,2006,159,-1434,1479,204,0.8
ljubljana,2007,394,-1267,2656,1783,6.7
ljubljana,2008,831,2346,4844,8021,29.4
ljubljana,2009,780,627,3313,4720,17
ljubljana,2010,925,-267,-132,526,1.9
ljubljana,2011,792,-695,465,562,2
ljubljana,2012,812,1111,467,2390,8.5
ljubljana,2013,740,1993,133,2866,10.1
ljubljana,2014,702,313,336,1351,4.7
ljubljana,2015,650,24,407,1081,3.8
ljubljana,2016,626,-402,383,607,2.1
ljubljana,2017,427,-269,441,599,2.1
ljubljana,2018,302,144,3025,3471,12
ljubljana,2019,285,-770,3016,2531,8.6
ljubljana,2020,-126,-3736,3170,-692,-2.4
ljubljana,2021,-45,-1431,-20,-1496,-5.1
ljubljana,2022,-224,870,2352,3,10.2
ljubljana,2023,-295,-478,2117,1344,4.5
ljubno,1995,-2,-10,0,-12,...
ljubno,1996,5,-5,-1,-1,...
ljubno,1997,2,8,1,11,4
ljubno,1998,0,-6,-3,-9,-3.3
ljubno,1999,-10,14,0,4,1.5
ljubno,2000,-1,0,-1,-2,-0.7
ljubno,2001,-2,-12,0,-14,-5.1
ljubno,2002,-12,3,-3,-12,-4.4
ljubno,2003,-13,-2,-4,-19,-7
ljubno,2004,-22,7,-1,-16,-6
ljubno,2005,-13,23,4,14,5.2
ljubno,2006,5,11,0,16,5.9
ljubno,2007,-16,-22,7,-31,-11.5
ljubno,2008,8,-18,16,6,2.3
ljubno,2009,11,-8,16,19,7.2
ljubno,2010,1,5,-1,5,1.9
ljubno,2011,2,-9,4,-3,-1.1
ljubno,2012,7,-30,2,-21,-7.9
ljubno,2013,-7,-18,0,-25,-9.5
ljubno,2014,2,-19,-3,-20,-7.6
ljubno,2015,1,-3,5,3,1.2
ljubno,2016,8,-38,-3,-33,-12.8
ljubno,2017,0,-20,-7,-27,-10.5
ljubno,2018,9,-23,10,-4,-1.6
ljubno,2019,2,-19,27,10,3.9
ljubno,2020,0,12,12,24,9.4
ljubno,2021,-2,-26,-8,-36,-14.1
ljubno,2022,-3,15,5,17,6.7
ljubno,2023,-10,-27,-11,-48,-19
ljutomer,1995,-26,11,20,5,...
ljutomer,1996,-6,20,6,20,...
ljutomer,1997,-22,-12,9,-25,-1.3
ljutomer,1998,-14,17,-4,-1,-0.1
ljutomer,1999,-24,18,0,-6,-0.5
ljutomer,2000,-16,-29,2,-43,-3.5
ljutomer,2001,-20,1,6,-13,-1.1
ljutomer,2002,-48,46,0,-2,-0.2
ljutomer,2003,-40,-19,0,-59,-4.8
ljutomer,2004,2,-5,-4,-7,-0.6
ljutomer,2005,-39,1,-18,-56,-4.6
ljutomer,2006,-16,6,-10,-20,-1.7
ljutomer,2007,-53,-5,-26,-84,-7
ljutomer,2008,2,-116,7,-107,-8.9
ljutomer,2009,-8,-83,-5,-96,-8.1
ljutomer,2010,-7,-7,-14,-28,-2.4
ljutomer,2011,-21,6,0,-15,-1.3
ljutomer,2012,-36,-21,-55,-112,-9.5
ljutomer,2013,-47,-18,-24,-89,-7.7
ljutomer,2014,-30,-12,-9,-51,-4.4
ljutomer,2015,-5,6,-30,-29,-2.5
ljutomer,2016,-72,-43,-3,-118,-10.3
ljutomer,2017,-38,23,-32,-47,-4.1
ljutomer,2018,-56,-46,33,-69,-6.1
ljutomer,2019,-50,37,19,6,0.5
ljutomer,2020,-107,27,41,-39,-3.5
ljutomer,2021,-55,-6,-23,-84,-7.5
ljutomer,2022,-86,-19,11,-94,-8.5
ljutomer,2023,-71,27,8,-36,-3.3
log - dragomer,1995,-,-,-,-,...
log - dragomer,1996,-,-,-,-,...
log - dragomer,1997,-,-,-,-,-
log - dragomer,1998,-,-,-,-,-
log - dragomer,1999,-,-,-,-,-
log - dragomer,2000,-,-,-,-,-
log - dragomer,2001,-,-,-,-,-
log - dragomer,2002,-,-,-,-,-
log - dragomer,2003,-,-,-,-,-
log - dragomer,2004,-,-,-,-,-
log - dragomer,2005,-,-,-,-,-
log - dragomer,2006,-,-,-,-,-
log - dragomer,2007,17,47,-23,41,11.8
log - dragomer,2008,22,-11,22,33,9.5
log - dragomer,2009,30,-2,9,37,10.4
log - dragomer,2010,32,-22,-5,5,1.4
log - dragomer,2011,27,16,3,46,12.7
log - dragomer,2012,16,16,-2,30,8.2
log - dragomer,2013,9,-40,-8,-39,-10.6
log - dragomer,2014,6,22,-9,19,5.3
log - dragomer,2015,22,-52,-3,-33,-9.1
log - dragomer,2016,12,20,13,45,12.5
log - dragomer,2017,10,-26,-1,-17,-4.6
log - dragomer,2018,5,-1,31,35,9.5
log - dragomer,2019,4,-20,2,-14,-3.8
log - dragomer,2020,-3,-51,22,-32,-8.8
log - dragomer,2021,18,27,15,60,16.5
log - dragomer,2022,7,47,31,85,22.9
log - dragomer,2023,9,37,1,47,12.4
logatec,1995,48,79,-1,126,...
logatec,1996,45,121,0,166,...
logatec,1997,38,123,6,167,15.9
logatec,1998,66,128,16,210,19.7
logatec,1999,59,92,9,160,14.7
logatec,2000,50,73,-4,119,10.8
logatec,2001,34,77,7,118,10.6
logatec,2002,48,127,10,185,16.3
logatec,2003,18,69,21,108,9.4
logatec,2004,37,67,2,106,9.2
logatec,2005,46,96,42,184,15.7
logatec,2006,70,172,31,273,22.7
logatec,2007,89,116,62,267,21.7
logatec,2008,62,104,84,250,19.7
logatec,2009,79,173,134,386,29.8
logatec,2010,69,42,10,121,9.2
logatec,2011,46,156,-11,191,14.4
logatec,2012,89,153,29,271,20
logatec,2013,57,-11,-35,11,0.8
logatec,2014,69,-10,4,63,4.6
logatec,2015,33,-32,-9,-8,-0.6
logatec,2016,54,-18,13,49,3.5
logatec,2017,73,102,-5,170,12.2
logatec,2018,37,57,78,172,12.2
logatec,2019,2,125,121,248,17.4
logatec,2020,10,149,142,301,20.7
logatec,2021,-11,4,15,8,0.5
logatec,2022,4,38,316,358,24.3
logatec,2023,12,-30,2,-16,-1.1
lovrenc na pohorju,1995,-,-,-,-,...
lovrenc na pohorju,1996,-,-,-,-,...
lovrenc na pohorju,1997,-,-,-,-,-
lovrenc na pohorju,1998,-,-,-,-,-
lovrenc na pohorju,1999,-7,-8,-4,-19,-6
lovrenc na pohorju,2000,2,-4,-3,-5,-1.6
lovrenc na pohorju,2001,-4,-2,-5,-11,-3.5
lovrenc na pohorju,2002,16,3,-1,18,5.7
lovrenc na pohorju,2003,-24,0,-2,-26,-8.3
lovrenc na pohorju,2004,-4,-7,1,-10,-3.2
lovrenc na pohorju,2005,-7,24,-1,16,5.1
lovrenc na pohorju,2006,-7,17,1,11,3.5
lovrenc na pohorju,2007,1,6,-3,4,1.3
lovrenc na pohorju,2008,0,-19,-5,-24,-7.6
lovrenc na pohorju,2009,4,-1,2,5,1.6
lovrenc na pohorju,2010,1,-18,2,-15,-4.8
lovrenc na pohorju,2011,-2,4,4,6,1.9
lovrenc na pohorju,2012,-1,-28,1,-28,-8.9
lovrenc na pohorju,2013,-3,20,4,21,6.7
lovrenc na pohorju,2014,-1,2,-3,-2,-0.6
lovrenc na pohorju,2015,-7,-19,-2,-28,-9
lovrenc na pohorju,2016,-13,-16,-4,-33,-10.7
lovrenc na pohorju,2017,-8,-29,-3,-40,-13.2
lovrenc na pohorju,2018,-9,-34,9,-34,-11.3
lovrenc na pohorju,2019,-10,-10,4,-16,-5.4
lovrenc na pohorju,2020,-7,15,11,19,6.4
lovrenc na pohorju,2021,-15,-10,1,-24,-8.1
lovrenc na pohorju,2022,-18,-15,16,-17,-5.8
lovrenc na pohorju,2023,-13,11,8,6,2
loška dolina,1995,-17,-9,3,-23,...
loška dolina,1996,15,6,8,29,...
loška dolina,1997,-16,8,6,-2,-0.4
loška dolina,1998,-23,21,23,21,4
loška dolina,1999,10,-2,11,19,5.1
loška dolina,2000,5,4,14,23,6.1
loška dolina,2001,16,-18,19,17,4.5
loška dolina,2002,-11,-7,12,-6,-1.6
loška dolina,2003,5,-2,29,32,8.4
loška dolina,2004,3,8,-1,10,2.6
loška dolina,2005,-3,-2,21,16,4.2
loška dolina,2006,12,18,32,62,15.9
loška dolina,2007,-12,-23,59,24,6.1
loška dolina,2008,4,7,53,64,16.7
loška dolina,2009,26,30,108,164,41.7
loška dolina,2010,22,-56,-20,-54,-13.7
loška dolina,2011,28,-43,0,-15,-3.8
loška dolina,2012,4,-26,12,-10,-2.6
loška dolina,2013,7,-31,23,-1,-0.3
loška dolina,2014,2,-36,35,1,0.3
loška dolina,2015,5,-37,24,-8,-2.1
loška dolina,2016,-7,-27,11,-23,-6
loška dolina,2017,-3,-75,-23,-101,-26.5
loška dolina,2018,0,-36,49,13,3.5
loška dolina,2019,-10,-34,56,12,3.2
loška dolina,2020,-11,-53,9,-55,-14.6
loška dolina,2021,-16,-17,-48,-81,-21.8
loška dolina,2022,-8,-41,-27,-76,-21.1
loška dolina,2023,-13,-14,2,-25,-7.1
loški potok,1995,2,-4,2,0,...
loški potok,1996,5,-1,-2,2,...
loški potok,1997,-19,-8,9,-18,-8.6
loški potok,1998,-12,-1,3,-10,-4.8
loški potok,1999,-3,-13,5,-11,-5.3
loški potok,2000,-5,-3,-1,-9,-4.4
loški potok,2001,-7,4,-1,-4,-1.9
loški potok,2002,-16,-2,9,-9,-4.4
loški potok,2003,-5,-7,3,-9,-4.4
loški potok,2004,-7,11,-3,1,0.5
loški potok,2005,-17,2,0,-15,-7.3
loški potok,2006,-3,9,4,10,4.9
loški potok,2007,-5,-6,1,-10,-4.9
loški potok,2008,-9,11,4,6,3
loški potok,2009,-14,37,4,27,13.4
loški potok,2010,-23,12,-7,-18,-9.1
loški potok,2011,-19,3,1,-15,-7.6
loški potok,2012,-13,-27,4,-36,-18.5
loški potok,2013,-19,1,-14,-32,-16.6
loški potok,2014,-40,12,5,-23,-12.2
loški potok,2015,-24,13,-1,-12,-6.4
loški potok,2016,-21,16,2,-3,-1.6
loški potok,2017,-6,-22,1,-27,-14.6
loški potok,2018,-20,-17,-3,-40,-21.9
loški potok,2019,-23,14,0,-9,-5
loški potok,2020,-21,31,14,24,13.2
loški potok,2021,-20,8,6,-6,-3.3
loški potok,2022,-14,8,-4,-10,-5.7
loški potok,2023,-6,10,2,6,3.3
lukovica,1995,7,14,-3,18,...
lukovica,1996,18,33,-4,47,...
lukovica,1997,10,30,1,41,8.8
lukovica,1998,21,28,-6,43,9.2
lukovica,1999,20,62,2,84,17.6
lukovica,2000,14,23,8,45,9.3
lukovica,2001,23,44,16,83,17.1
lukovica,2002,0,82,24,106,21.3
lukovica,2003,-1,16,74,89,17.4
lukovica,2004,12,12,-48,-24,-4.7
lukovica,2005,-6,0,5,-1,-0.2
lukovica,2006,22,63,25,110,21.6
lukovica,2007,35,27,20,82,15.6
lukovica,2008,48,40,65,153,28.9
lukovica,2009,32,19,18,69,12.7
lukovica,2010,45,-42,-9,-6,-1.1
lukovica,2011,36,43,-7,72,13.2
lukovica,2012,50,-5,7,52,9.4
lukovica,2013,42,51,-9,84,15.1
lukovica,2014,44,-7,5,42,7.4
lukovica,2015,46,5,6,57,10
lukovica,2016,34,11,-14,31,5.4
lukovica,2017,23,9,7,39,6.8
lukovica,2018,31,-5,14,40,6.9
lukovica,2019,18,29,6,53,9
lukovica,2020,28,-24,5,9,1.5
lukovica,2021,23,47,7,77,12.9
lukovica,2022,28,-11,24,41,6.8
lukovica,2023,20,79,12,111,18.2
luče,1995,10,8,-1,17,...
luče,1996,-7,-16,0,-23,...
luče,1997,-9,-12,1,-20,-9.1
luče,1998,-7,-11,-4,-22,-10.1
luče,1999,2,5,1,8,4.9
luče,2000,3,-8,-1,-6,-3.7
luče,2001,-7,3,0,-4,-2.5
luče,2002,-6,-17,-4,-27,-16.9
luče,2003,-5,11,-3,3,1.9
luče,2004,4,5,4,13,8.2
luče,2005,-5,-2,-1,-8,-5
luče,2006,0,2,2,4,2.5
luče,2007,-4,-9,-1,-14,-8.8
luče,2008,-7,-11,1,-17,-10.7
luče,2009,-2,1,-3,-4,-2.6
luče,2010,-3,-19,1,-21,-13.5
luče,2011,0,-21,6,-15,-9.7
luče,2012,-4,-9,-1,-14,-9.2
luče,2013,7,-29,0,-22,-14.5
luče,2014,5,-11,-5,-11,-7.4
luče,2015,-3,19,-2,14,9.4
luče,2016,4,-8,-1,-5,-3.4
luče,2017,7,-23,-2,-18,-12.2
luče,2018,5,-22,7,-10,-6.8
luče,2019,-5,-13,4,-14,-9.6
luče,2020,-13,6,9,2,1.4
luče,2021,-9,14,2,7,4.8
luče,2022,2,-22,1,-19,-13
luče,2023,-5,-16,3,-18,-12.6
majšperk,1995,-21,-15,3,-33,...
majšperk,1996,-24,-8,0,-32,...
majšperk,1997,-19,-19,3,-35,-6.4
majšperk,1998,-23,-1,2,-22,-4
majšperk,1999,-2,33,-1,30,7.3
majšperk,2000,5,1,4,10,2.4
majšperk,2001,-10,13,-1,2,0.5
majšperk,2002,0,0,-4,-4,-1
majšperk,2003,-20,13,-3,-10,-2.4
majšperk,2004,-8,-2,-2,-12,-2.9
majšperk,2005,-2,0,-7,-9,-2.2
majšperk,2006,-7,11,-7,-3,-0.7
majšperk,2007,-8,16,6,14,3.4
majšperk,2008,-9,-24,11,-22,-5.4
majšperk,2009,7,1,39,47,11.4
majšperk,2010,-4,-16,-15,-35,-8.5
majšperk,2011,7,-24,-16,-33,-8.1
majšperk,2012,4,-52,1,-47,-11.7
majšperk,2013,7,-42,-14,-49,-12.3
majšperk,2014,16,17,-13,20,5.1
majšperk,2015,-11,35,8,32,8
majšperk,2016,-1,25,5,29,7.3
majšperk,2017,-10,-28,42,4,1
majšperk,2018,-2,-11,33,20,5
majšperk,2019,-2,7,6,11,2.7
majšperk,2020,-19,26,-5,2,0.5
majšperk,2021,-13,-13,-6,-32,-7.9
majšperk,2022,-14,-23,10,-27,-6.8
majšperk,2023,-9,1,14,6,1.5
makole,1995,-,-,-,-,...
makole,1996,-,-,-,-,...
makole,1997,-,-,-,-,-
makole,1998,-,-,-,-,-
makole,1999,-,-,-,-,-
makole,2000,-,-,-,-,-
makole,2001,-,-,-,-,-
makole,2002,-,-,-,-,-
makole,2003,-,-,-,-,-
makole,2004,-,-,-,-,-
makole,2005,-,-,-,-,-
makole,2006,-,-,-,-,-
makole,2007,-8,11,5,8,3.8
makole,2008,4,24,4,32,15.5
makole,2009,17,-8,-2,7,3.4
makole,2010,3,-29,-7,-33,-15.8
makole,2011,-5,15,0,10,4.8
makole,2012,9,-24,-28,-43,-20.9
makole,2013,6,4,-24,-14,-7
makole,2014,10,-1,4,13,6.4
makole,2015,10,-2,-6,2,1
makole,2016,2,-16,-1,-15,-7.4
makole,2017,-5,2,-3,-6,-3
makole,2018,-7,-2,5,-4,-2
makole,2019,2,-7,0,-5,-2.5
makole,2020,-4,36,9,41,20.1
makole,2021,-2,-4,4,-2,-1
makole,2022,-6,0,-1,-7,-3.4
makole,2023,-4,-2,-6,-12,-5.9
maribor,1995,-259,-334,109,-484,...
maribor,1996,-202,-401,56,-547,...
maribor,1997,-313,-642,25,-930,-7
maribor,1998,-355,-542,-77,-974,-7.4
maribor,1999,-355,-722,143,-934,-8.1
maribor,2000,-381,-769,285,-865,-7.5
maribor,2001,-315,-762,482,-595,-5.2
maribor,2002,-308,-851,88,-1071,-9.4
maribor,2003,-329,-573,139,-763,-6.8
maribor,2004,-397,-669,165,-901,-8
maribor,2005,-340,-678,540,-478,-4.3
maribor,2006,-287,-840,484,-643,-5.8
maribor,2007,-345,-666,1561,550,5
maribor,2008,-191,-143,825,491,4.4
maribor,2009,-174,-75,526,277,2.5
maribor,2010,-212,-299,-102,-613,-5.5
maribor,2011,-220,-199,222,-197,-1.8
maribor,2012,-319,195,-45,-169,-1.5
maribor,2013,-272,854,122,704,6.3
maribor,2014,-231,355,95,219,2
maribor,2015,-393,-290,174,-509,-4.6
maribor,2016,-266,-670,187,-749,-6.8
maribor,2017,-449,-150,384,-215,-1.9
maribor,2018,-425,333,1280,1188,10.7
maribor,2019,-325,-198,1166,643,5.7
maribor,2020,-767,195,1590,1018,9.1
maribor,2021,-670,-399,290,-779,-6.9
maribor,2022,-559,-270,804,-25,-0.2
maribor,2023,-525,-45,1343,773,6.8
markovci,1995,-,-,-,-,...
markovci,1996,-,-,-,-,...
markovci,1997,-,-,-,-,-
markovci,1998,-,-,-,-,-
markovci,1999,-8,2,-4,-10,-2.5
markovci,2000,-4,1,4,1,0.3
markovci,2001,-7,-6,3,-10,-2.5
markovci,2002,-1,22,12,33,8.3
markovci,2003,9,15,0,24,6
markovci,2004,-10,11,0,1,0.2
markovci,2005,0,0,0,0,0
markovci,2006,0,-11,-5,-16,-4
markovci,2007,13,8,-8,13,3.2
markovci,2008,-3,12,-4,5,1.3
markovci,2009,-1,-12,13,0,0
markovci,2010,4,-4,-10,-10,-2.5
markovci,2011,17,-18,0,-1,-0.3
markovci,2012,21,-1,6,26,6.5
markovci,2013,15,-11,-29,-25,-6.2
markovci,2014,13,-1,-14,-2,-0.5
markovci,2015,21,8,-6,23,5.8
markovci,2016,5,-2,-2,1,0.2
markovci,2017,10,-11,-10,-11,-2.7
markovci,2018,14,-17,19,16,4
markovci,2019,2,14,8,24,6
markovci,2020,7,-62,47,-8,-2
markovci,2021,-5,-6,4,-7,-1.7
markovci,2022,16,30,27,73,17.9
markovci,2023,-10,-26,24,-12,-2.9
medvode,1995,57,-4,12,65,...
medvode,1996,17,72,5,94,...
medvode,1997,36,81,-1,116,8.5
medvode,1998,7,104,13,124,9
medvode,1999,30,40,73,143,10.3
medvode,2000,46,61,97,204,14.5
medvode,2001,30,92,57,179,12.6
medvode,2002,28,127,-10,145,10
medvode,2003,22,52,2,76,5.3
medvode,2004,31,83,-10,104,7.2
medvode,2005,65,64,84,213,14.7
medvode,2006,28,53,60,141,9.6
medvode,2007,40,64,62,166,11.2
medvode,2008,48,68,118,234,15.6
medvode,2009,77,141,152,370,24.2
medvode,2010,63,129,-52,140,9.1
medvode,2011,43,26,-12,57,3.6
medvode,2012,51,148,29,228,14.5
medvode,2013,46,-24,3,25,1.6
medvode,2014,18,69,12,99,6.2
medvode,2015,17,42,11,70,4.4
medvode,2016,22,162,20,204,12.7
medvode,2017,10,84,35,129,7.9
medvode,2018,34,92,90,216,13.1
medvode,2019,2,143,114,259,15.6
medvode,2020,-29,-93,88,-34,-2
medvode,2021,-15,66,-56,-5,-0.3
medvode,2022,-3,217,76,290,17.1
medvode,2023,-31,129,44,142,8.3
mengeš,1995,55,25,4,84,...
mengeš,1996,23,14,-2,35,...
mengeš,1997,20,-41,-1,-22,-3.4
mengeš,1998,16,-16,-10,-10,-1.5
mengeš,1999,8,20,8,36,5.5
mengeš,2000,24,17,5,46,7
mengeš,2001,17,13,17,47,7.1
mengeš,2002,33,-26,14,21,3.1
mengeš,2003,6,3,28,37,5.5
mengeš,2004,28,-11,11,28,4.1
mengeš,2005,21,-29,20,12,1.8
mengeš,2006,53,-14,9,48,7
mengeš,2007,38,77,39,154,22.2
mengeš,2008,26,105,81,212,29.4
mengeš,2009,17,106,47,170,23.2
mengeš,2010,14,-59,20,-25,-3.4
mengeš,2011,4,5,12,21,2.8
mengeš,2012,-9,66,13,70,9.5
mengeš,2013,-21,115,10,104,13.7
mengeš,2014,25,40,-19,46,6.1
mengeš,2015,-11,97,0,86,11.2
mengeš,2016,-32,50,30,48,6.2
mengeš,2017,-36,195,6,165,20.9
mengeš,2018,-7,122,83,198,24.8
mengeš,2019,-28,120,72,164,20.1
mengeš,2020,-61,114,87,140,16.7
mengeš,2021,-41,82,11,52,6.1
mengeš,2022,-19,65,61,107,12.7
mengeš,2023,-46,71,32,57,6.6
metlika,1995,10,23,22,55,...
metlika,1996,11,-9,5,7,...
metlika,1997,36,16,10,62,7.7
metlika,1998,-9,19,30,40,4.9
metlika,1999,-13,49,3,39,4.7
metlika,2000,-6,11,-6,-1,-0.1
metlika,2001,0,7,48,55,6.6
metlika,2002,-25,3,20,-2,-0.2
metlika,2003,-11,19,27,35,4.2
metlika,2004,12,1,19,32,3.8
metlika,2005,14,-11,46,49,5.8
metlika,2006,0,-17,24,7,0.8
metlika,2007,-21,-19,4,-36,-4.3
metlika,2008,-28,-74,50,-52,-6.2
metlika,2009,-32,57,34,59,7
metlika,2010,-39,1,12,-26,-3.1
metlika,2011,-31,-15,51,5,0.6
metlika,2012,-24,-9,-14,-47,-5.6
metlika,2013,-11,41,3,33,3.9
metlika,2014,-7,0,0,-7,-0.8
metlika,2015,-43,48,-24,-19,-2.3
metlika,2016,-37,26,-46,-57,-6.8
metlika,2017,-25,50,-13,12,1.4
metlika,2018,-33,32,40,39,4.7
metlika,2019,-37,42,87,92,11
metlika,2020,-64,73,5,14,1.7
metlika,2021,-16,32,-40,-24,-2.8
metlika,2022,-28,27,14,13,1.5
metlika,2023,-51,-20,43,-28,-3.3
mežica,1995,-9,-14,0,-23,...
mežica,1996,-12,-2,1,-13,...
mežica,1997,-16,-20,5,-31,-7.6
mežica,1998,-6,10,-2,2,0.5
mežica,1999,-16,-18,0,-34,-8.4
mežica,2000,-18,-3,-2,-23,-5.7
mežica,2001,-10,-20,-2,-32,-8
mežica,2002,4,-22,-18,-36,-9.1
mežica,2003,-2,-35,-5,-42,-10.6
mežica,2004,-9,-16,-8,-33,-8.4
mežica,2005,-29,-24,-1,-54,-13.8
mežica,2006,0,-10,8,-2,-0.5
mežica,2007,-14,-6,7,-13,-3.3
mežica,2008,17,-96,12,-67,-17.9
mežica,2009,1,-85,9,-75,-20.2
mežica,2010,-5,-21,8,-18,-4.9
mežica,2011,-26,-9,17,-18,-4.9
mežica,2012,-9,3,-6,-12,-3.3
mežica,2013,0,-19,7,-12,-3.3
mežica,2014,6,20,-24,2,0.6
mežica,2015,-17,-6,1,-22,-6.1
mežica,2016,4,-36,5,-27,-7.6
mežica,2017,4,-43,7,-32,-9
mežica,2018,10,-42,55,23,6.5
mežica,2019,4,-29,55,30,8.4
mežica,2020,-10,-25,39,4,1.1
mežica,2021,1,-27,-11,-37,-10.3
mežica,2022,-6,-29,29,-6,-1.7
mežica,2023,-6,-41,36,-11,-3.1
miklavž na dravskem polju,1995,-,-,-,-,...
miklavž na dravskem polju,1996,-,-,-,-,...
miklavž na dravskem polju,1997,-,-,-,-,-
miklavž na dravskem polju,1998,-,-,-,-,-
miklavž na dravskem polju,1999,-23,38,17,32,5.6
miklavž na dravskem polju,2000,-6,52,4,50,8.7
miklavž na dravskem polju,2001,-9,80,6,77,13.2
miklavž na dravskem polju,2002,17,84,3,104,17.4
miklavž na dravskem polju,2003,-6,35,9,38,6.3
miklavž na dravskem polju,2004,7,26,-2,31,5.1
miklavž na dravskem polju,2005,2,56,-3,55,9
miklavž na dravskem polju,2006,-5,38,13,46,7.5
miklavž na dravskem polju,2007,-6,9,35,38,6.1
miklavž na dravskem polju,2008,23,29,18,70,11.3
miklavž na dravskem polju,2009,4,28,7,39,6.2
miklavž na dravskem polju,2010,-11,16,-29,-24,-3.8
miklavž na dravskem polju,2011,10,98,2,110,17.5
miklavž na dravskem polju,2012,10,37,-24,23,3.6
miklavž na dravskem polju,2013,12,22,0,34,5.3
miklavž na dravskem polju,2014,27,6,-14,19,2.9
miklavž na dravskem polju,2015,-1,61,10,70,10.8
miklavž na dravskem polju,2016,13,38,-10,41,6.3
miklavž na dravskem polju,2017,15,-41,13,-13,-2
miklavž na dravskem polju,2018,-10,131,69,190,28.8
miklavž na dravskem polju,2019,-3,92,91,180,26.4
miklavž na dravskem polju,2020,-17,-60,141,64,9.2
miklavž na dravskem polju,2021,2,36,1,39,5.6
miklavž na dravskem polju,2022,4,63,37,104,14.6
miklavž na dravskem polju,2023,-17,-13,70,40,5.6
miren - kostanjevica,1995,-25,6,4,-15,...
miren - kostanjevica,1996,-2,1,7,6,...
miren - kostanjevica,1997,-17,16,1,0,0
miren - kostanjevica,1998,-13,20,-3,4,0.8
miren - kostanjevica,1999,-16,5,4,-7,-1.5
miren - kostanjevica,2000,-4,26,11,33,6.9
miren - kostanjevica,2001,-13,17,2,6,1.2
miren - kostanjevica,2002,-20,41,1,22,4.5
miren - kostanjevica,2003,-20,-15,11,-24,-4.9
miren - kostanjevica,2004,-17,2,5,-10,-2.1
