obcina,leto,Natural increase,Net migration between municipalities,Net migration from abroad,Total increase,Total increase per 1000 population
tabor,2000,-2,7,-1,4,2.7
tabor,2001,-6,9,9,12,8
tabor,2002,-3,0,17,14,9.2
tabor,2003,-6,0,10,4,2.6
tabor,2004,-5,1,-14,-18,-11.9
tabor,2005,-6,0,8,2,1.3
tabor,2006,0,8,2,10,6.7
tabor,2007,-10,16,3,9,6
tabor,2008,0,23,3,26,17.1
tabor,2009,1,2,3,6,4
tabor,2010,11,64,-2,73,47.3
tabor,2011,8,19,-2,25,15.6
tabor,2012,10,-22,1,-11,-6.8
tabor,2013,15,5,-3,17,10.4
tabor,2014,14,21,-3,32,19.7
tabor,2015,11,-18,-3,-10,-6.1
tabor,2016,11,-6,-3,2,1.2
tabor,2017,0,30,-9,21,12.7
tabor,2018,-7,-17,1,-23,-13.9
tabor,2019,7,15,1,23,13.9
tabor,2020,10,-9,1,2,1.2
tabor,2021,-1,19,4,22,13.1
tabor,2022,12,24,4,40,23.1
tabor,2023,1,18,-4,15,8.6
tišina,1995,-26,23,-1,-4,...
tišina,1996,-30,6,1,-23,...
tišina,1997,-7,-17,-4,-28,-4.4
tišina,1998,-25,38,2,15,2.4
tišina,1999,-9,3,-2,-8,-1.9
tišina,2000,-6,27,-1,20,4.7
tišina,2001,-7,3,-2,-6,-1.4
tišina,2002,-24,24,-1,-1,-0.2
tišina,2003,-11,7,-6,-10,-2.3
tišina,2004,-14,-1,1,-14,-3.3
tišina,2005,-6,31,3,28,6.5
tišina,2006,-2,0,-1,-3,-0.7
tišina,2007,-8,-13,-9,-30,-7
tišina,2008,-14,-51,1,-64,-15.3
tišina,2009,7,-22,0,-15,-3.6
tišina,2010,1,-23,-1,-23,-5.5
tišina,2011,-3,5,5,7,1.7
tišina,2012,4,-4,-16,-16,-3.9
tišina,2013,-3,-8,-6,-17,-4.1
tišina,2014,-1,-14,-8,-23,-5.6
tišina,2015,-16,-26,-2,-44,-10.8
tišina,2016,-14,-6,-8,-28,-7
tišina,2017,-3,-21,-14,-38,-9.5
tišina,2018,-7,-10,-5,-22,-5.6
tišina,2019,-7,25,0,18,4.5
tišina,2020,-27,-12,25,-14,-3.5
tišina,2021,-27,9,1,-17,-4.3
tišina,2022,-6,19,14,27,6.8
tišina,2023,-15,-4,-1,-20,-5.1
tolmin,1995,-64,-33,13,-84,...
tolmin,1996,-7,17,6,16,...
tolmin,1997,-45,2,-1,-44,-3.5
tolmin,1998,-75,-12,8,-79,-6.4
tolmin,1999,-44,-19,3,-60,-4.9
tolmin,2000,-22,-40,29,-33,-2.7
tolmin,2001,-39,-5,-27,-71,-5.7
tolmin,2002,-67,-36,14,-89,-7.3
tolmin,2003,-41,-19,34,-26,-2.1
tolmin,2004,-43,-25,23,-45,-3.7
tolmin,2005,-63,-29,32,-60,-5
tolmin,2006,-37,-71,53,-55,-4.6
tolmin,2007,-18,-47,79,14,1.2
tolmin,2008,-55,-162,110,-107,-9.1
tolmin,2009,-25,-95,57,-63,-5.4
tolmin,2010,-53,-17,-12,-82,-7
tolmin,2011,-44,-7,29,-22,-1.9
tolmin,2012,-26,-46,25,-47,-4
tolmin,2013,-57,-61,3,-115,-9.9
tolmin,2014,-51,-4,-22,-77,-6.7
tolmin,2015,-54,-53,6,-101,-8.9
tolmin,2016,-84,4,9,-71,-6.3
tolmin,2017,-55,-3,-7,-65,-5.8
tolmin,2018,-54,-75,57,-72,-6.5
tolmin,2019,-78,-43,52,-69,-6.3
tolmin,2020,-74,32,49,7,0.6
tolmin,2021,-90,7,16,-67,-6.1
tolmin,2022,-81,-30,52,-59,-5.4
tolmin,2023,-86,6,21,-59,-5.4
trbovlje,1995,-65,-29,3,-91,...
trbovlje,1996,-83,-24,10,-97,...
trbovlje,1997,-75,7,2,-66,-3.5
trbovlje,1998,-90,48,23,-19,-1
trbovlje,1999,-56,-13,27,-42,-2.3
trbovlje,2000,-93,-5,22,-76,-4.1
trbovlje,2001,-101,-21,59,-63,-3.4
trbovlje,2002,-89,-55,4,-140,-7.6
trbovlje,2003,-92,-104,19,-177,-9.7
trbovlje,2004,-73,-55,4,-124,-6.9
trbovlje,2005,-117,-60,30,-147,-8.2
trbovlje,2006,-55,-71,9,-117,-6.5
trbovlje,2007,-28,-86,63,-51,-2.9
trbovlje,2008,-43,-98,116,-25,-1.4
trbovlje,2009,-28,-176,53,-151,-8.6
trbovlje,2010,-56,-221,-15,-292,-16.8
trbovlje,2011,-58,-105,-17,-180,-10.5
trbovlje,2012,-50,-105,20,-135,-8
trbovlje,2013,-77,-114,-65,-256,-15.2
trbovlje,2014,-62,-37,-38,-137,-8.3
trbovlje,2015,-61,-116,24,-153,-9.3
trbovlje,2016,-73,0,-43,-116,-7.1
trbovlje,2017,-63,-90,-18,-171,-10.6
trbovlje,2018,-63,-22,54,-31,-1.9
trbovlje,2019,-77,41,122,86,5.4
trbovlje,2020,-136,-88,123,-101,-6.3
trbovlje,2021,-131,-18,32,-117,-7.4
trbovlje,2022,-135,104,110,79,5
trbovlje,2023,-101,28,111,38,2.4
trebnje,1995,0,46,0,46,...
trebnje,1996,4,28,3,35,...
trebnje,1997,27,30,-3,54,3
trebnje,1998,26,92,-18,100,5.5
trebnje,1999,-2,80,-8,70,3.8
trebnje,2000,28,63,10,101,5.5
trebnje,2001,0,83,28,111,6
trebnje,2002,16,56,13,85,4.6
trebnje,2003,-13,67,44,98,5.2
trebnje,2004,25,-3,44,66,3.5
trebnje,2005,22,68,61,151,8
trebnje,2006,45,71,71,187,9.8
trebnje,2007,19,67,156,242,17.4
trebnje,2008,59,16,308,383,27
trebnje,2009,56,174,178,408,27.9
trebnje,2010,43,-18,-35,-10,-0.7
trebnje,2011,40,-49,4,-5,-0.3
trebnje,2012,60,35,-17,78,6.4
trebnje,2013,34,-64,20,-10,-0.8
trebnje,2014,65,27,27,119,9.9
trebnje,2015,14,145,11,170,13.9
trebnje,2016,38,69,64,171,13.7
trebnje,2017,-4,47,92,135,10.7
trebnje,2018,32,68,143,243,18.9
trebnje,2019,9,43,180,232,17.8
trebnje,2020,-28,80,132,184,13.9
trebnje,2021,13,78,2,93,6.9
trebnje,2022,-2,-8,73,63,4.7
trebnje,2023,11,0,88,99,7.3
trnovska vas,1995,-,-,-,-,...
trnovska vas,1996,-,-,-,-,...
trnovska vas,1997,-,-,-,-,-
trnovska vas,1998,-,-,-,-,-
trnovska vas,1999,-16,17,0,1,0.8
trnovska vas,2000,-8,13,0,5,3.9
trnovska vas,2001,-9,-15,-1,-25,-19.7
trnovska vas,2002,8,10,0,18,14.2
trnovska vas,2003,-5,-4,0,-9,-7.1
trnovska vas,2004,-3,12,-1,8,6.3
trnovska vas,2005,-11,9,0,-2,-1.6
trnovska vas,2006,7,16,-4,19,14.8
trnovska vas,2007,6,7,5,18,13.8
trnovska vas,2008,-2,11,3,12,9.1
trnovska vas,2009,-2,15,0,13,9.9
trnovska vas,2010,6,14,-1,19,14.1
trnovska vas,2011,0,9,-3,6,4.5
trnovska vas,2012,5,-2,-7,-4,-2.9
trnovska vas,2013,1,0,-1,0,0
trnovska vas,2014,0,-16,-16,-32,-24.2
trnovska vas,2015,0,26,-1,25,18.8
trnovska vas,2016,4,26,0,30,22.2
trnovska vas,2017,5,-9,-1,-5,-3.6
trnovska vas,2018,1,-8,1,-6,-4.4
trnovska vas,2019,4,10,-7,7,5.2
trnovska vas,2020,-2,8,4,10,7.3
trnovska vas,2021,5,3,2,10,7.3
trnovska vas,2022,1,16,0,17,12.1
trnovska vas,2023,-4,-9,6,-7,-5
trzin,1995,-,-,-,-,...
trzin,1996,-,-,-,-,...
trzin,1997,-,-,-,-,-
trzin,1998,-,-,-,-,-
trzin,1999,12,32,1,45,15
trzin,2000,16,125,8,149,48.3
trzin,2001,31,78,2,111,33.9
trzin,2002,24,109,6,139,41.6
trzin,2003,20,60,4,84,24.1
trzin,2004,34,33,3,70,19.6
trzin,2005,34,19,4,57,15.7
trzin,2006,19,-10,-9,0,0
trzin,2007,27,-17,4,14,3.8
trzin,2008,33,-27,35,41,11.2
trzin,2009,33,42,23,98,26.3
trzin,2010,21,46,1,68,17.9
trzin,2011,8,-7,-18,-17,-4.4
trzin,2012,27,18,-5,40,10.4
trzin,2013,11,-47,13,-23,-5.9
trzin,2014,29,-19,-1,9,2.3
trzin,2015,13,22,-5,30,7.8
trzin,2016,6,-20,7,-7,-1.8
trzin,2017,9,-17,-3,-11,-2.8
trzin,2018,5,14,32,51,13.1
trzin,2019,12,-18,25,19,4.8
trzin,2020,-8,-56,57,-7,-1.8
trzin,2021,-8,-12,-12,-32,-8.2
trzin,2022,-20,46,30,56,14.3
trzin,2023,3,64,49,116,28.9
tržič,1995,22,10,11,43,...
tržič,1996,46,16,7,69,...
tržič,1997,11,26,6,43,2.9
tržič,1998,4,31,-4,31,2.1
tržič,1999,8,72,0,80,5.3
tržič,2000,4,20,-7,17,1.1
tržič,2001,21,-11,6,16,1
tržič,2002,-1,9,0,8,0.5
tržič,2003,30,-38,-11,-19,-1.2
tržič,2004,-10,-23,-13,-46,-3
tržič,2005,11,-48,11,-26,-1.7
tržič,2006,10,8,19,37,2.4
tržič,2007,26,23,-3,46,3
tržič,2008,38,-55,63,46,3
tržič,2009,34,-136,30,-72,-4.7
tržič,2010,9,-106,0,-97,-6.3
tržič,2011,16,-6,-26,-16,-1.1
tržič,2012,32,-96,-31,-95,-6.3
tržič,2013,-5,-15,-45,-65,-4.3
tržič,2014,7,-11,-39,-43,-2.9
tržič,2015,-5,-100,-20,-125,-8.4
tržič,2016,-1,48,-49,-2,-0.1
tržič,2017,-28,-62,-15,-105,-7.1
tržič,2018,36,7,71,114,7.7
tržič,2019,-27,-2,108,79,5.3
tržič,2020,-45,-14,154,95,6.3
tržič,2021,-37,-25,11,-51,-3.4
tržič,2022,-33,-64,145,48,3.2
tržič,2023,-38,-11,109,60,4
turnišče,1995,4,9,1,14,...
turnišče,1996,6,10,0,16,...
turnišče,1997,-10,-20,-1,-31,-8.5
turnišče,1998,-14,-16,-1,-31,-8.6
turnišče,1999,-13,-7,1,-19,-5.3
turnišče,2000,-18,11,-1,-8,-2.2
turnišče,2001,-8,-17,0,-25,-7
turnišče,2002,-4,2,-1,-3,-0.8
turnišče,2003,-3,-16,1,-18,-5.1
turnišče,2004,-21,-6,3,-24,-6.8
turnišče,2005,-13,-14,2,-25,-7.2
turnišče,2006,-10,20,3,13,3.7
turnišče,2007,-17,1,6,-10,-2.9
turnišče,2008,-6,-39,7,-38,-11.2
turnišče,2009,9,-29,-8,-28,-8.3
turnišče,2010,-1,9,-3,5,1.5
turnišče,2011,-3,-4,1,-6,-1.8
turnišče,2012,10,5,-48,-33,-9.9
turnišče,2013,13,-20,-9,-16,-4.8
turnišče,2014,13,-47,-1,-35,-10.6
turnišče,2015,1,-20,-4,-23,-7
turnišče,2016,1,-5,-10,-14,-4.3
turnišče,2017,-13,-18,-11,-42,-13.1
turnišče,2018,1,-12,-2,-13,-4.1
turnišče,2019,-5,-46,2,-49,-15.5
turnišče,2020,-12,33,23,44,13.8
turnišče,2021,-26,-10,-3,-39,-12.3
turnišče,2022,-6,8,11,13,4.1
turnišče,2023,0,-19,-17,-36,-11.5
velenje,1995,148,-55,28,121,...
velenje,1996,128,-114,2,16,...
velenje,1997,112,-193,0,-81,-2.4
velenje,1998,111,-199,-130,-218,-6.4
velenje,1999,92,-243,134,-17,-0.5
velenje,2000,74,-270,144,-52,-1.5
velenje,2001,126,-229,16,-87,-2.6
velenje,2002,118,-297,13,-166,-4.9
velenje,2003,87,-178,99,8,0.2
velenje,2004,116,-265,7,-142,-4.2
velenje,2005,96,-227,195,64,1.9
velenje,2006,111,-287,274,98,2.9
velenje,2007,105,-278,637,464,13.6
velenje,2008,83,-567,546,62,1.9
velenje,2009,146,-746,304,-296,-8.9
velenje,2010,108,-395,-76,-363,-11
velenje,2011,142,-120,16,38,1.2
velenje,2012,142,-185,88,45,1.4
velenje,2013,121,-194,130,57,1.7
velenje,2014,103,-254,-64,-215,-6.5
velenje,2015,54,-31,-21,2,0.1
velenje,2016,43,-77,4,-30,-0.9
velenje,2017,77,-7,-3,67,2
velenje,2018,120,-114,485,491,14.9
velenje,2019,68,-105,406,369,11
velenje,2020,-27,-305,396,64,1.9
velenje,2021,32,-348,115,-201,-6
velenje,2022,0,-552,474,-78,-2.3
velenje,2023,64,-210,445,299,8.9
velika polana,1995,-,-,-,-,...
velika polana,1996,-,-,-,-,...
velika polana,1997,-,-,-,-,-
velika polana,1998,-,-,-,-,-
velika polana,1999,-15,-6,0,-21,-13.3
velika polana,2000,-11,8,-1,-4,-2.5
velika polana,2001,-5,3,-2,-4,-2.5
velika polana,2002,-11,10,0,-1,-0.6
velika polana,2003,-12,2,-4,-14,-9
velika polana,2004,3,-4,2,1,0.6
velika polana,2005,-19,1,-2,-20,-12.9
velika polana,2006,2,-9,1,-6,-3.9
velika polana,2007,-1,-4,-3,-8,-5.2
velika polana,2008,-7,-15,-1,-23,-15.4
velika polana,2009,-13,-19,-1,-33,-22.3
velika polana,2010,-21,51,2,32,21.9
velika polana,2011,-29,28,-1,-2,-1.3
velika polana,2012,-17,10,-13,-20,-13.5
velika polana,2013,-22,24,-16,-14,-9.6
velika polana,2014,-17,3,-3,-17,-11.9
velika polana,2015,-9,21,-2,10,6.9
velika polana,2016,-11,6,-1,-6,-4.1
velika polana,2017,-29,19,6,-4,-2.8
velika polana,2018,-17,4,-9,-22,-15.4
velika polana,2019,-16,-11,3,-24,-17
velika polana,2020,-26,10,4,-12,-8.6
velika polana,2021,-12,24,-6,6,4.3
velika polana,2022,-15,17,4,6,4.3
velika polana,2023,-19,23,-4,0,0
velike lašče,1995,8,30,-7,31,...
velike lašče,1996,-15,16,1,2,...
velike lašče,1997,-10,78,1,69,20
velike lašče,1998,-6,72,-1,65,18.5
velike lašče,1999,-1,58,-2,55,15.3
velike lašče,2000,2,37,-8,31,8.5
velike lašče,2001,3,56,3,62,16.9
velike lašče,2002,-2,66,2,66,17.5
velike lašče,2003,4,63,20,87,22.8
velike lašče,2004,4,42,-4,42,10.7
velike lašče,2005,12,52,17,81,20.4
velike lašče,2006,5,47,21,73,18
velike lašče,2007,15,19,3,37,9.1
velike lašče,2008,24,-7,36,53,13.1
velike lašče,2009,4,3,5,12,2.9
velike lašče,2010,13,-12,0,1,0.2
velike lašče,2011,26,20,-1,45,10.7
velike lašče,2012,20,26,-7,39,9.2
velike lašče,2013,14,-48,1,-33,-7.8
velike lašče,2014,1,-14,-4,-17,-4.1
velike lašče,2015,32,38,6,76,18
velike lašče,2016,26,14,0,40,9.3
velike lašče,2017,19,-14,-4,1,0.2
velike lašče,2018,17,20,11,48,11.1
velike lašče,2019,2,34,24,60,13.7
velike lašče,2020,17,53,35,105,23.6
velike lašče,2021,6,55,3,64,14.2
velike lašče,2022,-1,-74,9,-66,-14.5
velike lašče,2023,4,15,-2,17,3.8
veržej,1995,-,-,-,-,...
veržej,1996,-,-,-,-,...
veržej,1997,-,-,-,-,-
veržej,1998,-,-,-,-,-
veržej,1999,5,21,-3,23,16.4
veržej,2000,2,-20,-3,-21,-14.7
veržej,2001,-7,-14,-1,-22,-15.9
veržej,2002,-4,-7,0,-11,-7.9
veržej,2003,1,-11,-3,-13,-9.6
veržej,2004,-9,12,-2,1,0.7
veržej,2005,-5,5,-3,-3,-2.2
veržej,2006,-9,2,0,-7,-5.2
veržej,2007,-13,5,-4,-12,-9
veržej,2008,-8,18,0,10,7.6
veržej,2009,-6,3,4,1,0.8
veržej,2010,2,-28,-3,-29,-22.3
veržej,2011,-1,-6,4,-3,-2.3
veržej,2012,-2,17,0,15,11.7
veržej,2013,4,-2,-5,-3,-2.3
veržej,2014,5,-2,-3,0,0
veržej,2015,4,6,-7,3,2.3
veržej,2016,3,15,-2,16,12.4
veržej,2017,-3,-19,0,-22,-17
veržej,2018,-10,5,0,-5,-3.9
veržej,2019,2,33,1,36,27.9
veržej,2020,2,17,8,27,20.1
veržej,2021,-4,24,0,20,14.9
veržej,2022,-6,-6,8,-4,-2.9
veržej,2023,-1,-6,-3,-10,-7.4
videm,1995,-32,10,3,-19,...
videm,1996,-27,39,3,15,...
videm,1997,-33,11,1,-21,-2.8
videm,1998,-17,29,1,13,1.7
videm,1999,-31,23,0,-8,-1.4
videm,2000,-23,20,2,-1,-0.2
videm,2001,-7,22,-5,10,1.8
videm,2002,0,2,-3,-1,-0.2
videm,2003,-27,38,-5,6,1.1
videm,2004,-26,6,6,-14,-2.5
videm,2005,-12,14,10,12,2.2
videm,2006,-17,-11,8,-20,-3.6
videm,2007,-5,49,14,58,10.4
videm,2008,5,50,28,83,15.1
videm,2009,12,32,-13,31,5.5
videm,2010,6,8,1,15,2.7
videm,2011,3,9,5,17,3
videm,2012,3,-14,-19,-30,-5.3
videm,2013,-9,-12,-23,-44,-7.9
videm,2014,6,-68,-23,-85,-15.5
videm,2015,15,-5,-9,1,0.2
videm,2016,-6,42,4,40,7.2
videm,2017,7,-11,17,13,2.4
videm,2018,-8,27,13,32,5.7
videm,2019,-7,8,57,58,10.4
videm,2020,-8,0,67,59,10.4
videm,2021,8,-68,-26,-86,-15.3
videm,2022,-22,45,3,26,4.6
videm,2023,4,-22,6,-12,-2.1
vipava,1995,-6,-4,2,-8,...
vipava,1996,-6,21,1,16,...
vipava,1997,13,14,2,29,5.6
vipava,1998,1,-9,6,-2,-0.4
vipava,1999,14,10,9,33,6.3
vipava,2000,-2,-30,-5,-37,-7.1
vipava,2001,18,4,-1,21,4
vipava,2002,-3,6,7,10,1.9
vipava,2003,-12,-4,18,2,0.4
vipava,2004,13,20,1,34,6.5
vipava,2005,-4,23,4,23,4.3
vipava,2006,-2,22,13,33,6.2
vipava,2007,22,26,22,70,13
vipava,2008,19,63,24,106,19.7
vipava,2009,8,-96,48,-40,-7.5
vipava,2010,39,56,-12,83,15.5
vipava,2011,12,172,18,202,36.6
vipava,2012,-12,-29,-9,-50,-9
vipava,2013,16,17,3,36,6.5
vipava,2014,-28,45,-4,13,2.3
vipava,2015,-5,25,-21,-1,-0.2
vipava,2016,1,-19,30,12,2.1
vipava,2017,-32,-5,2,-35,-6.2
vipava,2018,-13,7,26,20,3.6
vipava,2019,-11,81,34,104,18.5
vipava,2020,-2,42,15,55,9.5
vipava,2021,-17,39,37,59,10.2
vipava,2022,-1,14,33,46,7.9
vipava,2023,-9,-7,45,29,4.9
vitanje,1995,-2,1,0,-1,...
vitanje,1996,-2,-19,0,-21,...
vitanje,1997,3,-10,0,-7,-2.9
vitanje,1998,12,-10,0,2,0.8
vitanje,1999,0,-21,0,-21,-8.6
vitanje,2000,-4,-28,-1,-33,-13.8
vitanje,2001,-10,-11,1,-20,-8.5
vitanje,2002,-6,3,-6,-9,-3.8
vitanje,2003,13,-15,0,-2,-0.9
vitanje,2004,2,-6,3,-1,-0.4
vitanje,2005,-3,-11,1,-13,-5.6
vitanje,2006,2,1,6,9,3.8
vitanje,2007,-2,-18,22,2,0.8
vitanje,2008,12,-34,20,-2,-0.9
vitanje,2009,2,-5,4,1,0.4
vitanje,2010,9,-9,3,3,1.3
vitanje,2011,20,-20,6,6,2.6
vitanje,2012,-1,-26,-1,-28,-12.3
vitanje,2013,8,-42,2,-32,-14.1
vitanje,2014,11,-7,15,19,8.5
vitanje,2015,5,-2,13,16,7.1
vitanje,2016,8,-20,17,5,2.2
vitanje,2017,-4,-26,13,-17,-7.5
vitanje,2018,-3,-26,42,13,5.7
vitanje,2019,6,-29,34,11,4.9
vitanje,2020,-6,-16,17,-5,-2.2
vitanje,2021,12,-13,6,5,2.2
vitanje,2022,-5,-25,5,-25,-11.1
vitanje,2023,3,-22,14,-5,-2.2
vodice,1995,21,31,3,55,...
vodice,1996,4,-1,0,3,...
vodice,1997,22,26,0,48,13
vodice,1998,8,44,4,56,15
vodice,1999,5,28,-3,30,7.9
vodice,2000,6,40,-4,42,11
vodice,2001,9,14,3,26,6.7
vodice,2002,17,49,11,77,19.6
vodice,2003,12,22,4,38,9.6
vodice,2004,8,38,-4,42,10.5
vodice,2005,25,73,-1,97,23.8
vodice,2006,14,78,-2,90,21.6
vodice,2007,19,65,5,89,20.9
vodice,2008,25,79,17,121,27.6
vodice,2009,39,58,30,127,28.3
vodice,2010,19,53,-8,64,14
vodice,2011,41,60,-1,100,21.4
vodice,2012,29,35,2,66,13.9
vodice,2013,19,16,8,43,9
vodice,2014,8,-48,-1,-41,-8.6
vodice,2015,19,-12,20,27,5.6
vodice,2016,13,11,4,28,5.8
vodice,2017,17,11,-1,27,5.6
vodice,2018,21,46,31,98,20
vodice,2019,4,9,15,28,5.6
vodice,2020,18,-28,1,-9,-1.8
vodice,2021,-1,-1,4,2,0.4
vodice,2022,16,122,20,158,31.4
vodice,2023,18,60,0,78,15
vojnik,1995,17,-20,-1,-4,...
vojnik,1996,17,14,-6,25,...
vojnik,1997,-3,43,-6,34,3.5
vojnik,1998,-1,29,2,30,3.1
vojnik,1999,-18,24,3,9,1.2
vojnik,2000,26,58,11,95,12.2
vojnik,2001,-18,48,3,33,4.2
vojnik,2002,2,78,4,84,10.6
vojnik,2003,-34,34,23,23,2.9
vojnik,2004,-5,43,-1,37,4.6
vojnik,2005,13,54,-2,65,8
vojnik,2006,-9,36,16,43,5.3
vojnik,2007,3,120,21,144,17.5
vojnik,2008,-11,31,17,37,4.4
vojnik,2009,-27,79,22,74,8.8
vojnik,2010,-16,69,-9,44,5.2
vojnik,2011,-42,44,1,3,0.4
vojnik,2012,-9,81,-1,71,8.3
vojnik,2013,-28,52,4,28,3.3
vojnik,2014,11,89,32,132,15.3
vojnik,2015,-23,49,-9,17,2
vojnik,2016,-31,72,-1,40,4.6
vojnik,2017,-41,44,3,6,0.7
vojnik,2018,-36,71,31,66,7.5
vojnik,2019,-23,88,37,102,11.5
vojnik,2020,-57,80,80,103,11.5
vojnik,2021,-85,116,16,47,5.2
vojnik,2022,-56,70,71,85,9.4
vojnik,2023,-43,77,34,68,7.4
vransko,1995,-,-,-,-,...
vransko,1996,-,-,-,-,...
vransko,1997,-,-,-,-,-
vransko,1998,-,-,-,-,-
vransko,1999,13,24,-1,36,14.5
vransko,2000,11,-11,5,5,2
vransko,2001,-2,19,18,35,13.7
vransko,2002,-7,25,41,59,22.6
vransko,2003,-2,-3,31,26,9.9
vransko,2004,2,4,-47,-41,-15.8
vransko,2005,-5,0,-6,-11,-4.3
vransko,2006,1,8,9,18,7.1
vransko,2007,-15,-1,19,3,1.2
vransko,2008,0,15,-2,13,5.1
vransko,2009,2,36,22,60,23
vransko,2010,11,-36,-6,-31,-12
vransko,2011,-4,23,4,23,8.8
vransko,2012,-7,50,-10,33,12.4
vransko,2013,-13,-37,-5,-55,-21
vransko,2014,-4,12,-2,6,2.3
vransko,2015,-16,20,-6,-2,-0.8
vransko,2016,-6,13,-2,5,1.9
vransko,2017,-7,9,-4,-2,-0.8
vransko,2018,-15,16,13,14,5.4
vransko,2019,1,5,2,8,3.1
vransko,2020,-14,26,9,21,7.9
vransko,2021,-3,31,-2,26,9.7
vransko,2022,-17,22,6,11,4.1
vransko,2023,-16,51,8,43,15.9
vrhnika,1995,41,136,5,182,...
vrhnika,1996,65,125,-13,177,...
vrhnika,1997,56,107,-4,159,9.7
vrhnika,1998,26,119,-9,136,8.2
vrhnika,1999,63,128,13,204,12.1
vrhnika,2000,53,160,23,236,13.9
vrhnika,2001,54,224,18,296,17
vrhnika,2002,49,80,-9,120,6.8
vrhnika,2003,48,64,40,152,8.6
vrhnika,2004,63,100,-5,158,8.8
vrhnika,2005,99,65,21,185,10.2
vrhnika,2006,86,82,-13,155,8.5
vrhnika,2007,108,45,112,265,17.5
vrhnika,2008,74,309,214,597,38.3
vrhnika,2009,71,180,125,376,23.5
vrhnika,2010,54,130,-13,171,10.6
vrhnika,2011,68,67,-11,124,7.6
vrhnika,2012,68,34,21,123,7.5
vrhnika,2013,65,-56,14,23,1.4
vrhnika,2014,71,64,16,151,9.1
vrhnika,2015,52,89,-6,135,8.1
vrhnika,2016,22,-5,42,59,3.5
vrhnika,2017,35,11,18,64,3.8
vrhnika,2018,13,162,119,294,17.2
vrhnika,2019,19,71,168,258,14.8
vrhnika,2020,-30,3,115,88,5
vrhnika,2021,-15,39,22,46,2.6
vrhnika,2022,7,60,163,230,12.9
vrhnika,2023,-19,172,79,232,12.8
vuzenica,1995,-5,18,0,13,...
vuzenica,1996,-2,-15,-1,-18,...
vuzenica,1997,3,-31,1,-27,-9.4
vuzenica,1998,6,7,0,13,4.6
vuzenica,1999,7,-20,4,-9,-3.1
vuzenica,2000,-1,-1,-1,-3,-1
vuzenica,2001,8,-9,1,0,0
vuzenica,2002,-2,1,-1,-2,-0.7
vuzenica,2003,-3,-10,0,-13,-4.6
vuzenica,2004,0,-4,2,-2,-0.7
vuzenica,2005,-14,-18,-4,-36,-12.7
vuzenica,2006,-17,6,-2,-13,-4.6
vuzenica,2007,-4,-21,14,-11,-3.9
vuzenica,2008,0,-2,18,16,5.8
vuzenica,2009,7,-3,-10,-6,-2.2
vuzenica,2010,-4,-30,-1,-35,-12.8
vuzenica,2011,7,-17,-2,-12,-4.4
vuzenica,2012,12,1,6,19,7
vuzenica,2013,15,-21,-12,-18,-6.6
vuzenica,2014,15,-7,-7,1,0.4
vuzenica,2015,5,-27,1,-21,-7.7
vuzenica,2016,8,-20,-5,-17,-6.4
vuzenica,2017,22,-4,-3,15,5.6
vuzenica,2018,1,-22,-5,-26,-9.7
vuzenica,2019,6,-16,0,-10,-3.8
vuzenica,2020,4,-12,7,-1,-0.4
vuzenica,2021,0,6,-3,3,1.1
vuzenica,2022,8,-5,11,14,5.3
vuzenica,2023,-11,-17,2,-26,-9.8
zagorje ob savi,1995,9,19,23,51,...
zagorje ob savi,1996,-20,48,4,32,...
zagorje ob savi,1997,13,52,-1,64,3.7
zagorje ob savi,1998,13,-11,2,4,0.2
zagorje ob savi,1999,-3,11,-7,1,0.1
zagorje ob savi,2000,-35,22,-9,-22,-1.3
zagorje ob savi,2001,-12,-14,22,-4,-0.2
zagorje ob savi,2002,-9,-20,19,-10,-0.6
zagorje ob savi,2003,-13,-20,13,-20,-1.2
zagorje ob savi,2004,-35,-29,-44,-108,-6.3
zagorje ob savi,2005,-35,6,11,-18,-1.1
zagorje ob savi,2006,-19,32,13,26,1.5
zagorje ob savi,2007,31,2,-4,29,1.7
zagorje ob savi,2008,38,-22,77,93,5.4
zagorje ob savi,2009,42,-104,27,-35,-2
zagorje ob savi,2010,20,-56,-2,-38,-2.2
zagorje ob savi,2011,19,-52,-5,-38,-2.2
zagorje ob savi,2012,0,-108,-6,-114,-6.7
zagorje ob savi,2013,15,-138,-4,-127,-7.5
zagorje ob savi,2014,3,-47,-9,-53,-3.2
zagorje ob savi,2015,-14,-20,-32,-66,-4
zagorje ob savi,2016,18,-69,-24,-75,-4.5
zagorje ob savi,2017,5,-25,-54,-74,-4.5
zagorje ob savi,2018,-7,-78,17,-68,-4.1
zagorje ob savi,2019,-35,-58,97,4,0.2
zagorje ob savi,2020,-42,-127,119,-50,-3
zagorje ob savi,2021,-43,-84,39,-88,-5.4
zagorje ob savi,2022,-50,51,104,105,6.4
zagorje ob savi,2023,-15,16,53,54,3.3
zavrč,1995,-8,-1,13,4,...
zavrč,1996,5,-6,3,2,...
zavrč,1997,-4,0,2,-2,-1.4
zavrč,1998,-6,10,0,4,2.8
zavrč,1999,-9,-5,2,-12,-8.3
zavrč,2000,5,3,4,12,8.3
zavrč,2001,2,0,5,7,4.8
zavrč,2002,-9,6,7,4,2.7
zavrč,2003,-6,-5,-5,-16,-10.9
zavrč,2004,-5,21,8,24,16.4
zavrč,2005,8,12,0,20,13.4
