obcina,leto,Basic or less,Education - TOTAL,Tertiary,Upper secondary
solčava,2020,108,428,86,234
solčava,2021,109,447,101,237
solčava,2022,111,444,99,234
solčava,2023,110,429,88,231
solčava,2024,110,435,90,235
središče ob dravi,2011,622,1865,181,1062
središče ob dravi,2012,604,1874,204,1066
središče ob dravi,2013,581,1850,210,1059
središče ob dravi,2014,559,1804,228,1017
središče ob dravi,2015,540,1784,231,1013
središče ob dravi,2016,518,1773,242,1013
središče ob dravi,2017,488,1747,249,1010
središče ob dravi,2018,454,1710,263,993
središče ob dravi,2019,444,1693,256,993
središče ob dravi,2020,427,1640,266,947
središče ob dravi,2021,434,1667,270,963
središče ob dravi,2022,413,1650,275,962
središče ob dravi,2023,395,1651,284,972
središče ob dravi,2024,387,1619,278,954
srednja bistrica,2011,151,395,35,209
srednja bistrica,2012,145,394,41,208
srednja bistrica,2013,131,384,45,208
srednja bistrica,2014,129,388,47,212
srednja bistrica,2015,131,390,48,211
srednja bistrica,2016,126,386,51,209
srednja bistrica,2017,123,380,49,208
srednja bistrica,2018,120,373,48,205
srednja bistrica,2019,114,383,51,218
srednja bistrica,2020,112,388,50,226
srednja bistrica,2021,112,393,54,227
srednja bistrica,2022,109,389,59,221
srednja bistrica,2023,106,386,57,223
srednja bistrica,2024,101,379,64,214
starše,2011,968,3551,464,2119
starše,2012,950,3539,512,2077
starše,2013,921,3520,524,2075
starše,2014,900,3511,572,2039
starše,2015,867,3480,596,2017
starše,2016,841,3488,615,2032
starše,2017,799,3440,632,2009
starše,2018,764,3422,665,1993
starše,2019,744,3428,685,1999
starše,2020,728,3500,704,2068
starše,2021,726,3540,728,2086
starše,2022,695,3537,760,2082
starše,2023,706,3585,781,2098
starše,2024,695,3608,797,2116
straža,2011,1053,3233,544,1636
straža,2012,1018,3247,608,1621
straža,2013,1001,3276,610,1665
straža,2014,975,3244,641,1628
straža,2015,946,3224,662,1616
straža,2016,925,3241,678,1638
straža,2017,917,3243,711,1615
straža,2018,908,3277,738,1631
straža,2019,860,3288,754,1674
straža,2020,844,3314,757,1713
straža,2021,803,3266,760,1703
straža,2022,780,3263,771,1712
straža,2023,758,3272,791,1723
straža,2024,761,3313,824,1728
sveta ana,2011,962,1995,132,901
sveta ana,2012,916,1992,148,928
sveta ana,2013,877,1984,158,949
sveta ana,2014,871,1976,182,923
sveta ana,2015,839,1963,197,927
sveta ana,2016,810,1957,205,942
sveta ana,2017,777,1946,209,960
sveta ana,2018,737,1920,220,963
sveta ana,2019,704,1923,238,981
sveta ana,2020,685,1932,246,1001
sveta ana,2021,687,1973,265,1021
sveta ana,2022,656,1967,272,1039
sveta ana,2023,630,1958,280,1048
sveta ana,2024,622,1995,297,1076
sveta trojica v slov. goricah,2011,649,1826,165,1012
sveta trojica v slov. goricah,2012,633,1840,194,1013
sveta trojica v slov. goricah,2013,618,1839,203,1018
sveta trojica v slov. goricah,2014,602,1834,219,1013
sveta trojica v slov. goricah,2015,564,1798,230,1004
sveta trojica v slov. goricah,2016,536,1789,241,1012
sveta trojica v slov. goricah,2017,510,1801,270,1021
sveta trojica v slov. goricah,2018,498,1799,278,1023
sveta trojica v slov. goricah,2019,477,1808,299,1032
sveta trojica v slov. goricah,2020,466,1834,302,1066
sveta trojica v slov. goricah,2021,470,1925,329,1126
sveta trojica v slov. goricah,2022,435,1901,348,1118
sveta trojica v slov. goricah,2023,412,1872,361,1099
sveta trojica v slov. goricah,2024,406,1898,384,1108
sveti andraž v slov. goricah,2011,458,1026,84,484
sveti andraž v slov. goricah,2012,445,1011,89,477
sveti andraž v slov. goricah,2013,414,979,86,479
sveti andraž v slov. goricah,2014,413,995,90,492
sveti andraž v slov. goricah,2015,404,996,96,496
sveti andraž v slov. goricah,2016,378,987,108,501
sveti andraž v slov. goricah,2017,362,974,119,493
sveti andraž v slov. goricah,2018,339,977,128,510
sveti andraž v slov. goricah,2019,327,990,139,524
sveti andraž v slov. goricah,2020,316,996,139,541
sveti andraž v slov. goricah,2021,312,1015,144,559
sveti andraž v slov. goricah,2022,304,1005,145,556
sveti andraž v slov. goricah,2023,307,998,144,547
sveti andraž v slov. goricah,2024,300,1003,153,550
sveti jurij ob ščavnici,2011,1034,2448,195,1219
sveti jurij ob ščavnici,2012,1010,2456,231,1215
sveti jurij ob ščavnici,2013,981,2452,248,1223
sveti jurij ob ščavnici,2014,957,2442,262,1223
sveti jurij ob ščavnici,2015,924,2452,284,1244
sveti jurij ob ščavnici,2016,875,2413,298,1240
sveti jurij ob ščavnici,2017,843,2382,314,1225
sveti jurij ob ščavnici,2018,807,2374,331,1236
sveti jurij ob ščavnici,2019,768,2341,347,1226
sveti jurij ob ščavnici,2020,764,2333,350,1219
sveti jurij ob ščavnici,2021,755,2381,373,1253
sveti jurij ob ščavnici,2022,729,2397,395,1273
sveti jurij ob ščavnici,2023,711,2383,404,1268
sveti jurij ob ščavnici,2024,714,2380,395,1271
sveti jurij v slov. goricah,2011,811,1760,129,820
sveti jurij v slov. goricah,2012,787,1780,148,845
sveti jurij v slov. goricah,2013,776,1791,163,852
sveti jurij v slov. goricah,2014,751,1774,169,854
sveti jurij v slov. goricah,2015,728,1783,193,862
sveti jurij v slov. goricah,2016,707,1771,205,859
sveti jurij v slov. goricah,2017,697,1786,227,862
sveti jurij v slov. goricah,2018,670,1756,235,851
sveti jurij v slov. goricah,2019,651,1776,250,875
sveti jurij v slov. goricah,2020,640,1788,264,884
sveti jurij v slov. goricah,2021,607,1809,281,921
sveti jurij v slov. goricah,2022,578,1813,308,927
sveti jurij v slov. goricah,2023,551,1822,308,963
sveti jurij v slov. goricah,2024,548,1861,331,982
sveti tomaž,2011,795,1773,142,836
sveti tomaž,2012,772,1799,164,863
sveti tomaž,2013,753,1801,168,880
sveti tomaž,2014,725,1777,189,863
sveti tomaž,2015,697,1758,193,868
sveti tomaž,2016,676,1758,203,879
sveti tomaž,2017,640,1718,216,862
sveti tomaž,2018,625,1729,223,881
sveti tomaž,2019,592,1728,235,901
sveti tomaž,2020,583,1713,240,890
sveti tomaž,2021,570,1739,249,920
sveti tomaž,2022,542,1743,263,938
sveti tomaž,2023,535,1714,252,927
sveti tomaž,2024,516,1724,267,941
tabor,2011,500,1369,174,695
tabor,2012,482,1378,209,687
tabor,2013,456,1364,227,681
tabor,2014,436,1362,255,671
tabor,2015,417,1376,271,688
tabor,2016,393,1361,281,687
tabor,2017,376,1356,297,683
tabor,2018,375,1379,325,679
tabor,2019,354,1355,322,679
tabor,2020,346,1374,346,682
tabor,2021,329,1367,337,701
tabor,2022,315,1383,355,713
tabor,2023,309,1408,370,729
tabor,2024,314,1423,395,714
tišina,2011,1496,3557,351,1710
tišina,2012,1438,3563,395,1730
tišina,2013,1396,3544,406,1742
tišina,2014,1363,3516,436,1717
tišina,2015,1329,3514,458,1727
tišina,2016,1285,3473,477,1711
tišina,2017,1251,3456,498,1707
tišina,2018,1205,3431,496,1730
tišina,2019,1191,3424,494,1739
tišina,2020,1168,3445,519,1758
tišina,2021,1118,3436,555,1763
tišina,2022,1096,3442,568,1778
tišina,2023,1065,3462,575,1822
tišina,2024,1034,3435,591,1810
tolmin,2011,3599,10112,1593,4920
tolmin,2012,3486,10103,1704,4913
tolmin,2013,3391,10033,1717,4925
tolmin,2014,3281,9918,1799,4838
tolmin,2015,3214,9856,1848,4794
tolmin,2016,3092,9753,1890,4771
tolmin,2017,2986,9679,1984,4709
tolmin,2018,2865,9605,2026,4714
tolmin,2019,2764,9559,2043,4752
tolmin,2020,2671,9489,2064,4754
tolmin,2021,2586,9483,2112,4785
tolmin,2022,2499,9406,2168,4739
tolmin,2023,2478,9396,2205,4713
tolmin,2024,2451,9371,2249,4671
trbovlje,2011,4654,15198,2247,8297
trbovlje,2012,4444,15005,2349,8212
trbovlje,2013,4349,14883,2396,8138
trbovlje,2014,4184,14629,2454,7991
trbovlje,2015,4060,14448,2515,7873
trbovlje,2016,3907,14301,2573,7821
trbovlje,2017,3729,14179,2676,7774
trbovlje,2018,3597,14010,2713,7700
trbovlje,2019,3477,13941,2771,7693
trbovlje,2020,3482,13999,2797,7720
trbovlje,2021,3387,13885,2838,7660
trbovlje,2022,3339,13784,2880,7565
trbovlje,2023,3335,13884,2925,7624
trbovlje,2024,3373,13937,2948,7616
trebnje,2011,4009,12355,1860,6486
trebnje,2012,3210,10074,1676,5188
trebnje,2013,3104,10110,1760,5246
trebnje,2014,3032,10073,1864,5177
trebnje,2015,2952,10131,1972,5207
trebnje,2016,2924,10263,2096,5243
trebnje,2017,2840,10381,2245,5296
trebnje,2018,2772,10479,2315,5392
trebnje,2019,2733,10662,2412,5517
trebnje,2020,2684,10840,2456,5700
trebnje,2021,2627,10989,2564,5798
trebnje,2022,2565,11013,2637,5811
trebnje,2023,2510,11054,2674,5870
trebnje,2024,2511,11150,2757,5882
trnje,2011,212,492,41,239
trnje,2012,204,491,49,238
trnje,2013,192,468,46,230
trnje,2014,185,477,57,235
trnje,2015,175,466,57,234
trnje,2016,159,462,56,247
trnje,2017,156,462,65,241
trnje,2018,150,461,65,246
trnje,2019,144,459,65,250
trnje,2020,146,467,65,256
trnje,2021,143,460,67,250
trnje,2022,138,465,75,252
trnje,2023,132,477,81,264
trnje,2024,123,465,82,260
trnovska vas,2011,481,1145,85,579
trnovska vas,2012,467,1151,99,585
trnovska vas,2013,444,1128,100,584
trnovska vas,2014,431,1126,110,585
trnovska vas,2015,387,1095,118,590
trnovska vas,2016,364,1101,131,606
trnovska vas,2017,353,1120,140,627
trnovska vas,2018,339,1118,149,630
trnovska vas,2019,330,1110,155,625
trnovska vas,2020,322,1116,161,633
trnovska vas,2021,314,1119,163,642
trnovska vas,2022,315,1131,169,647
trnovska vas,2023,321,1160,184,655
trnovska vas,2024,315,1157,181,661
trzin,2011,489,3164,1039,1636
trzin,2012,471,3155,1084,1600
trzin,2013,467,3182,1120,1595
trzin,2014,481,3162,1136,1545
trzin,2015,488,3160,1153,1519
trzin,2016,496,3201,1186,1519
trzin,2017,483,3203,1237,1483
trzin,2018,474,3199,1255,1470
trzin,2019,469,3252,1274,1509
trzin,2020,469,3278,1285,1524
trzin,2021,471,3278,1272,1535
trzin,2022,464,3247,1268,1515
trzin,2023,494,3326,1305,1527
trzin,2024,519,3436,1350,1567
tržič,2011,4242,13114,1898,6974
tržič,2012,4114,13121,2056,6951
tržič,2013,3992,13017,2104,6921
tržič,2014,3901,12960,2235,6824
tržič,2015,3755,12903,2341,6807
tržič,2016,3577,12782,2378,6827
tržič,2017,3478,12770,2484,6808
tržič,2018,3376,12662,2488,6798
tržič,2019,3306,12742,2551,6885
tržič,2020,3302,12772,2606,6864
tržič,2021,3311,12879,2666,6902
tržič,2022,3226,12834,2705,6903
tržič,2023,3257,12892,2750,6885
tržič,2024,3315,12995,2801,6879
turnišče,2011,1213,2916,279,1424
turnišče,2012,1178,2930,311,1441
turnišče,2013,1130,2898,320,1448
turnišče,2014,1082,2862,325,1455
turnišče,2015,1037,2829,334,1458
turnišče,2016,997,2805,351,1457
turnišče,2017,973,2787,374,1440
turnišče,2018,934,2747,389,1424
turnišče,2019,911,2747,404,1432
turnišče,2020,885,2716,407,1424
turnišče,2021,883,2753,435,1435
turnišče,2022,852,2732,437,1443
turnišče,2023,831,2754,453,1470
turnišče,2024,800,2720,464,1456
velenje,2011,7899,28287,4342,16046
velenje,2012,7557,28266,4700,16009
velenje,2013,7412,28225,4813,16000
velenje,2014,7325,28214,5095,15794
velenje,2015,7135,27910,5273,15502
velenje,2016,6931,27805,5431,15443
velenje,2017,6819,27765,5634,15312
velenje,2018,6733,27862,5729,15400
velenje,2019,6692,28214,5834,15688
velenje,2020,6780,28526,5968,15778
velenje,2021,6737,28515,5973,15805
velenje,2022,6854,28441,6037,15550
velenje,2023,6828,28329,6175,15326
velenje,2024,7006,28654,6265,15383
velika polana,2011,608,1293,125,560
velika polana,2012,586,1293,139,568
velika polana,2013,557,1273,142,574
velika polana,2014,524,1265,159,582
velika polana,2015,510,1250,162,578
velika polana,2016,491,1249,167,591
velika polana,2017,485,1248,177,586
velika polana,2018,462,1249,185,602
velika polana,2019,447,1243,187,609
velika polana,2020,438,1230,181,611
velika polana,2021,416,1218,189,613
velika polana,2022,403,1219,195,621
velika polana,2023,413,1233,199,621
velika polana,2024,393,1233,203,637
velike lašče,2011,1013,3497,576,1908
velike lašče,2012,970,3513,620,1923
velike lašče,2013,940,3542,660,1942
velike lašče,2014,904,3498,717,1877
velike lašče,2015,876,3482,744,1862
velike lašče,2016,855,3537,786,1896
velike lašče,2017,832,3550,842,1876
velike lašče,2018,799,3538,868,1871
velike lašče,2019,782,3587,894,1911
velike lašče,2020,768,3651,922,1961
velike lašče,2021,771,3742,968,2003
velike lašče,2022,743,3791,989,2059
velike lašče,2023,716,3743,993,2034
velike lašče,2024,702,3778,1021,2055
veržej,2011,318,1098,164,616
veržej,2012,328,1112,167,617
veržej,2013,311,1114,177,626
veržej,2014,307,1118,189,622
veržej,2015,293,1113,192,628
veržej,2016,282,1116,199,635
veržej,2017,275,1126,211,640
veržej,2018,260,1102,225,617
veržej,2019,261,1097,223,613
veržej,2020,278,1135,229,628
veržej,2021,281,1161,240,640
veržej,2022,288,1187,259,640
veržej,2023,263,1176,257,656
veržej,2024,248,1161,260,653
videm,2011,1832,4907,439,2636
videm,2012,1728,4910,501,2681
videm,2013,1674,4882,507,2701
videm,2014,1579,4824,548,2697
videm,2015,1514,4755,572,2669
videm,2016,1444,4739,600,2695
videm,2017,1397,4778,635,2746
videm,2018,1368,4793,661,2764
videm,2019,1288,4815,685,2842
videm,2020,1253,4847,719,2875
videm,2021,1237,4886,756,2893
videm,2022,1182,4783,772,2829
videm,2023,1146,4803,812,2845
videm,2024,1139,4800,841,2820
vipava,2011,1455,4472,790,2227
vipava,2012,1492,4657,883,2282
vipava,2013,1399,4624,939,2286
vipava,2014,1430,4645,982,2233
vipava,2015,1406,4675,1036,2233
vipava,2016,1371,4678,1099,2208
vipava,2017,1352,4697,1137,2208
vipava,2018,1269,4649,1191,2189
vipava,2019,1194,4640,1211,2235
vipava,2020,1220,4736,1244,2272
vipava,2021,1161,4755,1259,2335
vipava,2022,1135,4796,1331,2330
vipava,2023,1144,4835,1362,2329
vipava,2024,1127,4887,1393,2367
vitanje,2011,837,1922,177,908
vitanje,2012,821,1921,203,897
vitanje,2013,814,1898,201,883
vitanje,2014,798,1880,217,865
vitanje,2015,795,1889,236,858
vitanje,2016,775,1899,249,875
vitanje,2017,753,1891,255,883
vitanje,2018,722,1878,261,895
vitanje,2019,710,1893,276,907
vitanje,2020,714,1915,283,918
vitanje,2021,696,1907,298,913
vitanje,2022,671,1905,311,923
vitanje,2023,636,1887,304,947
vitanje,2024,620,1883,324,939
vodice,2011,984,3758,737,2037
vodice,2012,953,3823,823,2047
vodice,2013,949,3873,855,2069
vodice,2014,936,3912,921,2055
vodice,2015,893,3889,959,2037
vodice,2016,848,3911,1017,2046
vodice,2017,814,3933,1075,2044
vodice,2018,797,3969,1099,2073
vodice,2019,772,4063,1179,2112
vodice,2020,776,4095,1224,2095
vodice,2021,788,4082,1244,2050
vodice,2022,774,4115,1269,2072
vodice,2023,764,4224,1346,2114
vodice,2024,767,4304,1392,2145
vojnik,2011,2243,7131,952,3936
vojnik,2012,2140,7124,1047,3937
vojnik,2013,2104,7194,1101,3989
vojnik,2014,2062,7210,1211,3937
vojnik,2015,2021,7306,1290,3995
vojnik,2016,1999,7331,1368,3964
vojnik,2017,1889,7349,1485,3975
vojnik,2018,1846,7360,1528,3986
vojnik,2019,1782,7420,1553,4085
vojnik,2020,1752,7497,1587,4158
vojnik,2021,1706,7604,1659,4239
vojnik,2022,1683,7678,1742,4253
vojnik,2023,1682,7730,1805,4243
vojnik,2024,1693,7830,1879,4258
vransko,2011,837,2170,280,1053
vransko,2012,816,2184,308,1060
vransko,2013,814,2217,320,1083
vransko,2014,774,2182,334,1074
vransko,2015,762,2195,357,1076
vransko,2016,735,2204,377,1092
vransko,2017,712,2201,402,1087
vransko,2018,674,2185,426,1085
vransko,2019,625,2193,457,1111
vransko,2020,606,2188,464,1118
vransko,2021,614,2220,486,1120
vransko,2022,606,2238,522,1110
vransko,2023,587,2246,536,1123
vransko,2024,567,2274,568,1139
vrhnika,2011,3759,13705,2625,7321
vrhnika,2012,3620,13802,2845,7337
vrhnika,2013,3563,13868,2931,7374
vrhnika,2014,3459,13850,3087,7304
vrhnika,2015,3445,13954,3207,7302
vrhnika,2016,3332,13984,3340,7312
vrhnika,2017,3262,14024,3483,7279
vrhnika,2018,3172,14094,3612,7310
vrhnika,2019,3098,14310,3733,7479
vrhnika,2020,3083,14510,3839,7588
vrhnika,2021,3054,14620,3883,7683
vrhnika,2022,3044,14704,3961,7699
vrhnika,2023,3078,14948,4057,7813
vrhnika,2024,3097,15157,4181,7879
vuzenica,2011,703,2351,302,1346
vuzenica,2012,664,2330,327,1339
vuzenica,2013,660,2353,341,1352
vuzenica,2014,639,2321,364,1318
vuzenica,2015,615,2332,387,1330
vuzenica,2016,594,2297,386,1317
vuzenica,2017,580,2277,412,1285
vuzenica,2018,555,2277,415,1307
vuzenica,2019,526,2263,410,1327
vuzenica,2020,502,2249,417,1330
vuzenica,2021,483,2236,414,1339
vuzenica,2022,476,2241,432,1333
vuzenica,2023,465,2252,447,1340
vuzenica,2024,444,2232,453,1335
zagorje ob savi,2011,4637,14577,1983,7957
zagorje ob savi,2012,4451,14532,2157,7924
zagorje ob savi,2013,4300,14425,2213,7912
zagorje ob savi,2014,4251,14324,2356,7717
zagorje ob savi,2015,4117,14257,2452,7688
zagorje ob savi,2016,3969,14174,2541,7664
zagorje ob savi,2017,3831,14108,2678,7599
zagorje ob savi,2018,3653,14023,2747,7623
zagorje ob savi,2019,3501,13943,2789,7653
zagorje ob savi,2020,3438,13932,2852,7642
zagorje ob savi,2021,3357,13886,2886,7643
zagorje ob savi,2022,3268,13782,2955,7559
zagorje ob savi,2023,3284,13940,3077,7579
zagorje ob savi,2024,3286,14036,3140,7610
zavrč,2011,549,1381,74,758
zavrč,2012,537,1434,80,817
zavrč,2013,525,1516,86,905
zavrč,2014,503,1564,85,976
zavrč,2015,468,1518,90,960
zavrč,2016,438,1518,94,986
zavrč,2017,418,1619,104,1097
zavrč,2018,388,1577,111,1078
zavrč,2019,367,1337,114,856
zavrč,2020,367,1304,113,824
zavrč,2021,364,1348,126,858
zavrč,2022,357,1346,129,860
zavrč,2023,354,1322,132,836
zavrč,2024,329,1326,145,852
zreče,2011,1826,5410,674,2910
zreče,2012,1789,5397,742,2866
zreče,2013,1732,5378,753,2893
zreče,2014,1673,5349,806,2870
zreče,2015,1656,5371,847,2868
zreče,2016,1614,5414,893,2907
zreče,2017,1574,5439,951,2914
zreče,2018,1543,5448,956,2949
zreče,2019,1509,5497,979,3009
zreče,2020,1480,5573,1032,3061
zreče,2021,1451,5604,1062,3091
zreče,2022,1386,5598,1095,3117
zreče,2023,1363,5662,1128,3171
zreče,2024,1360,5668,1143,3165
črenšovci,2011,1400,3510,389,1721
črenšovci,2012,1362,3518,425,1731
črenšovci,2013,1291,3427,414,1722
črenšovci,2014,1256,3399,433,1710
črenšovci,2015,1237,3400,451,1712
črenšovci,2016,1192,3397,474,1731
črenšovci,2017,1149,3354,494,1711
črenšovci,2018,1121,3323,487,1715
črenšovci,2019,1096,3349,507,1746
črenšovci,2020,1083,3372,514,1775
črenšovci,2021,1062,3391,531,1798
črenšovci,2022,1031,3400,560,1809
črenšovci,2023,1004,3373,564,1805
črenšovci,2024,980,3372,584,1808
črna na koroškem,2011,1177,3126,302,1647
črna na koroškem,2012,1136,3124,321,1667
črna na koroškem,2013,1098,3062,313,1651
črna na koroškem,2014,1041,2999,333,1625
črna na koroškem,2015,1010,2962,337,1615
črna na koroškem,2016,996,2951,359,1596
črna na koroškem,2017,994,2935,375,1566
črna na koroškem,2018,986,2939,388,1565
črna na koroškem,2019,944,2917,387,1586
črna na koroškem,2020,922,2901,395,1584
črna na koroškem,2021,884,2860,393,1583
črna na koroškem,2022,839,2805,399,1567
črna na koroškem,2023,827,2808,406,1575
črna na koroškem,2024,743,2689,408,1538
črnomelj,2011,4541,12686,1673,6472
črnomelj,2012,4358,12672,1811,6503
črnomelj,2013,4212,12571,1848,6511
črnomelj,2014,4087,12483,1942,6454
črnomelj,2015,3961,12487,2019,6507
črnomelj,2016,3811,12306,2067,6428
črnomelj,2017,3749,12294,2169,6376
črnomelj,2018,3670,12237,2201,6366
črnomelj,2019,3527,12221,2224,6470
črnomelj,2020,3452,12137,2251,6434
črnomelj,2021,3373,12149,2299,6477
črnomelj,2022,3315,12111,2313,6483
črnomelj,2023,3274,12114,2351,6489
črnomelj,2024,3254,12107,2355,6498
šalovci,2011,850,1407,67,490
šalovci,2012,809,1378,74,495
šalovci,2013,784,1369,81,504
šalovci,2014,747,1343,91,505
šalovci,2015,711,1317,94,512
šalovci,2016,687,1298,102,509
šalovci,2017,666,1294,108,520
šalovci,2018,641,1285,120,524
šalovci,2019,606,1263,127,530
šalovci,2020,591,1253,133,529
šalovci,2021,569,1259,146,544
šalovci,2022,555,1253,151,547
šalovci,2023,542,1244,158,544
šalovci,2024,513,1215,152,550
šempeter - vrtojba,2011,1402,5533,1214,2917
šempeter - vrtojba,2012,1370,5521,1282,2869
šempeter - vrtojba,2013,1352,5527,1288,2887
šempeter - vrtojba,2014,1345,5466,1332,2789
šempeter - vrtojba,2015,1322,5445,1370,2753
šempeter - vrtojba,2016,1263,5434,1395,2776
šempeter - vrtojba,2017,1216,5396,1429,2751
šempeter - vrtojba,2018,1154,5339,1441,2744
šempeter - vrtojba,2019,1132,5359,1471,2756
šempeter - vrtojba,2020,1143,5398,1501,2754
šempeter - vrtojba,2021,1140,5404,1514,2750
šempeter - vrtojba,2022,1098,5290,1512,2680
šempeter - vrtojba,2023,1119,5294,1533,2642
šempeter - vrtojba,2024,1151,5376,1550,2675
šentilj,2011,2687,7261,704,3870
šentilj,2012,2598,7313,785,3930
šentilj,2013,2528,7331,829,3974
šentilj,2014,2446,7304,876,3982
šentilj,2015,2374,7260,915,3971
šentilj,2016,2300,7169,922,3947
šentilj,2017,2264,7217,1000,3953
šentilj,2018,2228,7377,1032,4117
šentilj,2019,2146,7268,1048,4074
šentilj,2020,2078,7182,1091,4013
šentilj,2021,2017,7178,1085,4076
šentilj,2022,1953,7161,1113,4095
šentilj,2023,1906,7220,1145,4169
šentilj,2024,1900,7292,1176,4216
šentjernej,2011,2170,5697,694,2833
šentjernej,2012,2107,5772,786,2879
šentjernej,2013,2025,5771,810,2936
šentjernej,2014,1954,5790,896,2940
šentjernej,2015,1902,5798,934,2962
šentjernej,2016,1849,5790,1000,2941
šentjernej,2017,1827,5861,1072,2962
šentjernej,2018,1768,5807,1097,2942
šentjernej,2019,1695,5836,1149,2992
šentjernej,2020,1658,5883,1172,3053
šentjernej,2021,1619,5873,1205,3049
šentjernej,2022,1589,5887,1234,3064
šentjernej,2023,1586,5986,1287,3113
šentjernej,2024,1585,6040,1333,3122
šentjur,2011,5425,16020,2340,8255
šentjur,2012,5211,16037,2546,8280
šentjur,2013,5039,16012,2666,8307
šentjur,2014,4869,15985,2871,8245
šentjur,2015,4745,16024,2973,8306
šentjur,2016,4583,16003,3098,8322
šentjur,2017,4480,16032,3292,8260
šentjur,2018,4333,15993,3373,8287
šentjur,2019,4211,16113,3460,8442
šentjur,2020,4139,16232,3540,8553
šentjur,2021,4072,16307,3613,8622
šentjur,2022,3958,16313,3765,8590
šentjur,2023,3881,16440,3891,8668
šentjur,2024,3866,16583,4010,8707
šentrupert,2011,950,2416,266,1200
šentrupert,2012,931,2428,289,1208
šentrupert,2013,908,2455,294,1253
šentrupert,2014,917,2499,319,1263
šentrupert,2015,874,2512,351,1287
šentrupert,2016,863,2528,354,1311
šentrupert,2017,824,2459,373,1262
šentrupert,2018,815,2505,402,1288
šentrupert,2019,767,2548,432,1349
šentrupert,2020,753,2571,444,1374
šentrupert,2021,702,2477,443,1332
šentrupert,2022,699,2535,447,1389
šentrupert,2023,695,2545,465,1385
šentrupert,2024,694,2582,487,1401
šenčur,2011,1949,6951,1306,3696
šenčur,2012,1870,6961,1422,3669
šenčur,2013,1841,6970,1448,3681
šenčur,2014,1786,6976,1512,3678
šenčur,2015,1749,7051,1582,3720
šenčur,2016,1709,7080,1668,3703
šenčur,2017,1623,7053,1730,3700
šenčur,2018,1597,7091,1775,3719
šenčur,2019,1538,7142,1834,3770
šenčur,2020,1642,7305,1873,3790
šenčur,2021,1655,7338,1945,3738
šenčur,2022,1598,7387,2036,3753
šenčur,2023,1589,7428,2105,3734
šenčur,2024,1516,7346,2138,3692
škocjan,2011,1112,2610,237,1261
škocjan,2012,1063,2582,258,1261
škocjan,2013,1028,2592,273,1291
škocjan,2014,1003,2580,293,1284
škocjan,2015,979,2592,309,1304
škocjan,2016,962,2614,331,1321
škocjan,2017,947,2626,365,1314
škocjan,2018,912,2620,392,1316
škocjan,2019,888,2651,405,1358
škocjan,2020,883,2706,422,1401
škocjan,2021,876,2772,449,1447
škocjan,2022,857,2769,468,1444
škocjan,2023,841,2780,480,1459
škocjan,2024,841,2828,507,1480
škofja loka,2011,4980,19019,3774,10265
škofja loka,2012,4842,19085,4056,10187
škofja loka,2013,4788,19094,4151,10155
škofja loka,2014,4726,19097,4405,9966
škofja loka,2015,4614,19089,4518,9957
škofja loka,2016,4516,19091,4671,9904
škofja loka,2017,4361,19098,4886,9851
škofja loka,2018,4280,19074,4985,9809
škofja loka,2019,4159,19179,5081,9939
škofja loka,2020,4128,19361,5211,10022
škofja loka,2021,4061,19451,5324,10066
škofja loka,2022,3991,19603,5471,10141
škofja loka,2023,4033,19810,5596,10181
škofja loka,2024,4046,19965,5681,10238
škofljica,2011,1682,7518,1686,4150
škofljica,2012,1636,7700,1894,4170
škofljica,2013,1626,7932,2051,4255
škofljica,2014,1638,8107,2220,4249
škofljica,2015,1611,8290,2362,4317
škofljica,2016,1641,8594,2520,4433
škofljica,2017,1613,8833,2671,4549
škofljica,2018,1615,9000,2770,4615
škofljica,2019,1602,9090,2878,4610
škofljica,2020,1630,9412,3013,4769
škofljica,2021,1624,9480,3066,4790
škofljica,2022,1624,9515,3111,4780
škofljica,2023,1670,9743,3196,4877
škofljica,2024,1696,9885,3268,4921
šmarje pri jelšah,2011,3232,8513,1013,4268
šmarje pri jelšah,2012,3126,8571,1141,4304
šmarje pri jelšah,2013,2999,8539,1186,4354
šmarje pri jelšah,2014,2922,8485,1267,4296
šmarje pri jelšah,2015,2818,8456,1309,4329
šmarje pri jelšah,2016,2738,8521,1371,4412
šmarje pri jelšah,2017,2695,8527,1442,4390
šmarje pri jelšah,2018,2638,8535,1476,4421
šmarje pri jelšah,2019,2523,8556,1534,4499
šmarje pri jelšah,2020,2460,8571,1600,4511
šmarje pri jelšah,2021,2412,8687,1674,4601
šmarje pri jelšah,2022,2327,8664,1739,4598
šmarje pri jelšah,2023,2347,8814,1811,4656
šmarje pri jelšah,2024,2307,8900,1862,4731
šmarješke toplice,2011,862,2681,391,1428
šmarješke toplice,2012,841,2657,430,1386
šmarješke toplice,2013,826,2710,449,1435
šmarješke toplice,2014,783,2719,488,1448
šmarješke toplice,2015,786,2742,523,1433
šmarješke toplice,2016,763,2744,540,1441
šmarješke toplice,2017,746,2756,564,1446
šmarješke toplice,2018,728,2786,600,1458
šmarješke toplice,2019,699,2837,621,1517
šmarješke toplice,2020,680,2890,650,1560
šmarješke toplice,2021,673,2936,660,1603
šmarješke toplice,2022,673,2944,677,1594
šmarješke toplice,2023,668,2975,704,1603
šmarješke toplice,2024,691,3036,720,1625
šmartno ob paki,2011,796,2691,390,1505
