obcina,leto,Gross income - TOTAL,Income from work,"Parental, family and social benefits",Pensions,"Property, capital and other income"
razkrižje,2015,8498.35,6263.48,z,1415.78,z
razkrižje,2016,8973.6,6726.04,z,1504.88,z
razkrižje,2017,14220.69,6819.87,z,1610.59,z
razkrižje,2018,9782.7,7283.47,z,1709.78,z
razkrižje,2019,10753.46,8026.63,z,1816.01,z
razkrižje,2020,11264.41,8128.16,z,2072.76,z
razkrižje,2021,11923.81,8716.59,z,2181.93,z
razkrižje,2022,12658.8,9460.95,z,2290.38,z
razkrižje,2023,13984.26,10576.03,724.31,2408.54,275.38
rače - fram,2014,10344.49,7682.95,597.54,1826.59,237.41
rače - fram,2015,10692.11,8028.02,577.58,1855.85,230.66
rače - fram,2016,11147.59,8267.4,571.91,1914.41,393.87
rače - fram,2017,11427.7,8637.77,598.38,1925.7,265.85
rače - fram,2018,12081.05,9189.16,633.71,1972.99,285.19
rače - fram,2019,12811.39,9759.55,669.94,2038.2,343.71
rače - fram,2020,13664.84,10496.69,692.19,2224.19,251.76
rače - fram,2021,14696.48,11441.43,727.5,2321.79,205.75
rače - fram,2022,15870.2,12311.12,770.28,2458.92,329.89
rače - fram,2023,17572.16,13907.68,748.74,2566.29,349.44
renče - vogrsko,2014,10750.86,7405.61,509.35,2379.55,456.34
renče - vogrsko,2015,10739.54,7483.51,450.15,2398.55,407.33
renče - vogrsko,2016,11018.62,7844.33,466.16,2437.47,270.66
renče - vogrsko,2017,11450.05,8107.68,468.88,2521.49,352
renče - vogrsko,2018,12368.32,8754.4,z,2622.94,z
renče - vogrsko,2019,12786.17,9265.27,515.85,2732.37,272.68
renče - vogrsko,2020,13058.45,9346.97,567.32,2921.45,222.7
renče - vogrsko,2021,13909.89,10032.92,568.85,3085.4,222.73
renče - vogrsko,2022,15201.69,10926.87,583.48,3341.07,350.27
renče - vogrsko,2023,17000.88,12337.69,595.09,3534.23,533.87
rečica ob savinji,2014,10506.27,7374.92,z,1885.94,z
rečica ob savinji,2015,10314.25,7359.64,z,1901.11,z
rečica ob savinji,2016,10840.97,7837.9,z,1940.09,z
rečica ob savinji,2017,11403.17,8324.03,z,1983.27,z
rečica ob savinji,2018,12033.46,8609.83,z,1964.7,z
rečica ob savinji,2019,15939.87,9008.18,z,z,z
rečica ob savinji,2020,12540.31,9487.02,714.14,2206.36,132.79
rečica ob savinji,2021,13654.54,10465.37,764.5,2329.12,95.56
rečica ob savinji,2022,15060.58,11455.64,z,2521.01,z
rečica ob savinji,2023,17435.32,12492.2,z,2673.23,z
ribnica,2014,10977.01,7903.06,z,1869.45,z
ribnica,2015,11109.69,8070.65,z,1870.16,z
ribnica,2016,11608.24,8494.05,605.03,1890.7,618.46
ribnica,2017,11996.23,8933.89,z,1931.46,z
ribnica,2018,12608.63,9353.83,z,1983.29,z
ribnica,2019,13714.78,9935.36,z,2082.84,z
ribnica,2020,13563.17,9999.81,z,2265.97,z
ribnica,2021,14670.94,10964.4,z,2400.22,z
ribnica,2022,16434.29,11678.03,z,2585.48,z
ribnica,2023,17113.62,12965.95,838.39,2741.19,568.09
ribnica na pohorju,2014,8657.6,6289.71,z,1659.1,z
ribnica na pohorju,2015,9065.14,6819.66,z,1643.63,z
ribnica na pohorju,2016,9417.74,7003.67,612.96,1673.12,128
ribnica na pohorju,2017,9507.35,7059.81,597,1769.92,80.62
ribnica na pohorju,2018,10133.39,7587.49,z,1823.99,z
ribnica na pohorju,2019,10559.81,7868.19,z,1939.13,z
ribnica na pohorju,2020,11322.78,8257.85,z,2167.46,z
ribnica na pohorju,2021,12369.89,9274.99,z,2218.48,z
ribnica na pohorju,2022,13491.34,10057.17,z,2479.97,z
ribnica na pohorju,2023,14910.23,11266.62,814.51,2663.66,165.43
rogatec,2014,8522.01,6302.08,578.3,1543.35,98.29
rogatec,2015,8781.32,6552.02,585.5,1562.23,81.57
rogatec,2016,9246.97,6922.51,596.93,1601.13,126.4
rogatec,2017,9616.2,7308.4,604.95,1638.91,63.94
rogatec,2018,10240.67,7843.73,629.18,1706.69,61.08
rogatec,2019,11031.88,8326.08,z,1763.31,z
rogatec,2020,11164.27,8352.72,892.56,1861.91,57.08
rogatec,2021,12120.6,9223.83,809.79,2021.4,65.58
rogatec,2022,13160.71,10069.38,778.75,2233.5,79.08
rogatec,2023,14618.45,11188.02,807.38,2377.72,245.34
rogaška slatina,2014,9315.2,6713.37,572,1811.3,218.54
rogaška slatina,2015,9559.57,6899.47,578.74,1843.94,237.42
rogaška slatina,2016,9976.48,7282.58,569.9,1910.4,213.61
rogaška slatina,2017,10432.73,7665.71,594.54,1945.74,226.74
rogaška slatina,2018,11167.32,8266.49,z,2038.11,z
rogaška slatina,2019,11770.88,8705.61,z,2110.57,z
rogaška slatina,2020,12026.89,8768.62,z,2267.38,z
rogaška slatina,2021,12978.32,9664.63,744.14,2379.01,190.54
rogaška slatina,2022,14058.99,10404.88,764.65,2549.14,340.33
rogaška slatina,2023,15363.63,11579.17,775.54,2724.85,284.07
rogašovci,2014,7611.56,5721.86,634.68,1135.78,119.24
rogašovci,2015,7668.37,5647.68,717.97,1178.48,124.24
rogašovci,2016,8204.49,6006.58,725.25,1353.37,119.28
rogašovci,2017,6897.39,4679.27,761.63,1405.26,51.23
rogašovci,2018,7451.67,5121.8,827.33,1449.53,53.02
rogašovci,2019,7880.26,5338.93,z,1549.33,z
rogašovci,2020,9399.15,6379.95,z,1957.51,z
rogašovci,2021,9299.32,6161.73,1003.3,2085.25,49.05
rogašovci,2022,10430.43,7052.26,1038.2,2207.22,132.74
rogašovci,2023,11513.19,7839.14,1101.96,2429.61,142.48
ruše,2014,10209.86,7106.69,560.02,2224.13,319.03
ruše,2015,10485.61,7435.68,545.33,2223.3,281.29
ruše,2016,10807.95,7639.36,558.35,2275.96,334.28
ruše,2017,11041.06,7889.42,577.01,2334.57,240.06
ruše,2018,11723.27,8432.43,588.88,2395.18,306.78
ruše,2019,12360.43,8931.26,652.04,2495.68,281.45
ruše,2020,13075.76,9421.36,729.8,2634.23,290.37
ruše,2021,14082.73,10334.52,713.24,2754.74,280.22
ruše,2022,15139.16,11009,752.06,2995.48,382.62
ruše,2023,16746.52,12450.69,734.56,3109.05,452.23
selnica ob dravi,2014,9928.39,7075.82,z,1968.31,z
selnica ob dravi,2015,10094.69,7240,z,1982.64,z
selnica ob dravi,2016,10677.65,7386.4,z,2073.92,z
selnica ob dravi,2017,10463.21,7640.89,504.65,2114.87,202.8
selnica ob dravi,2018,11163.78,8134.97,z,2184.66,z
selnica ob dravi,2019,11920.82,8704.86,z,2274.02,z
selnica ob dravi,2020,12758.04,9411.61,676.03,2441.61,228.79
selnica ob dravi,2021,14546.12,10314.46,z,2563.24,z
selnica ob dravi,2022,14918.47,11095.51,674.54,2763,385.43
selnica ob dravi,2023,16182.14,12242.23,675.01,2951.48,313.42
semič,2014,9476.67,6798.46,608.94,1885.96,183.31
semič,2015,9562.32,6852.59,624.75,1926.6,158.38
semič,2016,9895.65,7155.37,603.44,1971.79,165.04
semič,2017,10355,7541.04,617.47,2060.87,135.63
semič,2018,10972.12,7957.57,679.4,2130.9,204.26
semič,2019,11822.25,8378.89,z,2225.21,z
semič,2020,12279,8868.22,z,2448.88,z
semič,2021,13729.27,9917.65,z,2610.62,z
semič,2022,14814.37,10506.57,z,2850.69,z
semič,2023,16008.53,11540,z,3024.32,z
sevnica,2014,10076.59,7187.35,625.85,2069.37,194.02
sevnica,2015,10375.92,7401.24,643.22,2087.69,243.77
sevnica,2016,10889,7907.71,632.59,2123.79,224.91
sevnica,2017,11316.15,8321.97,643.4,2170.47,180.32
sevnica,2018,12105.76,8903.45,673.78,2243.23,285.31
sevnica,2019,12826.23,9512.82,724.77,2331.3,257.35
sevnica,2020,13223.34,9708.09,807.09,2535.02,173.13
sevnica,2021,14268.87,10539.76,820.1,2708.23,200.78
sevnica,2022,15456.8,11293.28,846.96,2966.28,350.28
sevnica,2023,17004.75,12648.04,845.52,3152.35,358.84
sežana,2014,10827.28,7343.3,508.39,2357.48,618.11
sežana,2015,10877.51,7367.14,494.65,2368.54,647.18
sežana,2016,11200.29,7774.84,507.2,2377.31,540.94
sežana,2017,11991.13,8090.54,535.9,2386.32,978.37
sežana,2018,12093.48,8667.79,531.03,2477.72,416.93
sežana,2019,12751.53,9110,572.34,2577.01,492.18
sežana,2020,12721.73,9026.94,642.21,2707.28,345.3
sežana,2021,13676.87,9703.84,660.02,2873.03,439.97
sežana,2022,14898.38,10592.68,700.17,3129.62,475.92
sežana,2023,16628.64,11943.81,711.15,3313.01,660.67
slovenia,2014,10795.26,7718.36,588.69,2083.43,404.78
slovenia,2015,10964.02,7889.31,588.88,2093.21,392.62
slovenia,2016,11357.06,8242.48,595.59,2129.05,389.93
slovenia,2017,11785.17,8614.54,601.83,2167.68,401.11
slovenia,2018,12461.89,9157.33,626.81,2231.27,446.48
slovenia,2019,13298.38,9728.02,668.51,2302.78,599.08
slovenia,2020,13614.74,9996.25,727,2459.76,431.73
slovenia,2021,14663.73,10890.67,731.81,2595.6,445.64
slovenia,2022,15989.54,11763.5,771.25,2809.94,644.86
slovenia,2023,17603.4,13154.35,814.47,2968.95,665.63
slovenj gradec,2014,10717.6,7784.32,580.61,2021.88,330.79
slovenj gradec,2015,11035.88,8092.61,591.96,2068.61,282.69
slovenj gradec,2016,11380.95,8400.45,602.9,2102.39,275.21
slovenj gradec,2017,11733.71,8749.7,600.65,2150.37,232.98
slovenj gradec,2018,12358.85,9211.45,627.94,2229.02,290.43
slovenj gradec,2019,12945,9606.38,654.94,2341.08,342.6
slovenj gradec,2020,13424.17,9948.95,717.24,2530.34,227.64
slovenj gradec,2021,14741.1,11068.41,724.94,2671.88,275.87
slovenj gradec,2022,15974.74,11729.35,806.24,2879.81,559.34
slovenj gradec,2023,17510.03,12955.84,846.25,3062.34,645.6
slovenska bistrica,2014,10203.01,7513.66,684.3,1752.53,252.51
slovenska bistrica,2015,10402.85,7771.46,619.05,1773.26,239.07
slovenska bistrica,2016,10852.17,8035.84,621.76,1835.47,359.1
slovenska bistrica,2017,11258.38,8462.71,635.34,1866.59,293.73
slovenska bistrica,2018,11946.12,9023.36,644.3,1931.24,347.21
slovenska bistrica,2019,12744.31,9533.51,700.14,1994.08,516.58
slovenska bistrica,2020,13225.48,9965.93,756.88,2159.05,343.62
slovenska bistrica,2021,14462.85,10991.17,767.18,2281.31,423.19
slovenska bistrica,2022,15945.23,12032.6,813.13,2475.78,623.72
slovenska bistrica,2023,17349.62,13196.68,824.98,2644.28,683.68
slovenske konjice,2014,10127.49,7556.32,600.32,1677.62,293.23
slovenske konjice,2015,10376.31,7768.81,609.68,1693.05,304.77
slovenske konjice,2016,10794.85,8115.09,619.57,1734.67,325.51
slovenske konjice,2017,11143.5,8493.56,654.14,1758.21,237.59
slovenske konjice,2018,12202.56,9099.27,z,1823.63,z
slovenske konjice,2019,12451.05,9586.41,726.36,1899.56,238.73
slovenske konjice,2020,12742.81,9651.98,796.07,2069.88,224.88
slovenske konjice,2021,13906.9,10645.16,784.55,2196.24,280.96
slovenske konjice,2022,15252.7,11783.33,792.58,2372.56,304.22
slovenske konjice,2023,16982.04,13159.2,817.95,2495.09,509.8
sodražica,2014,9883.15,7168.08,512.91,1920.94,281.22
sodražica,2015,10227.19,7329.46,z,1889.02,z
sodražica,2016,10509.81,7863.05,563.64,1883.07,200.05
sodražica,2017,10811.64,8055.71,z,1915.48,z
sodražica,2018,11753.62,8607.53,z,1972.84,z
sodražica,2019,12117.27,9203.69,z,2035.22,z
sodražica,2020,12385.52,9309.4,709.59,2223.61,142.92
sodražica,2021,13462.61,10134.08,710.15,2381.75,236.63
sodražica,2022,14488.4,10830.84,z,2531.71,z
sodražica,2023,16034.15,12168.09,723.88,2640.07,502.12
solčava,2014,8625.05,6200.91,z,1828.56,z
solčava,2015,8303.86,5619.4,z,1885.64,z
solčava,2016,8364.4,5644.14,z,1904.87,z
solčava,2017,8446.74,5702.68,z,1917.13,z
solčava,2018,8698.02,5840.91,z,2097.33,z
solčava,2019,9356.21,6547.06,z,2105.97,z
solčava,2020,10388.47,7329.04,623.68,2409.35,26.41
solčava,2021,11037.21,7667.42,z,2607.95,z
solčava,2022,11810.84,8312.38,z,2567.54,z
solčava,2023,13379.77,8943.83,z,2822.45,z
središče ob dravi,2014,9470.45,6858,z,1748.43,z
središče ob dravi,2015,9252.53,6777.67,534.86,1740.09,199.9
središče ob dravi,2016,9813.34,7270.26,526.99,1778.79,237.29
središče ob dravi,2017,10259.89,7559.49,z,1853.3,z
središče ob dravi,2018,10815.68,8066.18,649.43,1943.53,156.55
središče ob dravi,2019,11636.24,8343.9,679.77,z,z
središče ob dravi,2020,11891.13,8525.14,735.07,z,z
središče ob dravi,2021,12600.24,8950.1,852.73,2630.23,167.18
središče ob dravi,2022,14177.16,9534.73,859.16,z,z
središče ob dravi,2023,14970.27,10740.91,850.63,3067.92,310.8
starše,2014,10024.03,7552.68,519.57,1769.5,182.28
starše,2015,10188.03,7669.63,542.65,1776.9,198.85
starše,2016,10681.32,8023.93,573.47,1834.08,249.83
starše,2017,11096.5,8414.95,z,1881.3,z
starše,2018,11587.88,8775.08,609.82,1990.68,212.3
starše,2019,12232.23,9346.51,667.76,1999.68,218.29
starše,2020,12836.24,9750.58,716.59,2229.64,139.43
starše,2021,13907.49,10651.85,709.61,2385.61,160.42
starše,2022,15209.13,11534.34,z,2601.48,z
starše,2023,16376.29,12509.01,761.06,2788.07,318.16
straža,2014,11280.71,8325.22,491.42,2098.19,365.88
straža,2015,11593.46,8732.27,493.56,2101.39,266.24
straža,2016,11853.52,8850.68,519.57,2138.46,344.82
straža,2017,12526.71,9519.57,517.53,2168.24,321.37
straža,2018,13149.27,9946.77,556.54,2223.59,422.37
straža,2019,13897.97,10617.17,566.66,2288.6,425.54
straža,2020,14503.92,11087.93,568.03,2459.55,388.41
straža,2021,15246.74,11663.75,608.3,2629.39,345.3
straža,2022,16558.98,12580.54,663.63,2863.71,451.11
straža,2023,18641.85,14285.05,646.86,3067.36,642.57
sveta ana,2014,8350.2,6473.85,652.49,1109.47,114.39
sveta ana,2015,8617.5,6686.03,698.16,1143.91,89.4
sveta ana,2016,8710.56,6704.38,668.34,1241.22,96.61
sveta ana,2017,8573.24,6484.38,z,1280.93,z
sveta ana,2018,8824.98,6718.65,656.36,1354.24,95.72
sveta ana,2019,9425.53,7036.36,z,1448.58,z
sveta ana,2020,11071.48,8633.26,777.58,1598.94,61.7
sveta ana,2021,12267.25,9604.92,z,1749.93,z
sveta ana,2022,13373.75,10485.89,820.26,z,z
sveta ana,2023,14209.32,11087.2,z,2055.81,z
sveta trojica v slov. goricah,2014,9318.49,7159.81,511.76,1489.06,157.87
sveta trojica v slov. goricah,2015,9687.19,7442.34,563.82,1527.48,153.55
sveta trojica v slov. goricah,2016,10165.67,7665.61,514.62,1624.69,360.76
sveta trojica v slov. goricah,2017,10198.3,7714.67,537.16,1669,277.47
sveta trojica v slov. goricah,2018,10418.5,8056.33,483.22,z,z
sveta trojica v slov. goricah,2019,10998.22,8471.17,z,1777.51,z
sveta trojica v slov. goricah,2020,12787.27,10277.65,534.14,1885.14,90.33
sveta trojica v slov. goricah,2021,13581.34,10969.55,581.65,1946.66,83.47
sveta trojica v slov. goricah,2022,14904.27,11803.5,z,2138.45,z
sveta trojica v slov. goricah,2023,15945.1,12883.07,657.94,2246.21,157.88
sveti andraž v slov. goricah,2014,8214.91,6426.03,z,951.64,z
sveti andraž v slov. goricah,2015,8488.43,6832.71,z,941.39,z
sveti andraž v slov. goricah,2016,9254.03,7361.75,z,952.15,z
sveti andraž v slov. goricah,2017,9570.08,7812.85,z,994.73,z
sveti andraž v slov. goricah,2018,10552.16,8605.09,726.31,1045.95,174.82
sveti andraž v slov. goricah,2019,11455.19,9438.5,z,1072.54,z
sveti andraž v slov. goricah,2020,11565,9266.83,798.82,z,z
sveti andraž v slov. goricah,2021,12630.98,10341.61,z,1286.02,z
sveti andraž v slov. goricah,2022,13506.27,11152.03,873.18,z,z
sveti andraž v slov. goricah,2023,14931.17,12116.82,975.6,1646.41,192.35
sveti jurij ob ščavnici,2014,8366.84,6244.62,706.25,1299.35,116.61
sveti jurij ob ščavnici,2015,8458.45,6303.54,746.18,1328.95,79.78
sveti jurij ob ščavnici,2016,8980.4,6654.9,747.7,1415.44,162.35
sveti jurij ob ščavnici,2017,8951.39,6679.51,747.52,1454.53,69.83
sveti jurij ob ščavnici,2018,9533.05,7170.21,737.53,1547.54,77.78
sveti jurij ob ščavnici,2019,10054.33,7541.5,816.04,1620.08,76.7
sveti jurij ob ščavnici,2020,10786.88,8069.95,869.62,1787.02,60.29
sveti jurij ob ščavnici,2021,11757.86,8888.05,941.75,1865.51,62.54
sveti jurij ob ščavnici,2022,12981.21,9796.63,1028.91,2041.96,113.71
sveti jurij ob ščavnici,2023,14164.55,10738.54,1022.49,2194.62,208.91
sveti jurij v slov. goricah,2014,8600.46,6743.02,535.18,1194.95,127.31
sveti jurij v slov. goricah,2015,8942.66,6991.9,640.77,1221.08,88.91
sveti jurij v slov. goricah,2016,9282.82,7148.81,617.02,1334.69,182.31
sveti jurij v slov. goricah,2017,9289.64,7095.82,z,1400.8,z
sveti jurij v slov. goricah,2018,9603.67,7360.47,z,1460.34,z
sveti jurij v slov. goricah,2019,10227.66,7784.04,z,1541.95,z
sveti jurij v slov. goricah,2020,11367.74,8828.6,764.73,1718.95,55.46
sveti jurij v slov. goricah,2021,12489.04,9893.85,727.32,1794,73.87
sveti jurij v slov. goricah,2022,13606.74,10673.44,789.56,z,z
sveti jurij v slov. goricah,2023,14887.71,11760.15,892.66,2093.96,140.94
sveti tomaž,2014,8355.89,6367.32,613.07,1272.17,103.32
sveti tomaž,2015,8577.73,6551.09,641.97,1306.46,78.22
sveti tomaž,2016,9116.27,7005.69,617.5,1367.98,125.1
sveti tomaž,2017,9544.92,7342.06,z,1435.18,z
sveti tomaž,2018,10416.5,8138.82,691.9,1515.37,70.41
sveti tomaž,2019,11192.97,8726.7,778.79,1629.56,57.93
sveti tomaž,2020,11616.35,8803.67,847.55,1910.08,55.06
sveti tomaž,2021,12478.3,9419.8,945.56,2069,43.93
sveti tomaž,2022,13532.82,10348.11,869.93,2247.33,67.45
sveti tomaž,2023,14944.35,11589.19,835.1,2370.3,149.76
tabor,2014,9996.93,7654.99,z,1494.41,z
tabor,2015,10256.12,7766.77,z,1520.52,z
tabor,2016,10711.31,8224.74,z,1546.08,z
tabor,2017,11382.73,8911.06,z,1551.14,z
tabor,2018,11971.86,9622.71,z,1634.89,z
tabor,2019,12666.48,10271,636.77,1636.07,122.64
tabor,2020,13056.99,10387.94,753.06,1782.05,133.94
tabor,2021,14189.36,11504.75,708.39,1863.66,112.56
tabor,2022,15435.99,12455.26,808.01,2022.45,150.26
tabor,2023,17251.17,14050.81,771.72,2143.65,284.99
tišina,2014,9203.63,6669.04,618.84,1730.83,184.91
tišina,2015,9415.42,6815.32,649.11,1758.45,192.54
tišina,2016,9798.66,7129.28,647.71,1839.8,181.87
tišina,2017,9643.25,6944.74,636.57,1908.57,153.37
tišina,2018,10166.21,7266.77,z,2018.3,z
tišina,2019,10612.19,7521.22,z,2112.48,z
tišina,2020,11543.32,8100.94,z,2337.85,z
tišina,2021,12231.49,8716.9,z,2471.69,z
tišina,2022,13366.1,9695.62,844.77,2638.21,187.49
tišina,2023,14890.5,10888.31,918.91,2791.92,291.37
tolmin,2014,10258.8,7055.53,539.37,2327.84,336.06
tolmin,2015,10327.48,7167.98,549.46,2329.26,280.78
tolmin,2016,10714.92,7543.45,540.03,2378.52,252.92
tolmin,2017,11108.59,7907.43,535.83,2430.51,234.83
tolmin,2018,11746.97,8340.16,549.28,2544.84,312.68
tolmin,2019,12387.49,8797.71,565.47,2641.98,382.32
tolmin,2020,12618.13,8811.41,671.82,2884.78,250.12
tolmin,2021,13871,9727.51,659.66,3041.02,442.82
tolmin,2022,15129.02,10624.84,700.02,3281.66,522.5
tolmin,2023,16326.69,11697.05,683.64,3497.1,448.9
trbovlje,2014,10343.75,6794.14,671.34,2646.97,231.3
trbovlje,2015,10412.96,6860.31,703.09,2666.01,183.55
trbovlje,2016,10873.12,7176.62,729.04,2692.9,274.57
trbovlje,2017,11318.98,7602.05,674.63,2755.97,286.33
trbovlje,2018,12248.58,8190.9,z,2836.92,z
trbovlje,2019,12704.08,8797.39,741.15,2919.82,245.72
trbovlje,2020,13056.43,8997.1,786.1,3064.55,208.68
trbovlje,2021,13982.02,9756.41,765.75,3224.96,234.9
trbovlje,2022,15296.88,10592.73,820.3,3482.58,401.27
trbovlje,2023,16869.81,12066.48,842.34,3650.65,310.33
trebnje,2014,11174.13,8514.68,623.75,1630.55,405.16
trebnje,2015,11335.81,8767.74,627.93,1639.49,300.65
trebnje,2016,11702.41,9056.45,638.86,1665.13,341.96
trebnje,2017,12107.35,9551.56,627.94,1697.29,230.57
trebnje,2018,12789.3,10126.86,659.86,1751.49,251.09
trebnje,2019,14057.7,10787.74,z,1810.28,z
trebnje,2020,14092.08,11149.75,720.73,1974.95,246.65
trebnje,2021,15339.39,12122.27,749.4,2105.11,362.61
trebnje,2022,16504.85,12932.67,825.57,2257.92,488.68
trebnje,2023,18447.98,14509.13,806.04,2433.13,699.69
trnovska vas,2014,8455.85,6650.21,602.03,1091.92,111.69
trnovska vas,2015,8927.38,7084.99,698.06,1072.26,72.07
trnovska vas,2016,9479.24,7677.44,z,1093.85,z
trnovska vas,2017,9455.45,7616.31,698.25,1096.15,44.73
trnovska vas,2018,10165.9,8324.19,622.06,z,z
trnovska vas,2019,10928.97,8909.75,z,1232.64,z
trnovska vas,2020,11142.45,8884.75,786.14,1421.32,50.25
trnovska vas,2021,12168.47,9806.86,764.22,1555.74,41.65
trnovska vas,2022,13100.33,10503.17,799.14,1739.35,58.67
trnovska vas,2023,14321.4,11556.31,828.87,1848.03,88.2
trzin,2014,14876.63,9709.38,568.68,2711.13,1887.44
trzin,2015,14120.16,9736.66,528.22,2704.7,1150.58
trzin,2016,14171.47,9935.12,479.63,2796.83,959.88
trzin,2017,15030.54,10455.41,534.25,2825.08,1215.79
trzin,2018,15812.48,10913.91,550.1,2945.83,1402.64
trzin,2019,17422.97,11632.59,593.49,3040.79,2156.09
trzin,2020,17062.46,11956.34,597.42,3224.53,1284.17
trzin,2021,17926.83,12653.94,599.86,3350.15,1322.88
trzin,2022,19597.32,13550.42,670.64,z,z
trzin,2023,21769.12,15279,1170.34,3673.68,1646.09
tržič,2014,10620.18,7590.83,514.77,2235.38,279.2
tržič,2015,10904.78,7795.02,528.02,2250.54,331.2
tržič,2016,11290.21,8134.31,547.75,2290.85,317.3
tržič,2017,11806.96,8557.55,519.95,2336.21,393.25
tržič,2018,12481.65,9059.43,564.81,2415.17,442.25
tržič,2019,13297.42,9679.24,578.43,2486.96,552.79
tržič,2020,13453.61,9772.88,640.99,2665.62,374.13
tržič,2021,14526.77,10696.6,635.47,2808.03,386.67
tržič,2022,15726.34,11531.42,673.59,3031.18,490.14
tržič,2023,17332.53,12926.55,683.19,3195.88,526.9
turnišče,2014,8668.68,6416.27,604.57,1515.96,131.88
turnišče,2015,8806.29,6524.82,614.4,1582.74,84.32
turnišče,2016,9368.97,6974.43,613.58,1667.73,113.24
turnišče,2017,9637.75,7182.31,633.32,1730.45,91.66
turnišče,2018,10190.93,7654.2,639.76,1837.29,59.68
turnišče,2019,10847.46,8115.37,683.3,1959.61,89.18
turnišče,2020,13713.14,10727.01,763.29,2122.32,100.52
turnišče,2021,12753.37,9716.22,697.92,2257.97,81.26
turnišče,2022,13799.77,10501.22,707.38,2449.86,141.31
turnišče,2023,15230.83,11567.88,823.94,2629.04,209.96
velenje,2014,11099.24,7834.18,591.1,2416.03,257.94
velenje,2015,11027.49,7790.64,591.99,2423.81,221.06
velenje,2016,11414.92,8092.13,612.55,2469.05,241.19
velenje,2017,11814.06,8510.42,608.19,2522.04,173.41
velenje,2018,12315.45,8916.49,645.5,2571.4,182.07
velenje,2019,12906.28,9288.75,689.3,2650.89,277.33
velenje,2020,13257.75,9532.77,744.52,2797.93,182.53
velenje,2021,14302.85,10436.14,739.39,2951.5,175.82
velenje,2022,15290.67,11038.37,757.18,3156.51,338.61
velenje,2023,16780.79,12326.86,789.35,3319.97,344.6
velika polana,2014,8756.97,6560.86,521.46,1516.12,158.53
velika polana,2015,8558.8,6257.71,z,1573.85,z
velika polana,2016,9375.78,6953.65,551.57,1670,200.55
velika polana,2017,9705.89,7114.77,z,1744.77,z
velika polana,2018,10164.33,7622.6,569.3,1881.01,91.43
velika polana,2019,11013.05,8304.52,618.22,1987.5,102.81
velika polana,2020,11670.11,8640.72,699.19,2245.22,84.98
velika polana,2021,12716,9593.66,641.97,2406.9,73.46
velika polana,2022,13975.81,10501.01,780.99,2581.12,112.68
velika polana,2023,15343.38,11646.15,742.52,2734.11,220.59
velike lašče,2014,11001.78,8151.85,500.29,2058.64,291.01
velike lašče,2015,11181.35,8308.47,545.88,2062.22,264.79
velike lašče,2016,11528.07,8659.98,522.8,2074.72,270.56
velike lašče,2017,12279.15,9084.1,558.29,z,z
velike lašče,2018,13244.5,9515.86,z,2169.35,z
velike lašče,2019,13473.97,10168.82,z,2210.46,z
velike lašče,2020,13954.95,10394.56,z,2408.76,z
velike lašče,2021,14887.3,11289.8,z,2513.21,z
velike lašče,2022,16550.47,12207.81,667.28,z,z
velike lašče,2023,18359.03,13810.54,z,2871.46,z
veržej,2014,9609.22,6906.46,519.35,1978.83,204.58
veržej,2015,9510.51,6888.04,483.79,1982.71,155.98
veržej,2016,9936.54,7126.05,528.7,2055.03,226.76
veržej,2017,10344.7,7461.13,569.76,2107.02,206.79
veržej,2018,10939.09,7934.28,z,2214.55,z
veržej,2019,11390.06,8163.11,z,2307.44,z
veržej,2020,12153.72,8503.67,z,2655.34,z
veržej,2021,13195.89,9466.2,z,2772.1,z
veržej,2022,14181.16,10070.47,z,2948.25,z
veržej,2023,15237.66,10951.16,757,3199.12,330.38
videm,2014,9279.5,7143.2,511.89,1393.9,230.51
videm,2015,9390.8,7235.13,539.66,1415.64,200.37
videm,2016,10022.85,7744.03,547.53,1505.36,225.93
videm,2017,10412.7,8155.59,590.48,1537.85,128.78
videm,2018,11286.92,8885.76,627.12,1627.78,146.27
videm,2019,12010,9543.81,666.66,1685.04,114.5
videm,2020,12421.12,9644.33,740.39,1919.98,116.42
videm,2021,13390.33,10418.22,z,2069.22,z
videm,2022,14504.9,11357.86,757.16,2264.19,125.69
videm,2023,16545.13,12734.22,z,2451.39,z
vipava,2014,9878.83,6868.25,681.27,1969.07,360.25
vipava,2015,10101.65,7173.55,660.32,1981.01,286.76
vipava,2016,10460.2,7560.4,657.85,1995.7,246.24
vipava,2017,11291.91,8219.32,z,2019.69,z
vipava,2018,11964.1,8827.25,682.53,2117.73,336.59
vipava,2019,12553.89,9385.92,756.68,2162.39,248.9
vipava,2020,12987.56,9577.3,803.08,2296.68,310.5
vipava,2021,13936.29,10447.89,793.87,2391.04,303.5
vipava,2022,15375.08,11211.05,z,2571.88,z
vipava,2023,16561.2,12623.76,820.05,2719.45,397.94
vitanje,2014,9175.92,6949.63,586.48,1541.42,98.39
vitanje,2015,9480.09,7254.39,602.44,1536.73,86.54
vitanje,2016,9901.73,7580.44,646.31,1590.17,84.82
vitanje,2017,10283.96,7959.34,599.86,1657.6,67.17
vitanje,2018,11035.38,8529.21,704.37,1699.14,102.66
vitanje,2019,11482.86,8990.56,650.56,1752.46,89.29
vitanje,2020,12052.65,9294.2,719.54,1936.65,102.26
vitanje,2021,13049.29,10077.76,782.9,2048.46,140.17
