obcina,leto,Gross income - TOTAL,Income from work,"Parental, family and social benefits",Pensions,"Property, capital and other income",Basic or less,Education - TOTAL,Tertiary,Upper secondary,Labour migration index,Labour migration index - men,Labour migration index - women,Persons in employment [excluding farmers] whose workplace is in the municipality of their residence,Persons in employment [excluding farmers] whose workplace is in the municipality of their residence - men,Persons in employment [excluding farmers] whose workplace is in the municipality of their residence - women,Persons in employment [excluding farmers] whose workplace is not in the municipality of their residence,Persons in employment [excluding farmers] whose workplace is not in the municipality of their residence - men,Persons in employment [excluding farmers] whose workplace is not in the municipality of their residence - women,Natural increase,Net migration between municipalities,Net migration from abroad,Total increase,Total increase per 1000 population,Emigrants to abroad - Men,Emigrants to abroad - Total,Emigrants to abroad - Women,Emigrants to abroad per 1000 population,Emigrants to other municipalities - Men,Emigrants to other municipalities - Total,Emigrants to other municipalities - Women,Emigrants to other municipalities per 1000 population,Immigrants from abroad - Men,Immigrants from abroad - Total,Immigrants from abroad - Women,Immigrants from abroad per 1000 population,Immigrants from other municipalities - Men,Immigrants from other municipalities - Total,Immigrants from other municipalities - Women,Immigrants from other municipalities per 1000 population,Net migration between municipalities - Men,Net migration between municipalities - Total,Net migration between municipalities - Women,Net migration between municipalities per 1000 population,Net migration from abroad - Men,Net migration from abroad - Total,Net migration from abroad - Women,Net migration from abroad per 1000 population,Total net migration - Men,Total net migration - Total,Total net migration - Women,Total net migration per 1000 population,Employment rate,Employment rate for men,Employment rate for women
slovenska bistrica,2000,,,,,,,,,,79.6,80.9,78,63.9,63.5,64.4,36.1,36.5,35.6,-20,111,31,122,4.1,14,25,11,0.8,97,213,116,7.1,39,56,17,1.9,145,324,179,10.9,48,111,63,3.7,25,31,6,1,73,142,69,4.8,,,
slovenska bistrica,2001,,,,,,,,,,78.2,80.6,75,62.1,62.3,61.9,37.9,37.7,38.1,14,65,7,86,2.9,21,29,8,1,108,212,104,7.1,24,36,12,1.2,124,277,153,9.3,16,65,49,2.2,3,7,4,0.2,19,72,53,2.4,,,
slovenska bistrica,2002,,,,,,,,,,76.6,79.6,72.5,60.9,61.8,59.8,39.1,38.2,40.2,-23,162,37,176,5.9,24,43,19,1.4,83,186,103,6.2,44,80,36,2.7,164,348,184,11.6,81,162,81,5.4,20,37,17,1.2,101,199,98,6.6,53.2,60.3,46.2
slovenska bistrica,2003,,,,,,,,,,74.4,77,71,59.2,60,58,40.8,40,42,-2,66,25,89,3,39,69,30,2.3,95,215,120,7.1,71,94,23,3.1,129,281,152,9.3,34,66,32,2.2,32,25,-7,0.8,66,91,25,3,52.8,59.5,45.7
slovenska bistrica,2004,,,,,,,,,,73.7,75.9,70.8,57.9,58.5,57.1,42.1,41.5,42.9,-27,157,10,140,4.6,56,78,22,2.6,101,201,100,6.7,52,88,36,2.9,164,358,194,11.9,63,157,94,5.2,-4,10,14,0.3,59,167,108,5.5,53.3,60.4,45.9
slovenska bistrica,2005,,,,,,,,,,72.1,74.4,69,55.9,56.7,54.9,44.1,43.3,45.1,-5,134,40,169,5.6,46,66,20,2.2,105,212,107,7,83,106,23,3.5,154,346,192,11.4,49,134,85,4.4,37,40,3,1.3,86,174,88,5.7,55.3,63.4,47
slovenska bistrica,2006,,,,,,,,,,72.2,74.2,69.4,55.5,56.3,54.5,44.5,43.7,45.5,-30,84,74,128,4.2,69,79,10,2.6,121,274,153,9,124,153,29,5,174,358,184,11.7,53,84,31,2.8,55,74,19,2.4,108,158,50,5.2,56.4,64.2,48.2
slovenska bistrica,2007,,,,,,,,,,76.3,79.8,71.6,51.6,53.3,49.4,48.4,46.7,50.6,2,207,129,338,13.9,82,107,25,4.4,90,207,117,8.5,186,236,50,9.7,198,414,216,17,108,207,99,8.5,104,129,25,5.3,212,336,124,13.8,58.7,66.5,50.6
slovenska bistrica,2008,,,,,,,,,,76,80.4,70.2,50.3,52.1,47.9,49.7,47.9,52.1,41,152,140,333,13.7,52,85,33,3.5,338,699,361,28.7,170,225,55,9.2,403,851,448,34.9,65,152,87,6.2,118,140,22,5.7,183,292,109,12,60,67.3,52.4
slovenska bistrica,2009,,,,,,,,,,75.5,80.1,69.5,49.8,52.1,46.9,50.2,47.9,53.1,98,99,66,263,10.7,121,149,28,6.1,283,604,321,24.6,169,215,46,8.7,342,703,361,28.6,59,99,40,4,48,66,18,2.7,107,165,58,6.7,59.1,65.9,52
slovenska bistrica,2010,,,,,,,,,,75.8,82.3,67.7,49.5,52.6,45.8,50.5,47.4,54.2,100,74,0,174,7,111,138,27,5.6,372,815,443,32.9,107,138,31,5.6,422,889,467,35.8,50,74,24,3,-4,0,4,0,46,74,28,3,58.1,64.9,51.1
slovenske konjice,2000,,,,,,,,,,85.9,86.6,85.1,56.4,55.5,57.6,43.6,44.5,42.4,39,40,8,87,6.4,30,34,4,2.5,55,122,67,8.9,35,42,7,3.1,70,162,92,11.9,15,40,25,2.9,5,8,3,0.6,20,48,28,3.5,,,
slovenske konjice,2001,,,,,,,,,,88.2,86.6,90.2,56.7,55.1,58.7,43.3,44.9,41.3,3,20,6,29,2.1,10,21,11,1.5,52,124,72,9.1,16,27,11,2,68,144,76,10.5,16,20,4,1.5,6,6,0,0.4,22,26,4,1.9,,,
slovenske konjice,2002,,,,,,,,,,87.9,87,88.9,55.9,54.3,57.9,44.1,45.7,42.1,10,105,21,136,9.8,21,37,16,2.7,54,103,49,7.5,47,58,11,4.2,85,208,123,15,31,105,74,7.6,26,21,-5,1.5,57,126,69,9.1,55.6,61.8,49.4
slovenske konjice,2003,,,,,,,,,,85.5,83.6,87.7,54.7,52.9,56.9,45.3,47.1,43.1,23,17,19,59,4.2,16,32,16,2.3,47,116,69,8.3,43,51,8,3.7,62,133,71,9.6,15,17,2,1.2,27,19,-8,1.4,42,36,-6,2.6,55.3,61,49.4
slovenske konjice,2004,,,,,,,,,,83.6,83.2,84.2,52.1,50.6,54.1,47.9,49.4,45.9,20,1,-6,15,1.1,54,69,15,5,49,126,77,9.1,56,63,7,4.5,48,127,79,9.1,-1,1,2,0.1,2,-6,-8,-0.4,1,-5,-6,-0.4,55.7,61.8,49.3
slovenske konjice,2005,,,,,,,,,,83.2,82.9,83.6,52,51.3,52.9,48,48.7,47.1,27,-20,39,46,3.3,51,71,20,5.1,47,118,71,8.4,95,110,15,7.9,41,98,57,7,-6,-20,-14,-1.4,44,39,-5,2.8,38,19,-19,1.4,57.3,63.6,50.7
slovenske konjice,2006,,,,,,,,,,87.1,86.5,87.9,52.3,52.5,51.9,47.7,47.5,48.1,58,-8,30,80,5.7,106,123,17,8.7,72,166,94,11.8,144,153,9,10.9,72,158,86,11.2,0,-8,-8,-0.6,38,30,-8,2.1,38,22,-16,1.6,58.3,65.2,51.1
slovenske konjice,2007,,,,,,,,,,86.5,90.4,81.4,52.1,53.1,50.8,47.9,46.9,49.2,15,21,225,261,18.3,74,99,25,7,69,133,64,9.3,279,324,45,22.8,70,154,84,10.8,1,21,20,1.5,205,225,20,15.8,206,246,40,17.3,60.8,68.3,52.8
slovenske konjice,2008,,,,,,,,,,86.2,89.7,81.6,51,51.7,50,49,48.3,50,36,16,172,224,15.6,66,81,15,5.7,219,459,240,32.1,226,253,27,17.7,243,475,232,33.2,24,16,-8,1.1,160,172,12,12,184,188,4,13.1,62.4,69,55
slovenske konjice,2009,,,,,,,,,,83.7,86.7,79.7,48.8,49.3,48.1,51.2,50.7,51.9,57,-79,49,27,1.9,187,201,14,13.9,348,552,204,38.2,189,250,61,17.3,273,473,200,32.8,-75,-79,-4,-5.5,2,49,47,3.4,-73,-30,43,-2.1,60.6,66.4,54.3
slovenske konjice,2010,,,,,,,,,,84.8,85.9,83.4,48.9,49.3,48.5,51.1,50.7,51.5,49,-35,-29,-15,-1,90,121,31,8.4,315,554,239,38.5,53,92,39,6.4,276,519,243,36,-39,-35,4,-2.4,-37,-29,8,-2,-76,-64,12,-4.4,59.5,64.9,53.7
sodražica,2000,,,,,,,,,,72.2,78.1,64.2,40.7,43.3,37.1,59.3,56.7,62.9,-3,7,-2,2,0.9,0,2,2,0.9,8,24,16,11.1,0,0,0,0,11,31,20,14.4,3,7,4,3.3,0,-2,-2,-0.9,3,5,2,2.3,,,
sodražica,2001,,,,,,,,,,69.5,74.3,63,38.8,41,35.7,61.2,59,64.3,3,-1,-1,1,0.5,4,4,0,1.9,10,25,15,11.6,3,3,0,1.4,12,24,12,11.2,2,-1,-3,-0.5,-1,-1,0,-0.5,1,-2,-3,-0.9,,,
sodražica,2002,,,,,,,,,,61.3,67.2,52.5,34.1,38,28.4,65.9,62,71.6,1,2,-1,2,0.9,3,5,2,2.3,11,19,8,8.8,0,4,4,1.9,7,21,14,9.7,-4,2,6,0.9,-3,-1,2,-0.5,-7,1,8,0.5,48.8,54.7,40.2
sodražica,2003,,,,,,,,,,60.5,64.6,54.6,32.6,35.6,28.3,67.4,64.4,71.7,-21,2,1,-18,-8.3,0,2,2,0.9,2,10,8,4.6,1,3,2,1.4,5,12,7,5.6,3,2,-1,0.9,1,1,0,0.5,4,3,-1,1.4,50.8,56.8,43.9
sodražica,2004,,,,,,,,,,60.8,67.9,50,30.3,33.2,26,69.7,66.8,74,3,3,-13,-7,-3.2,13,15,2,6.9,12,31,19,14.4,0,2,2,0.9,15,34,19,15.7,3,3,0,1.4,-13,-13,0,-6,-10,-10,0,-4.6,51.5,57.2,44.9
sodražica,2005,,,,,,,,,,57.7,63.9,48.7,28.4,30.7,25,71.6,69.3,75,-3,23,8,28,13,0,0,0,0,6,16,10,7.4,4,8,4,3.7,18,39,21,18,12,23,11,10.6,4,8,4,3.7,16,31,15,14.3,53.1,60.1,45.2
sodražica,2006,,,,,,,,,,60.9,67,52.1,28.4,30.9,24.9,71.6,69.1,75.1,-1,11,2,12,5.5,1,3,2,1.4,12,29,17,13.3,4,5,1,2.3,17,40,23,18.3,5,11,6,5,3,2,-1,0.9,8,13,5,5.9,53.7,60.4,46.1
sodražica,2007,,,,,,,,,,47.8,52.6,40.6,25.4,26.9,23.1,74.6,73.1,76.9,0,4,0,4,1.8,9,16,7,7.3,10,26,16,11.9,14,16,2,7.3,15,30,15,13.7,5,4,-1,1.8,5,0,-5,0,10,4,-6,1.8,55.7,62.5,48
sodražica,2008,,,,,,,,,,46.8,52.3,39.2,24.6,26.7,21.7,75.4,73.3,78.3,10,2,4,16,7.4,9,13,4,6,48,122,74,56.4,12,17,5,7.9,54,124,70,57.3,6,2,-4,0.9,3,4,1,1.8,9,6,-3,2.8,58.1,63.9,51.2
sodražica,2009,,,,,,,,,,41.6,43.5,38.7,23.4,24.4,22.1,76.6,75.6,77.9,7,3,6,16,7.4,2,3,1,1.4,32,64,32,29.5,8,9,1,4.2,37,67,30,30.9,5,3,-2,1.4,6,6,0,2.8,11,9,-2,4.2,58.1,62.9,52.4
sodražica,2010,,,,,,,,,,43.4,46.6,39.2,23,24.6,20.8,77,75.4,79.2,7,-16,-4,-13,-6,7,9,2,4.1,40,87,47,40.1,2,5,3,2.3,29,71,42,32.7,-11,-16,-5,-7.4,-5,-4,1,-1.8,-16,-20,-4,-9.2,56.8,61.5,51.3
solčava,2000,,,,,,,,,,64.5,68.2,58.9,41.8,44.7,37.5,58.2,55.3,62.5,-7,3,-1,-5,-8.9,0,1,1,1.8,1,3,2,5.3,0,0,0,0,1,6,5,10.7,0,3,3,5.3,0,-1,-1,-1.8,0,2,2,3.6,,,
solčava,2001,,,,,,,,,,59.4,63.4,54.1,39.9,41.5,37.7,60.1,58.5,62.3,-5,0,-4,-9,-16.2,1,4,3,7.2,1,2,1,3.6,0,0,0,0,1,2,1,3.6,0,0,0,0,-1,-4,-3,-7.2,-1,-4,-3,-7.2,,,
solčava,2002,,,,,,,,,,60.1,63.1,55.9,39.2,41.7,35.6,60.8,58.3,64.4,-6,5,-1,-2,-3.6,0,1,1,1.8,1,4,3,7.3,0,0,0,0,1,9,8,16.4,0,5,5,9.1,0,-1,-1,-1.8,0,4,4,7.3,45,48.8,39.6
solčava,2003,,,,,,,,,,58.2,59.5,56.5,37.7,38.1,37.1,62.3,61.9,62.9,-3,-2,-5,-10,-18.1,2,5,3,9,2,3,1,5.4,0,0,0,0,0,1,1,1.8,-2,-2,0,-3.6,-2,-5,-3,-9,-4,-7,-3,-12.7,44.4,48.2,40
solčava,2004,,,,,,,,,,61.6,62.2,60.9,41.1,40.2,42.2,58.9,59.8,57.8,1,0,0,1,1.9,0,0,0,0,5,10,5,18.6,0,0,0,0,5,10,5,18.6,0,0,0,0,0,0,0,0,0,0,0,0,45.2,48.2,41.7
solčava,2005,,,,,,,,,,61,60.9,61.1,42.1,42.4,41.7,57.9,57.6,58.3,-7,0,0,-7,-12.9,0,0,0,0,1,2,1,3.7,0,0,0,0,2,2,0,3.7,1,0,-1,0,0,0,0,0,1,0,-1,0,50.4,54.7,45.7
solčava,2006,,,,,,,,,,60.1,60,60.3,40.5,40,41.1,59.5,60,58.9,-1,5,2,6,10.9,0,0,0,0,0,2,2,3.6,1,2,1,3.6,2,7,5,12.8,2,5,3,9.1,1,2,1,3.6,3,7,4,12.8,51.6,54.4,48.5
solčava,2007,,,,,,,,,,61.3,60.7,62,41.1,41.6,40.5,58.9,58.4,59.5,-1,-4,-1,-6,-11,1,2,1,3.7,3,6,3,11,0,1,1,1.8,1,2,1,3.7,-2,-4,-2,-7.3,-1,-1,0,-1.8,-3,-5,-2,-9.2,53.9,57.3,50
solčava,2008,,,,,,,,,,67.3,65,69.9,47.1,46.3,47.9,52.9,53.8,52.1,-1,-3,0,-4,-7.6,0,1,1,1.9,15,33,18,63.1,0,1,1,1.9,16,30,14,57.4,1,-3,-4,-5.7,0,0,0,0,1,-3,-4,-5.7,56.6,57.5,55.5
solčava,2009,,,,,,,,,,67.3,61.7,73.9,46.7,44.4,49.3,53.3,55.6,50.7,-1,-7,0,-8,-15.7,0,1,1,2,7,20,13,39.2,0,1,1,2,7,13,6,25.5,0,-7,-7,-13.7,0,0,0,0,0,-7,-7,-13.7,55.7,57,54.1
solčava,2010,,,,,,,,,,65.5,62,69.8,45.1,45.6,44.4,54.9,54.4,55.6,3,2,-4,1,1.9,2,5,3,9.7,9,22,13,42.5,1,1,0,1.9,13,24,11,46.3,4,2,-2,3.9,-1,-4,-3,-7.7,3,-2,-5,-3.9,54.5,64.2,42.9
središče ob dravi,2000,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
središče ob dravi,2001,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
središče ob dravi,2002,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
središče ob dravi,2003,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
središče ob dravi,2004,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
središče ob dravi,2005,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
središče ob dravi,2006,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
središče ob dravi,2007,,,,,,,,,,43.5,51.3,33.9,20.5,19.7,21.6,79.5,80.3,78.4,-7,-10,-28,-45,-19.6,21,41,20,17.8,21,43,22,18.7,8,13,5,5.7,16,33,17,14.3,-5,-10,-5,-4.3,-13,-28,-15,-12.2,-18,-38,-20,-16.5,53,58.8,47.2
središče ob dravi,2008,,,,,,,,,,42.7,50.1,33.6,21,20.1,22,79,79.9,78,5,-21,-59,-75,-35.1,42,100,58,46.8,45,125,80,58.5,25,41,16,19.2,37,104,67,48.6,-8,-21,-13,-9.8,-17,-59,-42,-27.6,-25,-80,-55,-37.4,59.3,63.7,54.7
središče ob dravi,2009,,,,,,,,,,36.8,45.1,26.5,18.1,19,17,81.9,81,83,6,-46,5,-35,-16.3,3,7,4,3.3,40,95,55,44.2,11,12,1,5.6,15,49,34,22.8,-25,-46,-21,-21.4,8,5,-3,2.3,-17,-41,-24,-19.1,59.4,64,54.3
središče ob dravi,2010,,,,,,,,,,37.8,48.3,25.5,17.7,19.2,15.9,82.3,80.8,84.1,9,-18,-5,-14,-6.6,9,13,4,6.1,39,98,59,45.9,4,8,4,3.8,34,80,46,37.5,-5,-18,-13,-8.4,-5,-5,0,-2.3,-10,-23,-13,-10.8,57.9,61.3,54.2
starše,2000,,,,,,,,,,24.2,24,24.5,12.9,14.2,11.1,87.1,85.8,88.9,6,8,3,17,4.3,0,0,0,0,22,41,19,10.4,2,3,1,0.8,21,49,28,12.5,-1,8,9,2,2,3,1,0.8,1,11,10,2.8,,,
starše,2001,,,,,,,,,,24.6,25.1,24,13.1,14.2,11.7,86.9,85.8,88.3,-2,30,4,32,8.1,0,1,1,0.3,20,36,16,9.1,2,5,3,1.3,32,66,34,16.6,12,30,18,7.6,2,4,2,1,14,34,20,8.6,,,
starše,2002,,,,,,,,,,24.8,25.4,24,13,14.1,11.5,87,85.9,88.5,-4,8,6,10,2.5,1,2,1,0.5,25,42,17,10.5,2,8,6,2,28,50,22,12.5,3,8,5,2,1,6,5,1.5,4,14,10,3.5,53.2,61,45.4
starše,2003,,,,,,,,,,24.6,24.8,24.3,13.3,14.3,11.9,86.7,85.7,88.1,-8,27,0,19,4.8,0,2,2,0.5,14,32,18,8,1,2,1,0.5,26,59,33,14.8,12,27,15,6.8,1,0,-1,0,13,27,14,6.8,53,60.7,45.1
starše,2004,,,,,,,,,,23.7,22.9,24.9,12.3,12.5,12,87.7,87.5,88,10,32,-1,41,10.2,4,6,2,1.5,18,36,18,9,3,5,2,1.2,31,68,37,16.9,13,32,19,8,-1,-1,0,-0.2,12,31,19,7.7,53.8,60.9,46.5
starše,2005,,,,,,,,,,23.6,24.2,22.9,12.4,12.5,12.3,87.6,87.5,87.7,-13,47,0,34,8.4,3,6,3,1.5,13,29,16,7.1,5,6,1,1.5,40,76,36,18.7,27,47,20,11.6,2,0,-2,0,29,47,18,11.6,55.2,62.6,47.6
starše,2006,,,,,,,,,,23.5,24.5,22.2,12.2,12.5,11.8,87.8,87.5,88.2,-3,-12,-1,-16,-3.9,4,8,4,2,38,72,34,17.6,5,7,2,1.7,24,60,36,14.7,-14,-12,2,-2.9,1,-1,-2,-0.2,-13,-13,0,-3.2,55.9,63.5,48.1
starše,2007,,,,,,,,,,24,26.1,21.4,12.7,13.9,11.3,87.3,86.1,88.7,-2,0,1,-1,-0.2,4,11,7,2.7,32,62,30,15.2,9,12,3,2.9,28,62,34,15.2,-4,0,4,0,5,1,-4,0.2,1,1,0,0.2,58.5,66.5,50.5
starše,2008,,,,,,,,,,24.7,27.6,21,13,14.8,10.7,87,85.2,89.3,19,-35,10,-6,-1.5,8,22,14,5.4,61,144,83,35.6,29,32,3,7.9,55,109,54,26.9,-6,-35,-29,-8.6,21,10,-11,2.5,15,-25,-40,-6.2,60.7,67.5,53.6
starše,2009,,,,,,,,,,30.3,30.9,29.6,14.3,16.3,11.9,85.7,83.7,88.1,0,44,-2,42,10.2,15,20,5,4.9,60,117,57,28.5,13,18,5,4.4,78,161,83,39.2,18,44,26,10.7,-2,-2,0,-0.5,16,42,26,10.2,59.8,66.2,53.2
starše,2010,,,,,,,,,,46.3,40.7,52.9,14.7,17.1,11.9,85.3,82.9,88.1,12,33,6,51,12.3,6,7,1,1.7,66,140,74,33.9,11,13,2,3.1,74,173,99,41.8,8,33,25,8,5,6,1,1.5,13,39,26,9.4,58,64.1,51.8
straža,2000,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
straža,2001,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
straža,2002,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
straža,2003,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
straža,2004,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
straža,2005,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
straža,2006,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
straža,2007,,,,,,,,,,70.2,78.7,59.9,24.6,27.1,21.5,75.4,72.9,78.5,20,-8,-2,10,2.6,16,32,16,8.4,28,65,37,17,23,30,7,7.9,26,57,31,14.9,-2,-8,-6,-2.1,7,-2,-9,-0.5,5,-10,-15,-2.6,62,66.4,57.4
straža,2008,,,,,,,,,,65.7,74.4,55.1,23.6,27.3,19.1,76.4,72.7,80.9,17,-13,36,40,10.6,5,6,1,1.6,75,157,82,41.7,27,42,15,11.2,56,144,88,38.2,-19,-13,6,-3.5,22,36,14,9.6,3,23,20,6.1,63,67.6,58.1
straža,2009,,,,,,,,,,65,73.9,54.3,23.3,26.7,19.2,76.7,73.3,80.8,24,-52,8,-20,-5.3,11,16,5,4.2,99,185,86,48.8,20,24,4,6.3,63,133,70,35.1,-36,-52,-16,-13.7,9,8,-1,2.1,-27,-44,-17,-11.6,62.4,66.7,57.9
straža,2010,,,,,,,,,,69.8,80.3,57.6,23,26.6,19,77,73.4,81,23,22,6,51,13.3,5,7,2,1.8,66,125,59,32.6,9,13,4,3.4,74,147,73,38.4,8,22,14,5.7,4,6,2,1.6,12,28,16,7.3,60.1,64,56.1
sveta ana,2000,,,,,,,,,,23.9,19,29.5,11.6,7.1,16.7,88.4,92.9,83.3,2,2,1,5,2.1,0,0,0,0,17,34,17,14.6,1,1,0,0.4,16,36,20,15.5,-1,2,3,0.9,1,1,0,0.4,0,3,3,1.3,,,
sveta ana,2001,,,,,,,,,,24.3,20.6,28.3,11.6,8.4,15.2,88.4,91.6,84.8,-7,2,1,-4,-1.7,1,1,0,0.4,8,21,13,8.9,1,2,1,0.9,14,23,9,9.8,6,2,-4,0.9,0,1,1,0.4,6,3,-3,1.3,,,
sveta ana,2002,,,,,,,,,,24.3,23.8,24.9,10.8,7.5,14.3,89.2,92.5,85.7,10,16,-3,23,9.7,1,3,2,1.3,18,30,12,12.7,0,0,0,0,18,46,28,19.5,0,16,16,6.8,-1,-3,-2,-1.3,-1,13,14,5.5,46.4,47.6,44.2
sveta ana,2003,,,,,,,,,,24.3,21.8,27.1,9.9,6.3,13.9,90.1,93.7,86.1,-9,-4,0,-13,-5.5,0,2,2,0.8,19,31,12,13.1,1,2,1,0.8,13,27,14,11.4,-6,-4,2,-1.7,1,0,-1,0,-5,-4,1,-1.7,45.5,47.3,43.5
sveta ana,2004,,,,,,,,,,19.9,15.4,25.1,10,6.2,14.2,90,93.8,85.8,-3,4,4,5,2.1,0,0,0,0,7,23,16,9.8,2,4,2,1.7,10,27,17,11.5,3,4,1,1.7,2,4,2,1.7,5,8,3,3.4,45.7,47.7,43.4
sveta ana,2005,,,,,,,,,,17,9.3,26.6,9.8,6.2,14.1,90.2,93.8,85.9,1,2,-2,1,0.4,2,3,1,1.3,13,30,17,12.7,1,1,0,0.4,18,32,14,13.5,5,2,-3,0.8,-1,-2,-1,-0.8,4,0,-4,0,49,51.7,46.1
sveta ana,2006,,,,,,,,,,17.1,10.3,25.2,9.8,6.7,13.5,90.2,93.3,86.5,3,27,-9,21,8.9,5,10,5,4.2,11,25,14,10.6,1,1,0,0.4,27,52,25,22,16,27,11,11.4,-4,-9,-5,-3.8,12,18,6,7.6,51.3,55,47.3
sveta ana,2007,,,,,,,,,,17.5,13,22.7,10.3,8,13,89.7,92,87,-10,13,-7,-4,-1.7,3,9,6,3.8,18,33,15,13.9,1,2,1,0.8,22,46,24,19.3,4,13,9,5.5,-2,-7,-5,-2.9,2,6,4,2.5,55.9,58.9,52.6
sveta ana,2008,,,,,,,,,,19.3,14.4,24.9,11.4,9.5,13.6,88.6,90.5,86.4,-7,-13,-29,-49,-20.6,15,32,17,13.4,46,93,47,39,1,3,2,1.3,33,80,47,33.6,-13,-13,0,-5.5,-14,-29,-15,-12.2,-27,-42,-15,-17.6,58.2,61.4,54.8
sveta ana,2009,,,,,,,,,,21.1,16,27.1,12.8,10.4,15.6,87.2,89.6,84.4,-7,63,-5,51,21.7,4,6,2,2.6,18,55,37,23.4,1,1,0,0.4,56,118,62,50.3,38,63,25,26.8,-3,-5,-2,-2.1,35,58,23,24.7,56.1,61.2,50.7
sveta ana,2010,,,,,,,,,,21.8,16.2,28.3,12.7,10,15.8,87.3,90,84.2,1,-38,3,-34,-14.4,4,7,3,3,59,131,72,55.3,7,10,3,4.2,50,93,43,39.3,-9,-38,-29,-16.1,3,3,0,1.3,-6,-35,-29,-14.8,55.5,61.5,49
sveta trojica v slov. goricah,2000,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
sveta trojica v slov. goricah,2001,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
sveta trojica v slov. goricah,2002,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sveta trojica v slov. goricah,2003,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sveta trojica v slov. goricah,2004,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sveta trojica v slov. goricah,2005,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sveta trojica v slov. goricah,2006,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
